unit_id	path	git_blob	sha256	size_bytes	role
P4-20	udt_p4_coupling_derivation_2026-07-31/DECISION_SURFACE_UPDATE.md	f1aac847042c359675dc4f28b20634cfc9498a43	e34a66047c3cccd9accb20b006f9f604a0429f0a4b7bd7cff045ef92a2613a92	4146	LOAD_BEARING_REPORT
P4-20	udt_p4_coupling_derivation_2026-07-31/DERIVATION_STDOUT.txt	c49b4736ae8c21cb1aaf7c71999651b996a757be	85653cc50a6803f82956ed8bd04e61d980dd5e428c7fcc5847973b18b24326c8	3541	MACHINE_OR_RAW_EVIDENCE
P4-20	udt_p4_coupling_derivation_2026-07-31/EXACT_DERIVATION.md	f7c7ced7cfe5c867d34f2a75a7bf942ca5143dfd	ef2a4015d0fc5596d2d27d352e37ddf32ba4028ca05a832648128eab9998de3e	20164	LOAD_BEARING_REPORT
P4-20	udt_p4_coupling_derivation_2026-07-31/PREREGISTRATION.md	e6f1c3c539dea4a0a3bf0d37c4c478cf42100665	c5a944b8ed0267f93e8d90649d395546cce338c36fd1f53f4ae96d54d9147090	7600	PREREGISTRATION
P4-20	udt_p4_coupling_derivation_2026-07-31/VERIFIER_INDEPENDENT_CHECK.py	4c42b0becad930b7bc4b1f754bea652099645ee5	b8611ee314cab12aa8f4e31fb61a9a15798bf41bfc3ef1703372b5fe1944232c	13071	VERIFIER
P4-20	udt_p4_coupling_derivation_2026-07-31/VERIFIER_REPORT.md	9cfa4a2c407400798a1101659a438fc92d32facd	86faead0aa11056618a147f0aa5fa05937a6fd977068615cfbf5500258da9693	16840	VERIFIER
P4-20	udt_p4_coupling_derivation_2026-07-31/coupling_results.json	5f3e500f8cd6ea23952a06708cea6a80beb32249	70708f688040db94de57d45c92adbc90f33316403a26102e2051b60356fb29e7	53503	MACHINE_OR_RAW_EVIDENCE
P4-20	udt_p4_coupling_derivation_2026-07-31/derive_coupling.py	bbc94c0c2d4dff142d4f16c164ca7ba302e4ca67	939bfc76a85ba9a96250087c38fc9824a277f23cca65e27474afc1016cf0cefd	46818	EXECUTABLE
P4-19	udt_p4_doorway_study_2026-07-31/AUDIT_REPORT.md	d86eb8535a2ea7ebce6c94d6403f7597f95bd29e	1682fd6af08a88cfffcd8305147700df42e7a1e28e8465e8e92777dc9171e241	13460	LOAD_BEARING_REPORT
P4-19	udt_p4_doorway_study_2026-07-31/CORRECTION_LAYER.md	26443da3b4a3aa2e1b8da4fe66f1856dad309c45	46f0ad4969a8ec33a5a21de3e8b034e625f4a9c4c1989bb9896e6dcbeb6bdbac	5225	PACKAGE_RECORD
P4-19	udt_p4_doorway_study_2026-07-31/DECISION_SURFACE_UPDATE.md	0c51013aa986da506711e53a91839df5ddb985d0	5107b010699dcdcbb947481b69fd634625ce60fae3e80b8b7f7a774f9aac9676	3644	LOAD_BEARING_REPORT
P4-19	udt_p4_doorway_study_2026-07-31/DERIVATION_STDOUT.txt	f10c4ab55fb11465670b9f73fdb1bdd07144b4be	074a3baece70fd61e6ec7f1d7dfcb0e84c6981ef240ffe41ef53b4387e88b972	16553	MACHINE_OR_RAW_EVIDENCE
P4-19	udt_p4_doorway_study_2026-07-31/DOORWAY_LEDGER.tsv	c34a347a10e09aa5d5f538bf37036a52e0e6604f	e96192220dc0f773a4f0cae358959d32593813ab27379acd2c8af2e6e22e0078	5355	MACHINE_OR_RAW_EVIDENCE
P4-19	udt_p4_doorway_study_2026-07-31/EXACT_DERIVATION.md	6e48204a7310b66dcf37e7a1dc87c5ef22c39d94	113f6aa5c6595361538b8d85890b36b7d6cc3a314791911374e3f7f6bd9e7e57	17533	LOAD_BEARING_REPORT
P4-19	udt_p4_doorway_study_2026-07-31/PREREGISTRATION.md	1fb787bd2f249c696981a856ddaebab437294893	d9464312824d4c2e56a7f86032b3568a6ca271630b58531924371b7c01eb7d68	9701	PREREGISTRATION
P4-19	udt_p4_doorway_study_2026-07-31/VERIFIER_INDEPENDENT_CHECK.py	e8359b53d9ba7525b2e6a4b0e6a117b08e1e3af4	c725eb0c056cae350268bb0a1f2a68883a2530c0ebe8304cf567ff8a11545323	12658	VERIFIER
P4-19	udt_p4_doorway_study_2026-07-31/VERIFIER_REPORT.md	16c5e5835c8f242987a100eacbb71861866b1cb6	0d1dbafc4cfda447f71abb5242ff2629a2efdfb5cf737c82275768c378377f02	11123	VERIFIER
P4-19	udt_p4_doorway_study_2026-07-31/derive_doorway_study.py	53cec492fbec069f57b298d2f738e55b2a77905f	e53b21e74bbe249489bf670d7ef62a6ac14c0fab8816127c5ead8faa201f0f60	34538	EXECUTABLE
P4-19	udt_p4_doorway_study_2026-07-31/doorway_results.json	d8d64a0e12762efb2d84158d40e6bed5f1a83387	8d1a9248b55fc91fa3dbfb958295ed860f77600f3ac39ff7d37875c72ef7faa4	18933	MACHINE_OR_RAW_EVIDENCE
P4-12	udt_p4_gradient_seat_2026-07-29/AUDIT_REPORT.md	ff2caa4ebcfd789a1261ea9f2876592626b0b389	6be802dd721aec7b42f126de235451af2476f838667acd11f70cbefaae4c09f4	17519	LOAD_BEARING_REPORT
P4-12	udt_p4_gradient_seat_2026-07-29/CORRECTION_LAYER.md	00de9781ceeb8cff6c8b2197d7d508d68b7d443a	34a85ba6c3538e216e756e3a679d211ddeb42cfed4a0f61695b0bfc286527bbc	14870	PACKAGE_RECORD
P4-12	udt_p4_gradient_seat_2026-07-29/DECISION_SURFACE_UPDATE.md	45cbe48fb73f9aacb52e30e01ee0067d898f0450	200fe988aeb1c3d70e73db74b6d862b8a37cb900a0abbfa4765404ae7991261d	8784	LOAD_BEARING_REPORT
P4-12	udt_p4_gradient_seat_2026-07-29/DERIVATION_STDOUT.txt	7aff65513b12a5ee3621b1b77a6b454330e27be9	5f96d0c0c50b7bae7caa80b184ea6eacaa4c9e60d0455037bc04bc10539ff915	26758	MACHINE_OR_RAW_EVIDENCE
P4-12	udt_p4_gradient_seat_2026-07-29/EXACT_DERIVATION.md	cb65f4538abfd703987f8af794acc66a4261458c	5d65ca418af8d1313cd8cfd2b6e955a0ad6faaa571f9a8a3f52bc6aa39c2a068	26972	LOAD_BEARING_REPORT
P4-12	udt_p4_gradient_seat_2026-07-29/JET_ROWS_LEDGER.tsv	f9532a74e830704af64b3149e83af3de8623fe13	9f0256e6757d1a982e342e33d9bc6d12dc667bd16482633b9907d2985970d153	3902	MACHINE_OR_RAW_EVIDENCE
P4-12	udt_p4_gradient_seat_2026-07-29/PREREGISTRATION.md	e59d022d690400b5e2500fbd32bce55aad76e3b1	23c5d4d4f8fba195c87147e34fc6e5ff26ab6589806119b4787dea5f6ad9f13c	8545	PREREGISTRATION
P4-12	udt_p4_gradient_seat_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	849857789bc8c361c818ce4365f0231f9e9abc25	de0f0daba033e8c4bc53587f3150197f1aa36e3e60410c1f06dc49301ab38d28	12882	VERIFIER
P4-12	udt_p4_gradient_seat_2026-07-29/VERIFIER_INDEPENDENT_STDOUT.txt	dd19c8fb3df2236c5c3b538e30efcde7e6409328	10f6cc111231857cb7ba249f5330653ad6e2389097b182dbf0243570f1d3987f	2966	VERIFIER
P4-12	udt_p4_gradient_seat_2026-07-29/VERIFIER_REPORT.md	749f15f8f5368d9fd68582ed904b453ce7464609	fea260d0c5b84b9357dafd788cffd85323db04dd4f4bd7a0bc83a8be2eafccb2	19878	VERIFIER
P4-12	udt_p4_gradient_seat_2026-07-29/derive_gradient_seat.py	60663b841a2591cdac81e13f6c946cd32d8546e6	fc739264d9cd607267f100ad8bd853d4506c24d0fd389efba3d52105cfd6af5d	60128	EXECUTABLE
P4-12	udt_p4_gradient_seat_2026-07-29/gradient_seat_results.json	f3a570ba4429b7734dee591e954970d0e43b9c05	b4817268a817000e116b1398dc1bf47d223ef74358291db1cdec947337a06599	29659	MACHINE_OR_RAW_EVIDENCE
P4-17	udt_p4_period_gate_2026-07-30/AUDIT_REPORT.md	1b90de872de47b4893315e328c7cf88f4f053edd	f977814725c0333c954c9ed24b72b802cc8891924f073deb05edf62a45b3a4d7	18474	LOAD_BEARING_REPORT
P4-17	udt_p4_period_gate_2026-07-30/CORRECTION_LAYER.md	e9ec4c3f810e63535277adb4ffd3f9a3484401c7	b1acaaf8e475d64bb4766b150658ded716c5d61b8a92c7a56294898dd56d39d0	7533	PACKAGE_RECORD
P4-17	udt_p4_period_gate_2026-07-30/DECISION_SURFACE_UPDATE.md	a346b61b323a57aabe46a890162daf3c92ec7d65	b59fa8270379231f4477a95cb15785e7399311896c2e256f6ce567491f6597a1	4508	LOAD_BEARING_REPORT
P4-17	udt_p4_period_gate_2026-07-30/DERIVATION_STDOUT.txt	d8b57d6a77a05199aded1a9a06a0601205577e91	3f1960b158fff1e4c4e9b128f71b68d80a9946e955d4fecaa61d05a6b5e513dc	14537	MACHINE_OR_RAW_EVIDENCE
P4-17	udt_p4_period_gate_2026-07-30/EXACT_DERIVATION.md	ca329c0baec0282c22895e68ca5935b6b7dd2bf7	514e46d0985ca75ea8829f64c66d62eb6aefcbac7cc0d13c77672b1f2ed3be6e	19333	LOAD_BEARING_REPORT
P4-17	udt_p4_period_gate_2026-07-30/PERIOD_LEDGER.tsv	befcc73d938e8276d85129be6934a62614456d83	0eb8866602abbbd04a3e2c4d2b20a6cc5d125dcaa101e0b051016f71542735b7	4915	MACHINE_OR_RAW_EVIDENCE
P4-17	udt_p4_period_gate_2026-07-30/PREREGISTRATION.md	a9c477e143a591e813bf265e6d420e4464f6a151	1798a10cae36e0ab96017d3aaaedfff8f23ea98ad717b317314134a054df0c77	9226	PREREGISTRATION
P4-17	udt_p4_period_gate_2026-07-30/VERIFIER_INDEPENDENT_CHECK.py	d43ba8e3b0a03e43e08d026968bfb4c70f932184	98a84a1a6aa6f7234994c131362c6aa03e0985d8ddee315885ddeb5c0dd9ac5d	11996	VERIFIER
P4-17	udt_p4_period_gate_2026-07-30/VERIFIER_REPORT.md	154befcc8ba87fcdb293f037de9e52e5cfa477cd	99be8344e246d5ccae996526016d451110c4cf066c9a7048795a86acb9d5400e	15301	VERIFIER
P4-17	udt_p4_period_gate_2026-07-30/derive_period_gate.py	71ee6ab0be1ef7abef7f4712efd3baed7d020721	ba72e491dca7941cd6b42c60ea27275e46c831384a17fda18de0006044d31200	46041	EXECUTABLE
P4-17	udt_p4_period_gate_2026-07-30/period_gate_results.json	489ab14a0771296e7aab573f41b89a3430daffed	6f60eac326b9d31ac2b633b15ffbcb737755a81585e385c9e4e25a82f43e69ee	16302	MACHINE_OR_RAW_EVIDENCE
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/AUDIT_REPORT.md	d647e8de2ccb014a18f51860caff27876c2f9401	0e1b0e5b2d9f8b4c220ebbdec93126ecbf7052ca01c0fd280d1f34391642cfa7	12426	LOAD_BEARING_REPORT
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/CORRECTION_LAYER.md	a0d9b1c6f4eea39608a12b2fe306211b1edc5d27	275380f9d23bc65dc42bff9644f3076b6d226de3e196132e55a21fbcf0b19f46	10510	PACKAGE_RECORD
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/DERIVATION_STDOUT.txt	b6b8769c412fb77433946cce108a10a44ca6eddc	769e8dbbaa74fa9327cb6ea4b2ebc2debe8aaf5b6f5d36f68ae0ece0acc34363	6160	MACHINE_OR_RAW_EVIDENCE
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/EXACT_DERIVATION.md	fda24c94bf67f6bac02229592e8a6900f1a6a4dc	62c5aa3155b8a68edcc6c961933e978d3a441949ad91ba883c605977c387f269	15896	LOAD_BEARING_REPORT
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/POSED_INVERSE_PROBLEM.md	100da4b1df9e88da4bf9854214cd5d9a22fd88a8	c9c94aa6a5adb8fa08e2a37af5fd1cf1edb3d730eb3357beee900e77433786df	22888	PACKAGE_RECORD
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/PREREGISTRATION.md	46f04471d0208a50ea3f508b6dc309aecedc3435	092391fe58612ecca408cc979ee9aec7ea1c090bf479cfc2ec8e5a1a0bcdf376	12321	PREREGISTRATION
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/SIX_GATE_SPECS.md	216770d89d0c09fe4f166fa6b48ce877ca10b239	d4f01aa2be1858ba269f0c3dabebcb7211e7aa4c3a89fd66eaf1ae1f185a3fd8	10991	PACKAGE_RECORD
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/VARIATION_DOMAIN_CENSUS.tsv	bc3fa8e1cc2227281fcb9483789d45dc39f708e5	05acd848a1ea093f9aded85c91eb2364f0f3d8a8acdc55b42e354b366be8500a	10099	MACHINE_OR_RAW_EVIDENCE
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	9950178890992fc59b888b4239fd7b6b0c78d31d	5654aabca32876e1c4398daaf481506c8f7a90e9046b6be808cf850c18789cf4	14922	VERIFIER
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/VERIFIER_REPORT.md	f4019969a265c6cd2b53fb7c498a5c4680bc193e	7ad98a9996c68004e852449e6fe4a3d6bbe19a5c902a54bb48a128442f014319	14817	VERIFIER
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/derive_routeA_stage1.py	79aa205bad2a656a8745041a5e35f3ea26dcb5e3	054b22cb331e16c748f7e155d242cd959c8a7f7e0126c6066ae91bd08940f969	28319	EXECUTABLE
P4-03	udt_p4_routeA_response_inverse_problem_2026-07-29/routeA_stage1_results.json	cb06839c2c468878067248459d489045ba43fe3e	e56025cb79121d8d99309bc67a5038b053a4779f65c5db88beef6b3e487101f6	14438	MACHINE_OR_RAW_EVIDENCE
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/AUDIT_REPORT.md	57662f66b2aeebefe3573bc0cf1fdbc11661f39e	0b6b2e137108437ac4cc756662d2147ebc091498aefc5fed11d38d66146e6905	14787	LOAD_BEARING_REPORT
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/CORRECTION_LAYER.md	a6be044c415ffae5d27e4b2192890b70bba37948	f3f17804bf6b28ae73e62a9f18afa2cc548877cc973b685b8cd4fd1365ba0a22	11384	PACKAGE_RECORD
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/DERIVATION_STDOUT.txt	fa1f50fff35d3b1c9728402ab8ce1ef15284e990	22905d5ec6e2db3e019015e8a0e62fe042665ab95d10b77a0290a03aad09c88c	22567	MACHINE_OR_RAW_EVIDENCE
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/EXACT_DERIVATION.md	abe91616fb41d9725ec05e32b453c144a33de4a6	d00d3d489c35e442f967add598a78864c0de50a7904d1bcc3f0ad3bfc679f734	23294	LOAD_BEARING_REPORT
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/PREREGISTRATION.md	b89c4061722ecf8f22855b086a7d21e826470aa0	fa8906c6e9b2deafd6b45fb746cfe03e8b6911c6067c95f5140532c1b27f8fa2	9423	PREREGISTRATION
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/SLICE2B_SURFACE.md	b73970afc7bedd539df7559aa53038cf75cacbbf	93c5b68f1e1533e73eba87476c7cd78d63aa680dd5e8d05cd4379addbaa51a74	3974	PACKAGE_RECORD
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/SOLUTION_ATLAS_LEDGER.tsv	8df0144408dac6f2d44f3ffd4d1bec0504457d54	afad41240d024b3d3353d1846a8ee3dcc7e129c6e984d507b42bca36ece8b373	33663	MACHINE_OR_RAW_EVIDENCE
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	fee4f48efa62829da79bac78d82ae2aa8df2e0ab	e76a6e815f4791956c505a596f782af8b6de63574635665a9cefe725b847bc42	19003	VERIFIER
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/VERIFIER_INDEPENDENT_STDOUT.txt	57b34e32c9b5d5189a7d92f63e32b6cfcd2f8d31	8104f398b1498e6a8ca02ce539476468fe1d08b64932e60c5e592abd76b53388	5551	VERIFIER
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/VERIFIER_REPORT.md	24ff532904171e2d088759f409af41f9d05ef1e3	5bcbf095aa899d6f8ec1a861880bff061073d27a3d1dcf35129e6f35e8e9e089	17981	VERIFIER
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/derive_routeA_slice2.py	fd8b2027f356a11bf2235a516936bcaa4c7a46ad	0085bb6aa84451b16454613826ba14c93e0c763358e81dd21fe50e413f9a89a6	57634	EXECUTABLE
P4-07	udt_p4_routeA_slice2_solution_legs_2026-07-29/routeA_slice2_results.json	16d5976ef2cd32e3a5c6863f43589cbcb3147715	1871e1e2f9d1224aef41e1a4c977f8a7f4629d114a1f1a113dd7387d2d062d4c	26547	MACHINE_OR_RAW_EVIDENCE
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/AUDIT_REPORT.md	a673e3fbe04e9fc300bf2c4a5ec9ef92d266a8d2	77ecaf12d7c184742255d8de81907e8cf6657c463096c2bc6e623319017da0aa	16739	LOAD_BEARING_REPORT
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/CORRECTION_LAYER.md	60cf83308c7981de433878697d3b2a1ea3e3f5b7	25da53ed6ef348ec608fb96fe530ecc75760ceeb41593045da03544fdcbdb1f2	14928	PACKAGE_RECORD
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/DERIVATION_STDOUT.txt	507d81e1650aec45bd8bf59894a58548aa28fc8b	9a6b647bb2884966b3ba282da89c10325268298a047f78643fd4bc4048f1a394	33383	MACHINE_OR_RAW_EVIDENCE
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/DIVERGENCE_MAPS.tsv	f1db5dc91d78315b2eccec6478c34fbada367a83	f791e5166419627489d82e66678e66889ffec6a8b2c563a35f361322570e927f	5200	MACHINE_OR_RAW_EVIDENCE
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/EXACT_DERIVATION.md	d4db1b3d1611bc2e01d81cf1ea805a7a11811e6c	07c4e704a4403f22351c6d8c1a638c0b05a7fd921f7a2d65323af93edc1458ec	27994	LOAD_BEARING_REPORT
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/FULL_CELL_ATLAS_LEDGER.tsv	fb39a8bf81576157505e7a3bcb6689b947663151	98e86472ea2c0996d1b9f61095b0a06126f6e63fb75f7b640f1da1b0cbc02c8b	48706	MACHINE_OR_RAW_EVIDENCE
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/NEXT_SURFACE.md	7681dc3811436e1c724c6c218c8ebb105b1ec760	b36dc8743a6641ad0ae96691a0657b93d4c3db149e3b213d3006c5594e0eb8db	2524	PACKAGE_RECORD
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/PREREGISTRATION.md	d823f3dc91e17af6a42787262fca5cba9fefd306	b62362e0d06ceaeab033b096ed340463a1ae0992c9ce9cc6f53e5b02fa873a6b	9160	PREREGISTRATION
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	0f3b76204cdf58f64f17b5b73c3d201af02a31dc	c460c18bd8848cdabdeb3e1371a578ab4bd860c51cf9af47c9537474fd270f77	18692	VERIFIER
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/VERIFIER_INDEPENDENT_STDOUT_2B.txt	4cfe46d4f193c7f162d39c302b8da98159afbcf1	947935c08edb7f6a716635e42204aec9761b57a96dd2bfb6e63332efd9985592	5265	VERIFIER
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/VERIFIER_REPORT.md	7027641a961e344acf366a483bc389a04988fc9f	9c82636d65bb689ddc5599128edd635106ed16f5c497437607375b290a9267ab	20615	VERIFIER
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/derive_routeA_slice2b.py	fdf220a5a241f75ec21c7039807af4573cc96b7e	4073080c11116e3685a374a5c7ca7a190afedd974b59917fe224746379ffb064	84039	EXECUTABLE
P4-08	udt_p4_routeA_slice2b_full_cell_2026-07-29/routeA_slice2b_results.json	bf9b4f70a157002c3ddb8f16557feb5f2defd797	53316696d6782339ea0325ce09b0812ad7d5c98a16b4a8bfd80d03d9493fa69e	38029	MACHINE_OR_RAW_EVIDENCE
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/AUDIT_REPORT.md	2d7c0f61b984faf0b713f218d322f20a0c51aa5c	a494c21bd00ba38cbe38b9411d48563bddcbe81d6562b7ee7505f0a0ac62704e	17246	LOAD_BEARING_REPORT
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/CORRECTION_LAYER.md	641917f90e02a3f810a1ee4a3720240f46e4f8c2	b6375ae56dc02e804c5e0f1ab2f84c3ca8569fa231032779762e833ab30df3c8	20404	PACKAGE_RECORD
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/DERIVATION_STDOUT.txt	de120f40af5faea62505638253a3cdb15b2c8932	83a423c8be4777be514f7af92214c2f98b8046b9a3986c969b5e9956fb4d4e68	24024	MACHINE_OR_RAW_EVIDENCE
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/EXACT_DERIVATION.md	da8ab8d04efc71d65478ec313db9fd4df4b9d12f	de3a6d65431916a35f90058a0ddc0e3877c8d342c230d4f9b2d6d1088ba8957e	33731	LOAD_BEARING_REPORT
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/PREREGISTRATION.md	6364a9638784d4e8da72f610eb48e43797760eca	2673b866b0a2ebd0a77b90de9559e8f3231dc5a8980f6b4624b65b2f073170ae	10141	PREREGISTRATION
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/RESIDUAL_SPACE_LEDGER.tsv	c800b5a8f4c5aec401b179670e33d97f611f4ee9	f6d4c6a277d782caa3c69f5dcea95821c9d8176cad3e2d5e9dc87b5663ea1d06	12929	MACHINE_OR_RAW_EVIDENCE
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/STAGE3_HANDOFF.md	fb6fcbd6ed54bf99c7a662ca0d891c581a7bb798	85dda3b7a59d0c0e75dd3b175b7deaefbd8b02f679916e480b511ca42e2fc269	7989	PACKAGE_RECORD
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/UPSTREAM_PRECISION_FLAG.md	d1cdf9c2cbc70bfc52a8a1070da85eca4a86b9eb	d45e33e5d97ff99577a663efec318fd7edcc4a41a94132463e059d6c209e7d4a	5295	PACKAGE_RECORD
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/VERIFIER_CLOSURE_PROBE.py	05d2bb93c656113b2f87689053c2a3efd6711496	e340b4c98c9223cced842de7d9af234f90a049c78ef8d5b5eaaa4e49345404e1	6424	VERIFIER
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	f3945595038dc1d2c3c57b0076775f4ece445035	dec79aaa5a2e3cbe5b0c8d6b01f12b35552a32344522e9f6475e845105028b7c	17214	VERIFIER
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/VERIFIER_REPORT.md	902f2484a1d65f016868ce4cecd5aded7fd731b6	92b33a577c8ca7465056ff373d432532c382f0d2f0fe466bf5612aa824d2f225	29770	VERIFIER
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/derive_routeA_stage2.py	66bf73e838b14b0fcf880bebdea9eb9fa4d80ba7	1af82b1dfaa38740ea767d6c347ea5855010970f7aae5a93a1cd4cf0147457d4	88816	EXECUTABLE
P4-05	udt_p4_routeA_stage2_pointwise_reduction_2026-07-29/routeA_stage2_results.json	e2d818c8dfeb7b0e3f76843f8736984343a510e5	fb07909a3a668c4a164dd4185680dabda3679423f9b908b993cc01fe834a48b6	47140	MACHINE_OR_RAW_EVIDENCE
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/AUDIT_REPORT.md	c5edc227fba5b6adcc7826ba3ed95a8eaa191324	b33df64a50f1b268f9cfb4208ac5bb5e1272161919cdf7c082c09c80f2ef6a58	14221	LOAD_BEARING_REPORT
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/CORRECTION_LAYER.md	568dbc47232ac474efa881b622de175793ceeec5	e92d989864b1c0b9a7ce7d08b2241f879b23ec7bc8e50e102137831e5aa8aac8	10417	PACKAGE_RECORD
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/DERIVATION_STDOUT.txt	983bc8f82f068f2c47059b89bc57b81d802b64cb	4f497a7181f2fe4d5fdb77c11ad403389b15df9c3d6d7b2ed392a9009fb7b7e6	21213	MACHINE_OR_RAW_EVIDENCE
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/EXACT_DERIVATION.md	693e6344908cb4eecf1d61167eba87bb98b2692f	d0513fe5c9186d2c41bbf3cdf47b347a6bd1d6bc3737af3f9f0d47ead14b7999	23624	LOAD_BEARING_REPORT
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/GATE_CUT_LEDGER.tsv	bd74e534490d784e5365b81e6cf31991c453028a	652535b3b706dfd3cca39217459e1247103f7c8ac15194ce41e8ab0729a1eb8a	50675	MACHINE_OR_RAW_EVIDENCE
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/PREREGISTRATION.md	49863d72ea13eb8e5eacee6fcfe7ca40d4275463	aeaffeb22bd455939ec5769b6c37d8140a15aa62fe9358915fb073e588bf18b0	9947	PREREGISTRATION
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/SLICE2_SURFACE.md	bfa76e097f7e363fb14b886d071ea2daad655628	ea5c3bd3e1df71477b5c224b2c0f96a7c9b7324c8738a5563d32578b140f52e5	6530	PACKAGE_RECORD
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	e3b41713e049e08502ea9de30d2226f22dbc7f04	dff349c86fcc6831fb566c67f9742094e5cf8c57f76f2ce37f58f21c34930254	19886	VERIFIER
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/VERIFIER_INDEPENDENT_STDOUT.txt	ee66ad902b257b0902675d7eb5cfeae6f89da609	e6773ed7063b9433aec73f0e8f4d088c0275b08b18c72ef124ab644728769652	5913	VERIFIER
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/VERIFIER_REPORT.md	28543e64cfd5c6aef03b39d9efaf1dabd92f2b47	95326c0a1aad4580f9ca424f7a116c57ce50724681225e94556e7c41a554a584	17895	VERIFIER
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/derive_routeA_stage3.py	1a1c1a617406f361a2fd73bb6629a4c08547a7f9	8a15e2eb672806f29afb46b50ee8f1dfc12c74e348058e00b850f5ebd3313ffd	74663	EXECUTABLE
P4-06	udt_p4_routeA_stage3_gate_cut_2026-07-29/routeA_stage3_results.json	bc1b9d2a5841d88094f6a20adb53286834ddf82d	a0371b62acbaf3f82683bebd3c859fb35cde4a6ff59a5113229666c1b2eb3ccd	38138	MACHINE_OR_RAW_EVIDENCE
P4-01	udt_p4_routeB_extension_selection_2026-07-28/AUDIT_REPORT.md	ff1bc08bd020bfc3c6bdf3e163905e83544618a2	5253540dc54b23ee4e79c3b4a16bb40b7c8d91c5ac37e57f84a6a8a1cd8a6239	8547	LOAD_BEARING_REPORT
P4-01	udt_p4_routeB_extension_selection_2026-07-28/CORRECTION_LAYER.md	a4b1f8b238f31bdfbcc133c78f2c3f28616e914a	ee8d62f35fe34212b066f3616b65381721c3ca61b6b789477a9e071585b36c16	5402	PACKAGE_RECORD
