claim_id	unit_id	package	unit_kind	source_clause	semantic_premise_id	required_premise_tokens	premise_stack	quantifier_guard	regrade	replacement_sentence	evidence	completeness_limit	falsifier_disposition	source_path	source_start_line	source_end_line	source_anchor_token	source_excerpt_sha256	shared_source_premise_id	source_provenance_class	source_stamp_id	fields_covered_or_dropped	action_terms_covered_or_dropped	equations_covered_or_dropped	domain_covered_or_dropped	boundary_covered_or_dropped	topology_covered_or_dropped	dynamical_character_covered_or_dropped	branches_covered_or_dropped	stability_covered_or_dropped	regime_and_limits
MC-134	P4-24	udt_p4_timelive_stage_T3_2026-07-31	PACKAGE_HEADLINE_CLAUSE	the marriage is kinematic and not an on-shell coexistence result	SEM:3224953987f60ff5	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=UNTWISTED_NATIVE_CENSUS; PROVISIONAL_IF_ADOPTED_MARRIAGE	SCOPE=banked untwisted completion census plus IF-ADOPTED theta layers; epsilon_theta=+1 is provisional label-level marriage and epsilon_theta=-1 is disjointness branch; E0 and ell uncut; twisted mapping-torus class open; winding is kinematic, not dynamics/state quantization/on-shell coexistence; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=proper-period and theta-label normalizations are branch-specific and kinematic; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=twisted mapping-torus census, dynamics, state quantization, or mass cuts; QUANTIFIER=UNTWISTED_NATIVE_CENSUS; PROVISIONAL_IF_ADOPTED_MARRIAGE	UNTWISTED_NATIVE_CENSUS; PROVISIONAL_IF_ADOPTED_MARRIAGE	NARROWED	The evidence supports 'the marriage is kinematic and not an on-shell coexistence result' only within banked untwisted completion census; IF-ADOPTED theta layers; kinematic label grade; it does not establish twisted mapping-torus census, dynamics, state quantization, or mass cuts.	udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	twisted mapping-torus census, dynamics, state quantization, or mass cuts	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	175	202	the marriage's full premise stack	9050cc819c5ceff64d9df11eeadf680c0c8a267e46dee60e1a65103e752f1300	P4-24:driver_conditions	PREREGISTERED_SOURCE_INVENTORY	P4-24:driver_conditions:9050cc819c5c	native time cycles plus IF-ADOPTED theta time dependence	no action selected; no action term is used in this clause set	cycle/period census; kinematic, no dynamics	banked untwisted completion census; IF-ADOPTED theta layers; kinematic label grade	named N=2/seam/completion boundary data carried	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	twisted mapping-torus census, dynamics, state quantization, or mass cuts
MC-135	P4-25	udt_p4_angular_map_2026-07-31	PACKAGE_HEADLINE_CLAUSE	the angular artifact is a MAP	SEM:27ebc0be49981d34	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	SCOPE=cleared angular MAP only; A-L1 through A-L9 retain labels; torus-first sequence is operational; no angular result, field/action selection or solution follows from the map; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=an angular result before A1-A3; QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	RETAINED	Within cleared angular MAP only, the clause is retained: the angular artifact is a MAP; it does not establish an angular result before A1-A3.	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	an angular result before A1-A3	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	1	8	map-only; no compute; nothing launched	bf3e4451d3bbbcf6e981c27b3d10ad1d139be53b29442fe10ac6510a34711516	P4-25:map_only	PREREGISTERED_SOURCE_INVENTORY	P4-25:map_only:bf3e4451d3bb	maps angular fields/modes/mix rows; selects none	no action selected; no action term is used in this clause set	none solved; angular program framed	cleared angular MAP only	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	an angular result before A1-A3
MC-136	P4-25	udt_p4_angular_map_2026-07-31	PACKAGE_HEADLINE_CLAUSE	Charles cleared torus-first sequencing	SEM:9e795d439992209b	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	SCOPE=cleared angular MAP only; A-L1 through A-L9 retain labels; torus-first sequence is operational; no angular result, field/action selection or solution follows from the map; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=torus-first is sequencing only; full-sphere and angular integer questions remain staged, not selected; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=an angular result before A1-A3; QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	RETAINED	Within cleared angular MAP only, the clause is retained: Charles cleared torus-first sequencing; it does not establish an angular result before A1-A3.	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	an angular result before A1-A3	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	164	175	Torus-first	0258adc9a1786d9c11eac506ac20e1d4a23658f26ec75c0c9c8926e4733c2c08	P4-25:torus_first	PREREGISTERED_SOURCE_INVENTORY	P4-25:torus_first:0258adc9a178	maps angular fields/modes/mix rows; selects none	no action selected; no action term is used in this clause set	none solved; angular program framed	cleared angular MAP only	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	an angular result before A1-A3
MC-137	P4-25	udt_p4_angular_map_2026-07-31	PACKAGE_HEADLINE_CLAUSE	no banked negative already covers angular field dependence	SEM:27ebc0be49981d34	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	SCOPE=cleared angular MAP only; A-L1 through A-L9 retain labels; torus-first sequence is operational; no angular result, field/action selection or solution follows from the map; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=an angular result before A1-A3; QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	RETAINED	Within cleared angular MAP only, the clause is retained: no banked negative already covers angular field dependence; it does not establish an angular result before A1-A3.	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	an angular result before A1-A3	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	64	82	THE BANKED KILLS	cdb0556075124ee944752420c89b74a3acff365b07433974d5df43e3e4eceb1c	P4-25:kill_scope	PREREGISTERED_SOURCE_INVENTORY	P4-25:kill_scope:cdb055607512	maps angular fields/modes/mix rows; selects none	no action selected; no action term is used in this clause set	none solved; angular program framed	cleared angular MAP only	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	an angular result before A1-A3
MC-138	P4-25	udt_p4_angular_map_2026-07-31	PACKAGE_HEADLINE_CLAUSE	premise rows A-L1 through A-L9 are explicit	SEM:27ebc0be49981d34	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	SCOPE=cleared angular MAP only; A-L1 through A-L9 retain labels; torus-first sequence is operational; no angular result, field/action selection or solution follows from the map; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=an angular result before A1-A3; QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	RETAINED	Within cleared angular MAP only, the clause is retained: premise rows A-L1 through A-L9 are explicit; it does not establish an angular result before A1-A3.	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	an angular result before A1-A3	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	88	125	A-L1. The angular-extended presentation	83447c22fd21e0c61782b1eb93e4146f7561d3e786eb33581736ff37b95aafab	P4-25:premise_rows	PREREGISTERED_SOURCE_INVENTORY	P4-25:premise_rows:83447c22fd21	maps angular fields/modes/mix rows; selects none	no action selected; no action term is used in this clause set	none solved; angular program framed	cleared angular MAP only	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	an angular result before A1-A3
MC-139	P4-25	udt_p4_angular_map_2026-07-31	PACKAGE_HEADLINE_CLAUSE	A3 is posed as the line-branch integer census	SEM:edcadce3b5bae2b8	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	SCOPE=cleared angular MAP only; A-L1 through A-L9 retain labels; torus-first sequence is operational; no angular result, field/action selection or solution follows from the map; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=angular map carries torus-first staging and all named premise forks without launching or selecting a branch; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=torus-first is sequencing only; full-sphere and angular integer questions remain staged, not selected; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=an angular result before A1-A3; QUANTIFIER=MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	MAP_AND_OWNER_TORUS_FIRST_SEQUENCE	RETAINED	Within cleared angular MAP only, the clause is retained: A3 is posed as the line-branch integer census; it does not establish an angular result before A1-A3.	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	an angular result before A1-A3	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_map_2026-07-31/ANGULAR_MAP.md	131	149	THE WINDING/CYCLE CENSUS ANGULAR-LIVE	354a5aa739c47d245db4f3dd6f5966949305d23e914c9107809b5af05d2d9e3f	P4-25:a3_pose	PREREGISTERED_SOURCE_INVENTORY	P4-25:a3_pose:354a5aa739c4	maps angular fields/modes/mix rows; selects none	no action selected; no action term is used in this clause set	none solved; angular program framed	cleared angular MAP only	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	an angular result before A1-A3
MC-140	P4-26	udt_p4_angular_stage_A1_2026-07-31	PACKAGE_HEADLINE_CLAUSE	A1 re-poses the problem angular-live	SEM:893250f70c09570f	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	SCOPE=angular-live posing on covariant metric rows; registered chart; coordinate-pin and projected spatial readings both carried; angular mixed rows permitted but not forced; no KK ansatz; K4 and amended zeta-slack semidirect residual group; C-1/C-2 are recovery controls; no response or on-shell solution; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=a selected reading, KK ansatz, response law, or on-shell solution; QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	NARROWED	The evidence supports 'A1 re-poses the problem angular-live' only within angular-live posing on covariant metric rows, registered chart, both spatial readings; it does not establish a selected reading, KK ansatz, response law, or on-shell solution.	udt_p4_angular_stage_A1_2026-07-31/AUDIT_REPORT.md	a selected reading, KK ansatz, response law, or on-shell solution	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_stage_A1_2026-07-31/EXACT_DERIVATION.md	20	60	The x-angular mixed row	377bbe718bc182978a6286ecb69fcd2f3d9912ffca6d6aedd3c45f7b44ee9084	P4-26:metric_opening	PREREGISTERED_SOURCE_INVENTORY	P4-26:metric_opening:377bbe718bc1	angular-live covariant metric rows including N_i and m_y,m_z	no action selected; no action term is used in this clause set	metric transformation/posing identities, not response solve	angular-live posing on covariant metric rows, registered chart, both spatial readings	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	a selected reading, KK ansatz, response law, or on-shell solution
MC-141	P4-26	udt_p4_angular_stage_A1_2026-07-31	PACKAGE_HEADLINE_CLAUSE	the covariant metric block is opened natively	SEM:86c4710b84e0e084	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	SCOPE=angular-live posing on covariant metric rows; registered chart; coordinate-pin and projected spatial readings both carried; angular mixed rows permitted but not forced; no KK ansatz; K4 and amended zeta-slack semidirect residual group; C-1/C-2 are recovery controls; no response or on-shell solution; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=coordinate-pin and projected spatial readings both carried; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=N=2 angular wall postures are typed and carried; none selected at posing grade; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=a selected reading, KK ansatz, response law, or on-shell solution; QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	NARROWED	The evidence supports 'the covariant metric block is opened natively' only within angular-live posing on covariant metric rows, registered chart, both spatial readings; it does not establish a selected reading, KK ansatz, response law, or on-shell solution.	udt_p4_angular_stage_A1_2026-07-31/AUDIT_REPORT.md	a selected reading, KK ansatz, response law, or on-shell solution	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_stage_A1_2026-07-31/EXACT_DERIVATION.md	20	60	The x-angular mixed row	377bbe718bc182978a6286ecb69fcd2f3d9912ffca6d6aedd3c45f7b44ee9084	P4-26:metric_opening	PREREGISTERED_SOURCE_INVENTORY	P4-26:metric_opening:377bbe718bc1	angular-live covariant metric rows including N_i and m_y,m_z	no action selected; no action term is used in this clause set	metric transformation/posing identities, not response solve	angular-live posing on covariant metric rows, registered chart, both spatial readings	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	a selected reading, KK ansatz, response law, or on-shell solution
MC-142	P4-26	udt_p4_angular_stage_A1_2026-07-31	PACKAGE_HEADLINE_CLAUSE	angular mixed rows are permitted rather than forced	SEM:893250f70c09570f	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	SCOPE=angular-live posing on covariant metric rows; registered chart; coordinate-pin and projected spatial readings both carried; angular mixed rows permitted but not forced; no KK ansatz; K4 and amended zeta-slack semidirect residual group; C-1/C-2 are recovery controls; no response or on-shell solution; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=a selected reading, KK ansatz, response law, or on-shell solution; QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	NARROWED	The evidence supports 'angular mixed rows are permitted rather than forced' only within angular-live posing on covariant metric rows, registered chart, both spatial readings; it does not establish a selected reading, KK ansatz, response law, or on-shell solution.	udt_p4_angular_stage_A1_2026-07-31/AUDIT_REPORT.md	a selected reading, KK ansatz, response law, or on-shell solution	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_stage_A1_2026-07-31/EXACT_DERIVATION.md	20	60	The x-angular mixed row	377bbe718bc182978a6286ecb69fcd2f3d9912ffca6d6aedd3c45f7b44ee9084	P4-26:metric_opening	PREREGISTERED_SOURCE_INVENTORY	P4-26:metric_opening:377bbe718bc1	angular-live covariant metric rows including N_i and m_y,m_z	no action selected; no action term is used in this clause set	metric transformation/posing identities, not response solve	angular-live posing on covariant metric rows, registered chart, both spatial readings	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	a selected reading, KK ansatz, response law, or on-shell solution
MC-143	P4-26	udt_p4_angular_stage_A1_2026-07-31	PACKAGE_HEADLINE_CLAUSE	the opening is not a Kaluza-Klein ansatz	SEM:d262f9ef03c3f51b	SCOPE=||SIGN=||POSITIVITY=||NORMALIZATION=||BRANCH=||BOUNDARY_GERM=||PAIRING=||POSTURE=||TOPOLOGY=||ACTION_FIELD_ADOPTION_STATUS=||QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	SCOPE=angular-live posing on covariant metric rows; registered chart; coordinate-pin and projected spatial readings both carried; angular mixed rows permitted but not forced; no KK ansatz; K4 and amended zeta-slack semidirect residual group; C-1/C-2 are recovery controls; no response or on-shell solution; SIGN=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSITIVITY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; NORMALIZATION=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BRANCH=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; BOUNDARY_GERM=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; PAIRING=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; POSTURE=N=2 angular wall postures are typed and carried; none selected at posing grade; TOPOLOGY=NOT_LOAD_BEARING_FOR_THIS_CLAUSE; ACTION_FIELD_ADOPTION_STATUS=all DERIVED/CHOSE/OPEN/CONDITIONAL/POSIT labels retained; no action, field, carrier, mass, coupling, dynamics or physics adopted; excluded=a selected reading, KK ansatz, response law, or on-shell solution; QUANTIFIER=POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	POSED_DOMAIN; RESIDUAL_GROUP_WITH_AMENDMENTS	NARROWED	The evidence supports 'the opening is not a Kaluza-Klein ansatz' only within angular-live posing on covariant metric rows, registered chart, both spatial readings; it does not establish a selected reading, KK ansatz, response law, or on-shell solution.	udt_p4_angular_stage_A1_2026-07-31/AUDIT_REPORT.md	a selected reading, KK ansatz, response law, or on-shell solution	NO_F1_F2_F10; scope controlled under F3-F9	udt_p4_angular_stage_A1_2026-07-31/EXACT_DERIVATION.md	20	60	The x-angular mixed row	377bbe718bc182978a6286ecb69fcd2f3d9912ffca6d6aedd3c45f7b44ee9084	P4-26:metric_opening	PREREGISTERED_SOURCE_INVENTORY	P4-26:metric_opening:377bbe718bc1	angular-live covariant metric rows including N_i and m_y,m_z	no action selected; no action term is used in this clause set	metric transformation/posing identities, not response solve	angular-live posing on covariant metric rows, registered chart, both spatial readings	boundary/corner realization not adjudicated	named registered completion/topology branches carried; exotic/unregistered classes open	off-shell/pointwise or kinematic; no physical time evolution or on-shell dynamics	declared census/pairing/posture/reading branches carried; no branch adopted	stability not tested in this unit	a selected reading, KK ansatz, response law, or on-shell solution
