basis_count	alpha_index	log10_alpha	alpha	lambda	raw_chi2	edf	gcv
32	73	6.25	1778279.410038923	17238.02766965798	9120.411908289392	3.001889757231081	3.824072096031972
32	74	6.5	3162277.6601683795	30654.029674634017	9127.958270003	3.001063219096898	3.8272335396296326
32	75	6.75	5623413.251903491	54511.429805123815	9132.208021949129	3.0005980599568747	3.829013913338148
32	76	7.0	10000000.0	96936.55323423372	9134.599771723217	3.000336366958191	3.830015902913968
32	77	7.25	17782794.100389227	172380.27669657976	9135.945365050775	3.000189169847065	3.830579620020453
32	78	7.5	31622776.60168379	306540.2967463401	9136.702241916186	3.0001063833379167	3.830896702743493
32	79	7.75	56234132.51903491	545114.2980512381	9137.12792646222	3.000059825428268	3.8310750371781164
32	80	8.0	100000000.0	969365.5323423372	9137.367325895459	3.0000336428422343	3.831175330133787
32	81	8.25	177827941.00389227	1723802.7669657976	9137.501956232145	3.0000189189286037	3.8312317315796083
32	82	8.5	316227766.01683795	3065402.9674634016	9137.577666376506	3.000010638948547	3.8312634492568436
32	83	8.75	562341325.1903491	5451142.9805123815	9137.620241933684	3.0000059827372367	3.831281285674736
32	84	9.0	1000000000.0	9693655.323423373	9137.644184123184	3.0000033643457025	3.8312913159109616
32	85	9.25	1778279410.0389228	17238027.66965798	9137.657647867178	3.000001891912302	3.8312969563530155
32	86	9.5	3162277660.1683793	30654029.674634017	9137.665219106237	3.000001063901003	3.831300128214807
32	87	9.75	5623413251.903491	54511429.80512381	9137.669476732997	3.0000005982756677	3.8313019118863485
32	88	10.0	10000000000.0	96936553.23423372	9137.671870974405	3.000000336435185	3.831302914919376
32	89	10.25	17782794100.38923	172380276.69657978	9137.673217355907	3.0000001891914247	3.831303478966555
32	90	10.5	31622776601.683792	306540296.74634016	9137.673974482055	3.0000001063901616	3.831303796153673
32	91	10.75	56234132519.034904	545114298.0512381	9137.674400245458	3.0000000598275864	3.831303974521132
32	92	11.0	100000000000.0	969365532.3423373	9137.674639669813	3.000000033643525	3.8313040748245246
32	93	11.25	177827941003.89227	1723802766.9657977	9137.674774308041	3.0000000189191445	3.8313041312292757
32	94	11.5	316227766016.83795	3065402967.463402	9137.674850020674	3.000000010639017	3.831304162947994
32	95	11.75	562341325190.3491	5451142980.512382	9137.674892597019	3.0000000059827587	3.8313041807847417
32	96	12.0	1000000000000.0	9693655323.423372	9137.674916539447	3.0000000033643524	3.831304190815078
48	0	-12.0	1e-12	2.0251660872337086e-15	2075.012973797625	48.99999999370277	0.9045375722289954
48	1	-11.75	1.7782794100389228e-12	3.601311154836793e-15	2075.012973797626	48.99999998880175	0.9045375722252104
48	2	-11.5	3.1622776601683794e-12	6.4041374757897646e-15	2075.012973797627	48.9999999800864	0.9045375722184787
48	3	-11.25	5.6234132519034904e-12	1.1388345812255578e-14	2075.0129737976276	48.99999996458804	0.904537572206507
48	4	-11.0	1e-11	2.0251660872337087e-14	2075.012973797626	48.999999937027646	0.9045375721852174
48	5	-10.75	1.7782794100389227e-11	3.601311154836793e-14	2075.0129737976285	48.99999988801756	0.9045375721473609
48	6	-10.5	3.1622776601683794e-11	6.404137475789764e-14	2075.0129737976267	48.99999980086395	0.9045375720800382
48	7	-10.25	5.6234132519034906e-11	1.1388345812255578e-13	2075.012973797626	48.99999964588049	0.9045375719603211
48	8	-10.0	1e-10	2.0251660872337087e-13	2075.0129737976276	48.99999937027671	0.9045375717474321
48	9	-9.75	1.778279410038923e-10	3.6013111548367933e-13	2075.0129737976263	48.99999888017643	0.9045375713688542
48	10	-9.5	3.1622776601683795e-10	6.404137475789765e-13	2075.0129737976276	48.99999800864206	0.9045375706956391
48	11	-9.25	5.623413251903491e-10	1.138834581225558e-12	2075.012973797635	48.99999645881315	0.9045375694984789
48	12	-9.0	1e-09	2.025166087233709e-12	2075.012973797656	48.999993702792906	0.9045375673696032
48	13	-8.75	1.7782794100389228e-09	3.6013111548367932e-12	2075.012973797726	48.99998880184603	0.904537563583903
48	14	-8.5	3.1622776601683795e-09	6.404137475789764e-12	2075.0129737979487	48.999980086678995	0.9045375568519797
48	15	-8.25	5.623413251903491e-09	1.1388345812255578e-11	2075.0129737986413	48.99996458894854	0.9045375448810784
48	16	-8.0	1e-08	2.0251660872337087e-11	2075.01297380084	48.99993703051252	0.904537523594557
48	17	-7.75	1.7782794100389228e-08	3.601311154836793e-11	2075.012973807791	48.99988802662927	0.9045374857445992
48	18	-7.5	3.162277660168379e-08	6.404137475789764e-11	2075.0129738297665	48.999800892620485	0.9045374184476296
48	19	-7.25	5.6234132519034905e-08	1.1388345812255577e-10	2075.012973899231	48.99964597115707	0.9045372988090506
48	20	-7.0	1e-07	2.0251660872337086e-10	2075.012974118782	48.999370563327886	0.9045370861664375
48	21	-6.75	1.7782794100389227e-07	3.6013111548367926e-10	2075.0129748123713	48.99888108242977	0.9045367083702656
48	22	-6.5	3.162277660168379e-07	6.404137475789764e-10	2075.0129770018193	48.99801150497056	0.9045360376219372
48	23	-6.25	5.62341325190349e-07	1.1388345812255576e-09	2075.012983903759	48.9964678546372	0.9045348482439451
48	24	-6.0	1e-06	2.0251660872337084e-09	2075.013005608257	48.99373131832581	0.9045327438843023
48	25	-5.75	1.778279410038923e-06	3.6013111548367933e-09	2075.0130735687308	48.98889168110144	0.9045290351787518
48	26	-5.5	3.162277660168379e-06	6.404137475789764e-09	2075.0132847524164	48.98036870431607	0.9045225438020978
48	27	-5.25	5.623413251903491e-06	1.138834581225558e-08	2075.0139323025087	48.96546944808248	0.9045113175577169
48	28	-5.0	1e-05	2.025166087233709e-08	2075.015872472063	48.939753323224686	0.9044923000771777
48	29	-4.75	1.778279410038923e-05	3.601311154836793e-08	2075.021460933162	48.89631120313908	0.9044611826395289
48	30	-4.5	3.1622776601683795e-05	6.404137475789765e-08	2075.0365434955293	48.8254401557342	0.9044130217088415
48	31	-4.25	5.623413251903491e-05	1.1388345812255578e-07	2075.073291019735	48.71578156990869	0.9043443550426338
48	32	-4.0	0.0001	2.0251660872337087e-07	2075.150435131317	48.55783605917442	0.9042560193058258
48	33	-3.75	0.00017782794100389227	3.6013111548367927e-07	2075.2838369906067	48.34769744885106	0.9041519209928781
48	34	-3.5	0.00031622776601683794	6.404137475789764e-07	2075.469886209766	48.0840460850114	0.9040294806591684
48	35	-3.25	0.0005623413251903491	1.1388345812255579e-06	2075.6863522375734	47.7549669345642	0.9038698408646204
48	36	-3.0	0.001	2.0251660872337087e-06	2075.9236347591996	47.32504276684047	0.9036415473444781
48	37	-2.75	0.0017782794100389228	3.601311154836793e-06	2076.216618970483	46.736560344147456	0.9033153913678896
48	38	-2.5	0.0031622776601683794	6.404137475789764e-06	2076.644314911732	45.92486364182254	0.9028761258172724
48	39	-2.25	0.005623413251903491	1.1388345812255579e-05	2077.297542533479	44.83433790931585	0.9023207297916128
48	40	-2.0	0.01	2.0251660872337086e-05	2078.2597020594076	43.42074676142476	0.9016518273269911
48	41	-1.75	0.01778279410038923	3.601311154836794e-05	2079.660752887341	41.64443712123457	0.9008958204336557
48	42	-1.5	0.03162277660168379	6.404137475789764e-05	2081.7793348421474	39.47748134835076	0.900152278754065
48	43	-1.25	0.05623413251903491	0.0001138834581225558	2085.046394660866	36.93329998722691	0.8996172433646353
48	44	-1.0	0.1	0.0002025166087233709	2089.791198559383	34.09201767694819	0.899491818195214
48	45	-0.75	0.1778279410038923	0.00036013111548367934	2095.852898458023	31.087925837711573	0.8998056775297361
48	46	-0.5	0.31622776601683794	0.0006404137475789764	2102.528197339815	28.066086610229707	0.9003642741071827
48	47	-0.25	0.5623413251903491	0.0011388345812255577	2108.9978683309	25.14556567209284	0.9009064100404296
48	48	0.0	1.0	0.0020251660872337087	2114.7875663830673	22.406575385091003	0.9012915219148147
48	49	0.25	1.7782794100389228	0.003601311154836793	2119.921192883412	19.893552594894555	0.9015653037269825
48	50	0.5	3.1622776601683795	0.006404137475789764	2124.7937426921635	17.62441936706857	0.9019104430144841
48	51	0.75	5.623413251903491	0.011388345812255578	2129.9254542351364	15.599928657774267	0.9025482936744452
48	52	1.0	10.0	0.020251660872337086	2135.8255186298147	13.809943467095176	0.903685964717726
48	53	1.25	17.78279410038923	0.036013111548367935	2143.1298105305586	12.237397256640628	0.9055779702270655
48	54	1.5	31.622776601683793	0.06404137475789765	2152.881089065884	10.861450065260733	0.9086468851057299
48	55	1.75	56.23413251903491	0.11388345812255578	2166.8389298517927	9.659820815284863	0.9136152209914218
48	56	2.0	100.0	0.20251660872337088	2187.884784633112	8.610669264906356	0.9216765823408833
48	57	2.25	177.82794100389228	0.3601311154836793	2220.579205789297	7.694322535266425	0.9347303618056673
48	58	2.5	316.22776601683796	0.6404137475789765	2271.81767748739	6.8943029994911305	0.9556569876054728
48	59	2.75	562.341325190349	1.1388345812255578	2351.290900296579	6.197315364697772	0.988509927793358
48	60	3.0	1000.0	2.0251660872337087	2472.8446437745015	5.591847012566541	1.0390848439597111
48	61	3.25	1778.2794100389228	3.601311154836793	2660.553710953996	5.066473391981335	1.1174675673384262
48	62	3.5	3162.2776601683795	6.4041374757897644	2960.1202737718354	4.61047178145874	1.242814364713178
48	63	3.75	5623.413251903491	11.38834581225558	3443.903750030716	4.216186083664972	1.4454544598716939
48	64	4.0	10000.0	20.251660872337087	4180.672680735892	3.8806426640971616	1.7541934034768487
48	65	4.25	17782.794100389227	36.01311154836793	5154.104117942814	3.6058406778754835	2.1621434755970954
48	66	4.5	31622.776601683792	64.04137475789764	6214.62650489449	3.3949497298243	2.6065714337222827
48	67	4.75	56234.13251903491	113.88345812255578	7165.954827500424	3.245447233271712	3.005206217169809
48	68	5.0	100000.0	202.51660872337087	7892.410492926438	3.1470560016287132	3.3095891714469365
48	69	5.25	177827.94100389228	360.1311154836793	8386.221642890572	3.0859303453221614	3.5164830115332344
48	70	5.5	316227.7660168379	640.4137475789763	8697.17615980013	3.0494239278291806	3.6467599376771385
48	71	5.75	562341.3251903491	1138.834581225558	8883.94845936277	3.028156907233284	3.725007942547233
48	72	6.0	1000000.0	2025.1660872337086	8993.025615210436	3.0159517210433084	3.7707050603653856
48	73	6.25	1778279.410038923	3601.3111548367933	9055.697959966408	3.009008133862538	3.7969610016240214
48	74	6.5	3162277.6601683795	6404.137475789765	9091.372972592191	3.0050777021209667	3.8119066192770417
48	75	6.75	5623413.251903491	11388.345812255578	9111.572862541552	3.002859231454914	3.820369099138829
48	76	7.0	10000000.0	20251.66087233709	9122.976175648195	3.0016090781459925	3.8251463613522483
48	77	7.25	17782794.100389227	36013.11154836793	9129.402728055327	3.000905235631058	3.827838675523669
48	78	7.5	31622776.60168379	64041.37475789764	9133.021081176823	3.0005091730899154	3.829354533232542
48	79	7.75	56234132.51903491	113883.45812255578	9135.057235680588	3.000286367567893	3.83020755106042
48	80	8.0	100000000.0	202516.60872337085	9136.202694140537	3.0001610484947787	3.8306874244426026
48	81	8.25	177827941.00389227	360131.1154836793	9136.846973435056	3.0000905680752807	3.830957335984741
48	82	8.5	316227766.01683795	640413.7475789764	9137.20932280046	3.0000509313894614	3.831109137031952
48	83	8.75	562341325.1903491	1138834.581225558	9137.413100894624	3.0000286412102226	3.831194506927039
48	84	9.0	1000000000.0	2025166.0872337087	9137.527698188374	3.000016106257919	3.8312425158106524
48	85	9.25	1778279410.0389228	3601311.154836793	9137.592142389767	3.0000090572529414	3.8312695137792616
48	86	9.5	3162277660.1683793	6404137.475789764	9137.628382472418	3.000005093279803	3.8312846960390807
48	87	9.75	5623413251.903491	11388345.812255578	9137.648761909264	3.0000028641655656	3.831293233710128
48	88	10.0	10000000000.0	20251660.872337088	9137.660222153296	3.000001610639878	3.8312980348140186
48	89	10.25	17782794100.38923	36013111.54836793	9137.666666736179	3.0000009057297485	3.8313007346790338
48	90	10.5	31622776601.683792	64041374.75789764	9137.670290795928	3.000000509329389	3.8313022529265752
48	91	10.75	56234132519.034904	113883458.12255578	9137.672328755878	3.000000286417002	3.8313031067004926
48	92	11.0	100000000000.0	202516608.72337088	9137.673474785435	3.0000001610641287	3.8313035868130396
48	93	11.25	177827941003.89227	360131115.4836793	9137.674119245343	3.0000000905730193	3.831303856800219
48	94	11.5	316227766016.83795	640413747.5789765	9137.674481651835	3.000000050932953	3.8313040086251897
48	95	11.75	562341325190.3491	1138834581.2255578	9137.674685447988	3.0000000286417046	3.8313040940026477
48	96	12.0	1000000000000.0	2025166087.2337086	9137.674800051002	3.0000000161064144	3.831304142013926
64	0	-12.0	1e-12	6.649563171769241e-16	2054.4885374547566	64.99999999510379	0.9079540661204054
64	1	-11.75	1.7782794100389228e-12	1.1824781274110354e-15	2054.488537454757	64.99999999129315	0.9079540661174306
64	2	-11.5	3.1622776601683794e-12	2.1027765067964265e-15	2054.488537454762	64.99999998451682	0.9079540661121427
64	3	-11.25	5.6234132519034904e-12	3.7393241659496554e-15	2054.4885374547603	64.99999997246657	0.907954066102734
64	4	-11.0	1e-11	6.649563171769241e-15	2054.488537454759	64.99999995103788	0.907954066086004
64	5	-10.75	1.7782794100389227e-11	1.1824781274110354e-14	2054.4885374547607	64.99999991293168	0.9079540660562555
64	6	-10.5	3.1622776601683794e-11	2.1027765067964262e-14	2054.4885374547603	64.99999984516819	0.9079540660033522
64	7	-10.25	5.6234132519034906e-11	3.739324165949656e-14	2054.488537454763	64.9999997246658	0.9079540659092773
64	8	-10.0	1e-10	6.649563171769242e-14	2054.488537454761	64.99999951037891	0.9079540657419827
64	9	-9.75	1.778279410038923e-10	1.1824781274110356e-13	2054.4885374547607	64.99999912931699	0.9079540654444875
64	10	-9.5	3.1622776601683795e-10	2.1027765067964264e-13	2054.4885374547625	64.99999845168277	0.9079540649154592
64	11	-9.25	5.623413251903491e-10	3.7393241659496563e-13	2054.488537454765	64.99999724666066	0.9079540639746997
64	12	-9.0	1e-09	6.649563171769241e-13	2054.4885374547775	64.99999510379743	0.907954062301772
64	13	-8.75	1.7782794100389228e-09	1.1824781274110355e-12	2054.4885374548044	64.99999129319676	0.9079540593268478
64	14	-8.5	3.1622776601683795e-09	2.1027765067964266e-12	2054.4885374549067	64.99998451691212	0.9079540540366482
64	15	-8.25	5.623413251903491e-09	3.739324165949656e-12	2054.4885374552023	64.99997246687346	0.907954044629314
64	16	-8.0	1e-08	6.649563171769242e-12	2054.4885374561554	64.99995103881861	0.9079540279008546
64	17	-7.75	1.7782794100389228e-08	1.1824781274110355e-11	2054.488537459161	64.99991293463768	0.9079539981542525
64	18	-7.5	3.162277660168379e-08	2.102776506796426e-11	2054.4885374686805	64.99984517756462	0.9079539452605226
64	19	-7.25	5.6234132519034905e-08	3.739324165949656e-11	2054.488537498767	64.99972469543317	0.9079538512134484
64	20	-7.0	1e-07	6.649563171769241e-11	2054.4885375938907	64.99951047260302	0.9079536840118124
64	21	-6.75	1.7782794100389227e-07	1.1824781274110353e-10	2054.4885378945382	64.99912961326422	0.9079533868080656
64	22	-6.5	3.162277660168379e-07	2.1027765067964263e-10	2054.488538844418	64.99845261926833	0.9079528586994831
64	23	-6.25	5.62341325190349e-07	3.7393241659496555e-10	2054.48854184334	64.99724962013273	0.9079519208460259
64	24	-6.0	1e-06	6.649563171769241e-10	2054.4885512996334	64.99511314499773	0.9079502570872281
64	25	-5.75	1.778279410038923e-06	1.1824781274110355e-09	2054.4885810512887	64.9913226939153	0.9079473110562962
64	26	-5.5	3.162277660168379e-06	2.1027765067964263e-09	2054.4886742894614	64.98460984121601	0.9079421116184503
64	27	-5.25	5.623413251903491e-06	3.739324165949656e-09	2054.4889644684345	64.9727587991701	0.9079329880017706
64	28	-5.0	1e-05	6.649563171769242e-09	2054.4898566763773	64.95195125726629	0.9079171386229544
64	29	-4.75	1.778279410038923e-05	1.1824781274110355e-08	2054.492542889406	64.91576178921134	0.9078900749486603
64	30	-4.5	3.1622776601683795e-05	2.1027765067964265e-08	2054.5003472019916	64.85380896980655	0.907845164055956
64	31	-4.25	5.623413251903491e-05	3.739324165949656e-08	2054.5217347254847	64.75041844461086	0.9077739171150536
64	32	-4.0	0.0001	6.649563171769242e-08	2054.5752818616024	64.58431950188948	0.9076679531902018
64	33	-3.75	0.00017782794100389227	1.1824781274110354e-07	2054.693307390223	64.33065462142046	0.9075221769893277
64	34	-3.5	0.00031622776601683794	2.1027765067964264e-07	2054.9160772343357	63.964451303292066	0.9073349302884919
64	35	-3.25	0.0005623413251903491	3.739324165949656e-07	2055.278174466197	63.46065668447391	0.9071020009883166
64	36	-3.0	0.001	6.649563171769241e-07	2055.8126642084067	62.7877456232521	0.9068134888313371
64	37	-2.75	0.0017782794100389228	1.1824781274110355e-06	2056.5828585571157	61.901044733488675	0.9064626344625929
64	38	-2.5	0.0031622776601683794	2.1027765067964262e-06	2057.7020647452573	60.742240452371455	0.9060541290298926
64	39	-2.25	0.005623413251903491	3.739324165949656e-06	2059.3036921393605	59.242176194461415	0.9055930669664328
64	40	-2.0	0.01	6.649563171769242e-06	2061.472335658497	57.32242123697941	0.9050558499892721
64	41	-1.75	0.01778279410038923	1.1824781274110355e-05	2064.1911742480343	54.90407801177186	0.9043741710041479
64	42	-1.5	0.03162277660168379	2.1027765067964263e-05	2067.376645812185	51.93941722297569	0.9034752112700182
64	43	-1.25	0.05623413251903491	3.7393241659496565e-05	2071.0091813391646	48.45734704189291	0.9023740255691038
64	44	-1.0	0.1	6.649563171769242e-05	2075.2338250349876	44.58462486440853	0.9012324531395142
64	45	-0.75	0.1778279410038923	0.00011824781274110355	2080.331947679108	40.51651470014226	0.9003218836003124
64	46	-0.5	0.31622776601683794	0.00021027765067964263	2086.5279950237073	36.45570757891755	0.8998913204287533
64	47	-0.25	0.5623413251903491	0.0003739324165949656	2093.6656372245416	32.56170176652323	0.899990373051549
64	48	0.0	1.0	0.0006649563171769241	2101.114175112639	28.933770798390935	0.9004199065819221
64	49	0.25	1.7782794100389228	0.0011824781274110353	2108.1313417752217	25.620753868375058	0.9008981127637091
64	50	0.5	3.1622776601683795	0.0021027765067964267	2114.306806662237	22.637885068356077	0.9012626497390426
64	51	0.75	5.623413251903491	0.0037393241659496564	2119.7172103577045	19.979468673852487	0.901543886505633
64	52	1.0	10.0	0.006649563171769241	2124.7972196997744	17.627874942523214	0.9019145452267712
64	53	1.25	17.78279410038923	0.011824781274110355	2130.0935539708153	15.5598209890135	0.9025890453775052
64	54	1.5	31.622776601683793	0.021027765067964263	2136.1409551857005	13.74946783284999	0.9037734440943274
64	55	1.75	56.23413251903491	0.03739324165949656	2143.612486182452	12.169825689674571	0.905730467056395
64	56	2.0	100.0	0.06649563171769242	2153.60106231681	10.79398499875779	0.9088992313912708
64	57	2.25	177.82794100389228	0.11824781274110355	2167.9341412599347	9.596064753270442	0.91402805695802
64	58	2.5	316.22776601683796	0.21027765067964266	2189.588676232945	8.552196459470299	0.9223490937361928
64	59	2.75	562.341325190349	0.37393241659496557	2223.2609909834637	7.641649974662198	0.9358178673756643
64	60	3.0	1000.0	0.6649563171769242	2276.0189216961157	6.847446518146678	0.9573866394648389
64	61	3.25	1778.2794100389228	1.1824781274110354	2357.7565560956727	6.156047749450471	0.9911938600218099
64	62	3.5	3162.2776601683795	2.1027765067964266	2482.7296316160837	5.555746665512849	1.0432069223021376
64	63	3.75	5623.413251903491	3.739324165949656	2676.052139936347	5.034975556345042	1.1239474357281516
64	64	4.0	10000.0	6.649563171769241	2985.2061089082563	4.583061357586182	1.2533179275150488
64	65	4.25	17782.794100389227	11.824781274110354	3483.832084749961	4.192571754638809	1.462184005895122
64	66	4.5	31622.776601683792	21.027765067964264	4237.9965952701905	3.8608474940822415	1.7782167951059742
64	67	4.75	56234.13251903491	37.39324165949656	5222.936969802373	3.5901274620112154	2.190989973028495
64	68	5.0	100000.0	66.49563171769242	6281.980289918303	3.3834013595712786	2.6347958255321755
64	69	5.25	177827.94100389228	118.24781274110354	7220.858331897245	3.2376125828503377	3.0282113788192606
64	70	5.5	316227.7660168379	210.27765067964262	7931.402347139416	3.1420814846375746	3.3259260876702355
64	71	5.75	562341.3251903491	373.9324165949656	8411.45566340873	3.082917078541137	3.527055156963582
64	72	6.0	1000000.0	664.9563171769241	8712.582510298784	3.0476533058896558	3.653214463036989
64	73	6.25	1778279.410038923	1182.4781274110355	8893.031981893168	3.0271355567882945	3.728813441512648
64	74	6.5	3162277.6601683795	2102.7765067964265	8998.273295187219	3.0153689587294656	3.7729035299193794
64	75	6.75	5623413.251903491	3739.324165949656	9058.694388178614	3.0086777057429788	3.7982163220259246
64	76	7.0	10000000.0	6649.563171769241	9093.072592483066	3.0048910194560747	3.8126186539613314
64	77	7.25	17782794.100389227	11824.781274110353	9112.533289826328	3.0027539753585124	3.82077145752851
64	78	7.5	31622776.60168379	21027.76506796426	9123.517745086223	3.001549800459262	3.8253732445237456
64	79	7.75	56234132.51903491	37393.24165949656	9129.707744779353	3.0008718735040865	3.82796645807145
64	80	8.0	100000000.0	66495.6317176924	9133.192753507607	3.0004904033748905	3.8294264529638333
64	81	8.25	177827941.00389227	118247.81274110354	9135.153821231455	3.000275809792911	3.830248014224111
64	82	8.5	316227766.01683795	210277.65067964265	9136.257023090777	3.0001551105394535	3.830710184793043
64	83	8.75	562341325.1903491	373932.4165949656	9136.87752956323	3.000087228638595	3.8309701370446327
64	84	9.0	1000000000.0	664956.3171769241	9137.2265072651	3.000049053397966	3.831116336221353
64	85	9.25	1778279410.0389228	1182478.1274110354	9137.422764900792	3.000027585110089	3.8311985555262247
64	86	9.5	3162277660.1683793	2102776.506796426	9137.533132807532	3.000015512360345	3.8312447925677318
64	87	9.75	5623413251.903491	3739324.165949656	9137.59519854785	3.000008723277002	3.831270794113598
64	88	10.0	10000000000.0	6649563.171769241	9137.63010109132	3.0000049054704476	3.8312854160302354
64	89	10.25	17782794100.38923	11824781.274110354	9137.649728364415	3.0000027585523252	3.831293638592885
64	90	10.5	31622776601.683792	21027765.067964263	9137.66076563245	3.0000015512491	3.831298262496946
64	91	10.75	56234132519.034904	37393241.65949656	9137.666972357443	3.0000008723318317	3.8313008627147513
64	92	11.0	100000000000.0	66495631.71769241	9137.67046265953	3.0000004905483513	3.8313023249264067
64	93	11.25	177827941003.89227	118247812.74110354	9137.672425401937	3.000000275855646	3.831303147188995
64	94	11.5	316227766016.83795	210277650.67964265	9137.673529133514	3.000000155125041	3.831303609581401
64	95	11.75	562341325190.3491	373932416.59496564	9137.674149807517	3.0000000872332246	3.8313038696038113
64	96	12.0	1000000000000.0	664956317.1769241	9137.674498838209	3.000000049054848	3.831304015825179
