candidate_id	profile_id	role	a	loop_id	parameter_name	parameter_value	H_256	H_512	H_1024	H_2048	convergence_difference	convergence_threshold	orientation_reverse_H_2048	orientation_reversal_error	status
C08	C08	PRIMARY_OWNER	1	R05	rho	0.01	-0.00000000000233978279764193904391624389415905259308230130031178739898192734627969002195316381382594496951575471638152	-0.00000000000233978279764193833674527746933242710280140948874046159047784179000632433841283538250723004088606239800006	-0.00000000000233978279764193833674527746933242542093655775485049694556938669005642474477538015957587129644828713537714	-0.00000000000233978279764193833674527746933242542093655775485049694556938669005645341034318470798524666712328963694266	2.86655678045484093753706750025015655180772117879342574696843993311873758202819828756472727613199930559162e-80	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000000000233978279764193833674527746933242542093655775485049694556938669005645341034318470798524666712290194398175	3.87692960908113227742380582586836845681354916907532166392352052995307212150387527022607483190832022793214e-106	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	R05	rho	0.05	-0.00000000715455745334553948609882272100482492930810583787905075953901435545599975256668547179873509431468528110608	-0.00000000715455745334553949757369864041329210881403533123727522764752901700811424156484978941313858206463312155374	-0.0000000071545574533455394975736986404132920958527925450714602608935039442007585550993102433605608579437648489029	-0.00000000715455745334553949757369864041329209585279254507146026089350394420075851599987502188515171918284020598604	3.90994352214754091387609246429168521723620398677568261085132597591246665112635787732036460906178095759413e-80	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.0000000071545574533455394975736986404132920958527925450714602608935039442007585159998750218851517191828362715247	3.93446134116353146896488738515541955850106154742142756629476941111837791798160881273078120648617096132258e-105	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	R05	rho	0.1	-0.000000215076702794535926357246572465855416047847361421218853376537744152459818797750311939850521391288403905101	-0.000000215076702794535926362782395029679553143384809750832784825355950801430589520656224260918127908862268453822	-0.000000215076702794535926362782395029679553143198842465255216304735050504000388729776619248547164628776481623711	-0.000000215076702794535926362782395029679553143198842465255216304735050504000388729776481693792841743291462834709	1.37554754322885485018789001548586583288388077923595155390129991158048734026258295630894609528753927332123e-85	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000215076702794535926362782395029679553143198842465255216304735050504000388729776481693792841743291466203607	3.36889782541444884959283450029487076073270733618661128265189963266887866530348085022872118240508478082133e-105	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	R06	rho	0.01	0.00000000000232644049713269103174994515904312965383910826289869947109973719140230870783841055792835806216269919004007	0.00000000000232644049713269032460607869273625383328071384211157872471449227819365663115677420910732557721360679950548	0.00000000000232644049713269032460607869273625215118358474340276331294891168876592868263515650293118156748091222959918	0.00000000000232644049713269032460607869273625215118358474340276331294891168876595734904430376106849396055670598565436	2.86664091472581373123930757937560551763116259156712098870780366872120044222457495344892021456531887249579e-80	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.0000000000023264404971326903246060786927362521511835847434027633129489116887659573490443037610684939605565021791239	2.03806530458716304710448642530261370969783975209326996905839866815036128602043588737908769766892708649767e-106	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	R06	rho	0.05	0.00000000711419739141439987656549380909657397554742722286373280096290399517765676969326093588749208144784098432141	0.00000000711419739141439988790321086900047342675940827440276877819116549937514052560528018323275497047773476564012	0.00000000711419739141439988790321086900047341343269732884007609670825641277351025256618927186600923774984799269005	0.00000000711419739141439988790321086900047341343269732884007609670825641277351021297849300462742003704831091727227	3.95876962672385892007015370754177744827437164366734246594931662834713451081071720730500113905867023677457e-80	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.00000000711419739141439988790321086900047341343269732884007609670825641277351021297849300462742003704831129628392	3.79011650258725515955993656417463578854550191812829546002341021300478465868713459531071845612781356234654e-106	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	R06	rho	0.1	0.000000213906308935412629497049100267123989440763832353422521584904766602958301439585231725263064164867994913479	0.000000213906308935412629502015601672402017934634549821375649226987909373328228517076880670875183650824988030005	0.000000213906308935412629502015601672402017934427212628382629970172716929223550731112337055820142550261804908148	0.000000213906308935412629502015601672402017934427212628382629970172716929223550731112193981443870086507900264123	1.43074376272463753904644025093236415801889584833799929224243017575899835360419449692903414413035412179925e-85	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000213906308935412629502015601672402017934427212628382629970172716929223550731112193981443870086507886485365	1.3778758042266375729628933825776291432925987032229365660593462097214978969820606713018379355741726934704e-104	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN01	delta	0.05	-0.000190229768611583662313051799830201728720991711974228253308787964306542119092049952835152179598204145387352	-0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380508427	-0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380506683	-0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380503195	3.48812070093467706975031600434979540848361204474731036747780103524057811250835631004470221514945077407588e-105	1.90229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380504692e-69	0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380503195	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN01	delta	0.1	-0.000740501066367436445816516618847282654579903519505044220492886400932988645993618578013504786119104334297143	-0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	-0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	-0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	0.0	7.40501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626580107e-69	0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN02	delta	0.05	-0.000190204074135443207722609979899903199507244829124354898861698555468366659455232443341380743982339862184102	-0.000190204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006279409	-0.000190204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006277664	-0.00019020407413544320772260997989990319950724482912435489886169855546835898708246740639462023747388100627592	1.74406035046733853487515800217489770424180602237365518373890051762028905625417815502235110757472538703794e-105	1.90204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006276919e-69	0.00019020407413544320772260997989990319950724482912435489886169855546835898708246740639462023747388100627592	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN02	delta	0.1	-0.000740401793355126768657220021805259309043446061224476469915007760224737724271462688454676453430600840593149	-0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	-0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	-0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	0.0	7.40401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838889362e-69	0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN03	delta	0.05	0.0000000923855051023704665784117282050483201784805485377149104810460762283050375283093146770806906186591841055389	0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885656503243	0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885656980135	0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885657405931	4.25795984000815071991005371624730884824659673431068160092505009184640882874555213628503688372735690194809e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000092385505102370466578411728205048320178480548537714910483348741745894477474414080925949022796488565726116	1.44770634560277124476941826352408500840384288966563174431451703122777900177348772633691254046730134666235e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN03	delta	0.1	0.000000368088013363370837447891101638209442296188119132944717461527859722043113404115429811186853974564141503399	0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853426953	0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853290698	0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853392889	1.02191036160195617277841289189935412357918321623456358422201202204313811889893251270840885209456565646754e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853392889	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN04	delta	0.05	0.000000092381496897563767902984845031405304071318185379070027412765854758472471982122588270885732404548595416745	0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425361651054	0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425360876105	0.000000092381496897563767902984845031405304071318185379070027414935206807763694362931382231325172414142536078243	9.3675116480179315838021181757440794661425128154834995220351102020620994232402146998270811442001851842858e-108	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425360629144	1.53286554240293425916761933784903118536877482435184537633301803306470717834839876906261327814184848470131e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN04	delta	0.1	0.000000368058683107740859685275762748840354922927178537427846548198342458690040931748611255687758325961767320533	0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628542381	0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628756982	0.00000036805868310774085968527576274884035492292717853742784655212393747743785509783811332242583126641562877742	2.04382072320391234555682578379870824715836643246912716844402404408627623779786502541681770418913131293508e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628763795	1.36254714880260823037121718919913883143891095497941811229601602939085082519857668361121180279275420862339e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN05	delta	0.05	0.000000117870761237504214269997724338501391357482481487131554090294881353820836692185543110297458718037698250959	0.000000117870761237504214269997724338944892904166900688868530107020535625328460112553901387912435016182137044847	0.000000117870761237504214269997724338944892904166900688868530107020557550977777327201080121065660625123388211148	0.000000117870761237504214269997724338944892904166900688868530107020557550977777327201080121065660625123388217961	6.81273574401304115185608594599569415719455477489709056148008014695425412599288341805605901396377104311695e-108	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000117870761237504214269997724338944892904166900688868530107020557550977777327201080121065660625123388210297	7.66432771201467129583809668924515592684387412175922688166509016532353589174199384531306639070924242350656e-108	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PN05	delta	0.1	0.000000687562261834938555719886909309292536616236384567560761815991628567267665677286152146024001836986753007751	0.000000687562261834938555719886909310070427645042940393693644708061380832567298031535779596652846734291686699625	0.000000687562261834938555719886909310070427645042940393693644708061312598575304692200117880918733498628877813283	0.000000687562261834938555719886909310070427645042940393693644708061312598575304692200117880918733498628877840534	2.72509429760521646074243437839827766287782190995883622459203205878170165039715336722242360558550841724678e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000687562261834938555719886909310070427645042940393693644708061312598575304692200117880918733498628877888223	4.76891502080912880629926016219698591003618834242796339303605610286797788819501839263924130977463973018186e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS01	delta	0.05	0.000190204074135443207722609979899903199507244829124354898861698555468366659455232443341380743982339862184102	0.000190204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006279409	0.000190204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006277664	0.00019020407413544320772260997989990319950724482912435489886169855546835898708246740639462023747388100627592	1.74406035046733853487515800217489770424180602237365518373890051762028905625417815502235110757472538703794e-105	1.90204074135443207722609979899903199507244829124354898861698555468358987082467406394620237473881006276919e-69	-0.00019020407413544320772260997989990319950724482912435489886169855546835898708246740639462023747388100627592	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS01	delta	0.1	0.000740401793355126768657220021805259309043446061224476469915007760224737724271462688454676453430600840593149	0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838875703	0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	6.97624140186935413950063200869959081696722408949462073495560207048115622501671262008940443029890154815175e-105	7.40401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838889362e-69	-0.000740401793355126768657220021805259309043446061224476469915007760231751838467936162564192866637216838882679	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS02	delta	0.05	0.000190229768611583662313051799830201728720991711974228253308787964306542119092049952835152179598204145387352	0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380508427	0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380506683	0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380503195	3.48812070093467706975031600434979540848361204474731036747780103524057811250835631004470221514945077407588e-105	1.90229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380504692e-69	-0.000190229768611583662313051799830201728720991711974228253308787964306539195177997173422000520277496380503195	0.0	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS02	delta	0.1	0.000740501066367436445816516618847282654579903519505044220492886400932988645993618578013504786119104334297143	0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626578433	0.0	7.40501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626580107e-69	-0.000740501066367436445816516618847282654579903519505044220492886400932364733464708863926615235339208626585409	6.97624140186935413950063200869959081696722408949462073495560207048115622501671262008940443029890154815175e-105	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS03	delta	0.05	-0.0000000923814968975637679029848450314053040713181853790700274127658547584724719821225882708857324045485956449716	-0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425360067093	-0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425360739851	-0.0000000923814968975637679029848450314053040713181853790700274149352068077636943629313822313251724141425360194832	5.45018859521043292148486875679655532575564381991767244918406411756340330079430673444484721117101683449356e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000092381496897563767902984845031405304071318185379070027414935206807763694362931382231325172414142535999045	2.04382072320391234555682578379870824715836643246912716844402404408627623779786502541681770418913131293508e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS03	delta	0.1	-0.000000368058683107740859685275762748840354922927178537427846548198342458690040931748611255687758325961768332225	-0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628709293	-0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628644572	-0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628675229	3.06573108480586851833523867569806237073754964870369075266603606612941435669679753812522655628369696940263e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000368058683107740859685275762748840354922927178537427846552123937477437855097838113322425831266415628654791	2.04382072320391234555682578379870824715836643246912716844402404408627623779786502541681770418913131293508e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS04	delta	0.05	-0.0000000923855051023704665784117282050483201784805485377149104810460762283050375283093146770806906186591845407024	-0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885658538548	-0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885658061657	-0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885657925402	1.36254714880260823037121718919913883143891095497941811229601602939085082519857668361121180279275420862339e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.0000000923855051023704665784117282050483201784805485377149104833487417458944774744140809259490227964885657797663	1.27738795200244521597301611487419265447397902029320448027751502755392264862366564088551106511820707058443e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS04	delta	0.1	-0.000000368088013363370837447891101638209442296188119132944717461527859722043113404115429811186853974564142021166	-0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853488268	-0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853556395	-0.0000003680880133633708374478911016382094422961881191329447174656605831114232746475461234681517884204598535053	5.10955180800978086389206445949677061789591608117281792111006011021569059449466256354204426047282828233771e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000368088013363370837447891101638209442296188119132944717465660583111423274647546123468151788420459853535957	3.06573108480586851833523867569806237073754964870369075266603606612941435669679753812522655628369696940263e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS05	delta	0.05	-0.000000108981743278101046697883811320854213490893553094902103681116569518244125667619984065081430701502477162489	-0.000000108981743278101046697883811321265152943987040122999514958793421735796358524033342966542907768341923582489	-0.000000108981743278101046697883811321265152943987040122999514958793443145807843590123270246238852783613118171538	-0.00000010898174327810104669788381132126515294398704012299951495879344314580784359012327024623885278361311814088	3.06573108480586851833523867569806237073754964870369075266603606612941435669679753812522655628369696940263e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000108981743278101046697883811321265152943987040122999514958793443145807843590123270246238852783613118151099	1.02191036160195617277841289189935412357918321623456358422201202204313811889893251270840885209456565646754e-107	PASS_PRIMARY
C08	C08	PRIMARY_OWNER	1	PS05	delta	0.1	-0.000000610825802667449646558072485095964211470839122481962960871945961884077100397839653147050271778411682326907	-0.000000610825802667449646558072485096701445324871851127285125579242615042361128828837697131193258631180859302236	-0.000000610825802667449646558072485096701445324871851127285125579242556693885857360196655478350648117967287146768	-0.000000610825802667449646558072485096701445324871851127285125579242556693885857360196655478350648117967287092266	5.45018859521043292148486875679655532575564381991767244918406411756340330079430673444484721117101683449356e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.000000610825802667449646558072485096701445324871851127285125579242556693885857360196655478350648117967287092266	0.0	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R01	rho	0.01	-0.0000000201266419921094976127627960581908139421747389769766596093867543719167243285117517427458851519433390073404	-0.000000020126641992109497612762614677530182437187279149972374062177720576026257924925278956089944046766825653034	-0.0000000201266419921094976127626146775301824371872791499696631219291855286364447495845222575811020440651298536091	-0.0000000201266419921094976127626146775301824371872791499696631219291855286364447495845222575811020440651276439408	2.20966825897222981609732237604654092679757137527052821680005474516369386167750428112511989081031186426596e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.0000000201266419921094976127626146775301824371872791499696631219291855286364447495845222575811020440651678750614	4.02311206503250116695341470352768852872155569142977595722602895403062014979609120820823567440537453202114e-104	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R01	rho	0.05	-0.00000178849439164242697963782345512315300901031069756302124732911241169613227128582446974336186503942383302922	-0.00000178849439164242697963782299628326228356552395776012738403789394781674560251666356139632395584886759464941	-0.00000178849439164242697963782299628326228356552395776012726274423898965157853529349557820256831506670148127604	-0.00000178849439164242697963782299628326228356552395776012726274423898965157853529349557820256831506670144726687	3.40091768341131014300655810424105052327152174362862760829085600935956365969564740229358465977071450472398e-104	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000178849439164242697963782299628326228356552395776012726274423898965157853529349557820256831506670150749145	6.02245839770752837824077997626019363495998642100902805634839084990756064737770894156155616834397360211538e-104	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R01	rho	0.1	-0.00000527196594741791964796281665747238229500465261904742739184745164751855148751954921433352097602763096964722	-0.00000527196594741791964796281665713719511380205698578950740347057351114773803165376747437848550953043530190823	-0.00000527196594741791964796281665713719511380205698578950740347056860951108944918625242980364721388125364233583	-0.00000527196594741791964796281665713719511380205698578950740347056860951108944918625242980364721388125361917253	2.31633015296443399163106922163853601344614862346501079090322724996444640283758036213906006474768215465976e-104	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000527196594741791964796281665713719511380205698578950740347056860951108944918625242980364721388125360107791	1.80946261360986372993297642725645636815087374821266725312910928703104989586370983583568927410877758905186e-104	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R02	rho	0.01	-0.00245445589979683360621598865833554152286313365568508629995646989222478729940332051947649351172241591691056	-0.00245445589979683360621598865070988453176455366080573301181991018537494900594763615478648827279281189314232	-0.00245445589979683360621598865070988453176455366080573302216219052284067721537997767875371773683725425833584	-0.00245445589979683360621598865070988453176455366080573302216219052284067721537997767875371773683725425830793	2.7904965607477416558002528034798363267868896357978482939822408281924624900066850480357617721195606192607e-104	2.45445589979683360621598865070988453176455366080573302216219052284067721537997767875371773683725425831893e-68	0.00245445589979683360621598865070988453176455366080573302216219052284067721537997767875371773683725425830793	0.0	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R02	rho	0.05	-0.011359372300527600269383009487935163110982100510793828612487005335618607607411515402806233847554087746867	-0.0113593723005276002693830094894857581691158557578690692516431141678957088745278366212139192376635191255439	-0.0113593723005276002693830094894857581691158557578690692513878603096802119646084750660743582737706037893673	-0.0113593723005276002693830094894857581691158557578690692513878603096802119646084750660743582737706037893673	0.0	1.13593723005276002693830094894857581691158557578690692513878603096802119646084750660743582737706037894904e-67	0.0113593723005276002693830094894857581691158557578690692513878603096802119646084750660743582737706037893673	0.0	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R02	rho	0.1	-0.0183991865786877264168784746830301839222084235338924347941518309979959771266141621979197791165639672809143	-0.0183991865786877264168784746830302697868471567068644479156468697897630499500570070374967179443648802168964	-0.0183991865786877264168784746830302697868471567068644479156468698242026084620537260715307686948149755796762	-0.0183991865786877264168784746830302697868471567068644479156468698242026084620537260715307686948149755796762	0.0	1.83991865786877264168784746830302697868471567068644479156468698242026084620537260715307686948149755798786e-67	0.0183991865786877264168784746830302697868471567068644479156468698242026084620537260715307686948149755796762	0.0	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R03	rho	0.01	-0.000000000000080016083388918376263709168710719252230168592155159282167298363347461851062497060981849480122014764254214	-0.0000000000000800160833889183762637091687107192522301685921551592821672983633474618510624970609818492768167858579824001	-0.0000000000000800160833889183762637091687107192522301685921551592821672983633474618510624970609818492768169171329979468	-0.0000000000000800160833889183762637091687107192522301685921551592821672983633474618510624970609818492768172557021779399	3.38569179993193296247618420765392112106097212874612167142983526580962540609937889705683023647366895004946e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.0000000000000800160833889183762637091687107192522301685921551592821672983633474618510624970609818492768164367866155402	8.18915562399779965610497456144590304328545632360334826205240106991550710540779120891363465227930263374627e-106	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R03	rho	0.05	-0.000000000237341623330575618354676107778986366225862128827909926785781363082234560853100806959341159631908280809497	-0.000000000237341623330575618354676107778986366225862128827909926785781363082234560853100806959338078743452374630608	-0.000000000237341623330575618354676107778986366225862128827909926785781363082234560853100806959338078743453699993792	-0.000000000237341623330575618354676107778986366225862128827909926785781363082234560853100806959338078743456427406682	2.72741288979934589906413539983595295527409368958681633793253577746452739020468121865913506707610057955979e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000000023734162333057561835467610777898636622586212882790992678578136308223456085310080695933807874344993481962	6.49258706201130331323509885247588380495697609028240750839052722047816800717467975934652133058345498405414e-105	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R03	rho	0.1	-0.00000000634539398737981405440006769179479361687173066381452574968253446179065731492127622709193172767748155553814	-0.00000000634539398737981405440006769179479361687173066381452574968253446179065731492127622987292194893080335201876	-0.00000000634539398737981405440006769179479361687173066381452574968253446179065731492127622987292194893079470820061	-0.00000000634539398737981405440006769179479361687173066381452574968253446179065731492127622987292194893079194494435	2.76325626267128951156962823483014416843023203319009570844032282022987508952478537824387824865591485348049e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000000634539398737981405440006769179479361687173066381452574968253446179065731492127622987292194893079436756382	2.42261947547063745397682393753035946057050429444524118036631881288216238322514120734107529795772630132464e-105	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R04	rho	0.01	0.0000000000000800178424124523546722510962269125939236926041576010715838199849634843021157534719671251454008816750125864	0.0000000000000800178424124523546722510962269125939236926041576010715838199849634843021157534719671249421042167323931329	0.0000000000000800178424124523546722510962269125939236926041576010715838199849634843021157534719671249421038743250110124	0.0000000000000800178424124523546722510962269125939236926041576010715838199849634843021157534719671249421039055945091659	3.12694981534402891803471451781126969049224926301382155723695314241064283983307806957013552030218259693076e-107	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.0000000000000800178424124523546722510962269125939236926041576010715838199849634843021157534719671249421033862979183778	5.19296590788119175847426480006024913446031274570239676076314292383634147892577949070371075821545289012295e-106	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R04	rho	0.05	0.000000000237475805225670345834093343679720203540620738303624446982915428256000437965656282949594383034627080496746	0.000000000237475805225670345834093343679720203540620738303624446982915428256000437965656282949591431108770106600233	0.000000000237475805225670345834093343679720203540620738303624446982915428256000437965656282949591431108767347305869	0.000000000237475805225670345834093343679720203540620738303624446982915428256000437965656282949591431108766359675411	9.8763045835876555311538702975409746914076041986966391711456464610839027282063336054870783249549502140928e-106	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.000000000237475805225670345834093343679720203540620738303624446982915428256000437965656282949591431108763585591289	2.77408412148318523859564950424138244210292162097929982454267519370562513697600941902794683854383090560224e-105	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R04	rho	0.1	0.00000000636129131852710041709373475007247628986651572377603971930198732187100304303816421070252152557550713699512	0.00000000636129131852710041709373475007247628986651572377603971930198732187100304303816421308574693313940706416775	0.00000000636129131852710041709373475007247628986651572377603971930198732187100304303816421308574693313941291252881	0.00000000636129131852710041709373475007247628986651572377603971930198732187100304303816421308574693313941024182995	2.67069886064911233529558344217321829234147163667801726714021454385836377760992893868138225939589143282439e-105	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	-0.0000000063612913185271004170937347500724762898665157237760397193019873218710030430381642130857469331394080499919	2.19183805214219568495769902610975532099553875144560223759618109790408702470713228155442629885970355723905e-105	PASS_PRIMARY
C09	C09	PRIMARY_OWNER	1	R05	rho	0.01	-0.000000000000486349372016737365559796681031803637067709287838879065041856298010912870701381975978208726704938670859046	-0.000000000000486347456815599656090032218395098698424768501331655475068719309671898379442603739241152054272031813087402	-0.000000000000486347456815053118391617361306461766375643705363120388412212509152680050522491480616480167832699345882999	-0.000000000000486347456815053118391617435074947264562284163089373012094885442447258836132293058902094594629098608486729	7.37684854981866404577262526236826729332945787856098015782856144267963992626037303376389167150350933372805e-38	9.99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999363e-71	0.00000000000048634745681505311839161743507494726456228416308937301209488544244725883613229305890209459462867015988003	4.28448606699239095036845821287594938577294450543338405211675046646949666460622289806472910966028949421036e-106	UNRESOLVED_NUMERICAL
