configuration_id	design_id	design_family	bank	point_id	configuration_sha256	metric_jet_sha256	phi_jet_sha256	parameter_tangent_sha256	alpha_0	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	beta	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	complete_metric_parameter_rank	combined_parameter_rank	retained	physical_merit
A05P_B2_P6	A05P	METRIC_AXIS	B2	P6	82d8970a088091cd120cb09e0edcfb7fff317b60ad8f6371ffa1938bae1a2609	cd85d51bedae44a5e3c5e474e9824de11292dec5cd83abd53500e8bca73b9d99	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	473615258fbad4698fa03b04909f5f585d77c83c2efb7d3964bfa752b90b3c7b	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.503473018929254	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.1550553404506	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.0691952166797193	0.08786222990801162	0.03939640396813096	2.6020852139652106e-17	0.010007521010784292	0.015987925440885665	0.003986936286734232	0.0691952166797193	0.2351510681252622	0.17675784986596893	0.2714495551513095	0.033142096849869164	-0.11559027777777778	0.06644444444444444	1	1	0	0.0	0.07347202120520757	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05P_B3_P3	A05P	METRIC_AXIS	B3	P3	776eaf922c148c13af4e4fdb5c8e189ae309b0d0864466a6857697ed8b8fddd5	b49aa639f661df43f5a9d7ea68254ad868fffed54753e88f682395e0f292e5f3	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	6170dc8cd05c1dacd2c6355de6e75c0e5f54e0f10624b5dd3ffd79f9a51d0525	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.470473976863909	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.06949503652366236	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.13120160106327214	0.1177558433236004	0.07326780484624158	2.7755575615628914e-17	0.019413940797129475	0.07282620308709271	0.0356081748599755	0.13120160106327214	0.23625227203915378	0.05786864967221261	0.3735185025267151	0.020022126471117386	-0.08717410714285713	0.04079884259259259	1	1	0	0.0	0.055410004817692114	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05P_B3_P7	A05P	METRIC_AXIS	B3	P7	20e42dd5930cb18aa8a9e616a76cea63b13b143f04140ca6e5c45782f66e696d	098534fe41aadad68b4972df3fc5a0bf5dc721d0d60a15ebedd453caf6dd3874	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	4740c2a846502fb3da026fa3abff94d131d28c1bc92531f7bd049cbc9dc3209b	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.2454615359661665	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0680227339901823	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.1059091148955532	0.11251371742112484	0.05973770676885664	4.163336342344337e-17	0.01721850477152284	0.06424692674659228	0.031352281316712936	0.10559717673696342	0.1359654948154683	0.06623960003830505	0.28936246332522736	0.013945178955432645	-0.05583333333333333	0.049314814814814804	1	1	0	0.0	0.03548903877980588	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B0_P0	A05M	METRIC_AXIS	B0	P0	73e28fe2c007d00d59e5e1b8bd7f30c1cd47d724cdc1399b6fb1fc62941bd5de	293306f39edab39050ca7d160760fe3ee2d484b9ad0c9709ad95ce6111949f19	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	2b39672ad7b8337d8a99ce409268b57484c94883eb0415b41c61eb64dbffe009	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.32800823763853093	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.10560522106056192	0.1818614325281407	0.03597934688529532	2.7755575615628914e-17	0.031213599955083743	0.01726499586160004	-0.009299069395655835	0.06639034927690715	0.2947122448201728	0.0736780612050432	0.1473561224100864	0.33155127542269436	0.1511666666666667	0.03333333333333334	1	1	0	0.0	0.09608524827845953	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B0_P4	A05M	METRIC_AXIS	B0	P4	ffa96ebea43334289e4978c4704f0250d5ea6e1cb9b48ef6eb8ef72b8f5b70a5	7deacff439d1a7ebe2e276feacdb83f3ea1f055ad843d09d9e1a31a4159f8eb4	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	dd869f1545399e1dce566f9a23992c204d4fe4a393e96d659b5afdf7cd1da70f	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.4132747655622302	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.32577392971367497	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.10279805997826433	0.17459768674351828	0.03419336898890223	3.688642158617005e-17	0.030913751324521965	0.01752635201699744	-0.008924932871683016	0.06236069199381231	0.27014083758217866	0.07124399443034182	0.13097309437169438	0.3473071141474506	0.14457947530864196	0.03236463844797177	1	1	0	0.0	0.0918982675700128	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B1_P1	A05M	METRIC_AXIS	B1	P1	97712fdcf7aad2d785c3d16421ddf5a422c7df9503a253cdbdfe24d425c89e2f	49ace39148630004c83ec3bc0cda9b7e43c8d42c9fc16afe889901bf3df6d8fb	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	85a00c80fd68b2c346c70e9f1e84e81d59b75bbd353512ea32b22c1ae4802936	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.4520798580979024	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.1706146776684253	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.0938595769080166	0.09328597548660293	0.07392287699213237	4.779680438712743e-17	0.01723507485004662	0.039830931164285766	0.01506390420949279	0.0938595769080166	0.2659304163736739	0.16888664578259308	0.19845705127160307	0.18016607880417423	0.13684907407407404	0.08179861111111111	1	1	0	0.0	0.0869846345694688	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B1_P5	A05M	METRIC_AXIS	B1	P5	7eb6f39866d2e4ba6a577d95d1bbf6f520c30f6c0abce1f9e702ec429d77a0c9	a172cbd7319040526ac39375a5c1007e895b5e226b7711a22261b58acb33ebdf	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	b1ff05bb3fd4e9d72b9411e8148959f7cfc5e6d4563f3b59c588c52829c4ef13	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.86605608919911	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.16602800520690805	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.12330972775005064	0.11670096729937349	0.07759466587628916	3.386226105079581e-17	0.020542636820310625	0.05460524876825748	0.022708407965297876	0.12330972775005057	0.3153665434870054	0.09206352511732456	0.3414838555770266	0.2546437928777062	0.13144212962962964	0.03992361111111112	1	1	0	0.0	0.09215636765047944	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B2_P2	A05M	METRIC_AXIS	B2	P2	1546efe46de6849d64c903eaa84ca432e9912e3803c63e4d4857f35027d067a1	fd56232f8f2a64defcdb9cfe276c282aae026d5e50da0ecf7801baec9d880a24	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	f6df8c7ac0472bd72de6de33c5d2e1d21998abdaca7b1167a5015dd053143dac	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.4389184951019347	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.13724992253894464	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.08655443389017216	0.07962923082830556	0.045016570874561734	2.0816681711721685e-17	0.0012601092460212088	-0.013797104252861398	-0.010038142332588455	0.06763517741700129	0.3553399703464802	0.018427273176821354	0.2673177341490017	0.1500938082177627	0.18172294973544975	0.01677321428571428	1	1	0	0.0	0.11550757272254492	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B2_P6	A05M	METRIC_AXIS	B2	P6	5c0c7f033248cc3f766ff77039006b94afbc4b26ff0ccbefbf6993b4b56afe8a	d64621e28bf6ccd03a4756b0c84943dceb0f6c53d14b666fdc75b7151407515c	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	b14dae6a066c1ed4db0ce8dda8764bc60f89556e1e060ed659557d421a77a10e	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.4222245385019687	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.1842746303976813	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.07648293028609794	0.0989871758023827	0.04054966482129304	1.0408340855860843e-17	0.00828214328498398	-0.0008285662682661647	-0.006073806368833433	0.07322069776885368	0.22244337951663168	0.1672057617843138	0.25678027702591044	0.03135108033455883	0.11559027777777775	-0.06644444444444444	1	1	0	0.0	0.07347202120520756	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B3_P3	A05M	METRIC_AXIS	B3	P3	52e7e751a804eb3a9fb3ddee444a50719a0bb67a736265a6829e031def80231e	be174d1f5368a1f5802507be2898c84eb879cdbe7bef5e7c20f2062a78de477e	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	c9fedd374215ce80e5cd3fe201a06c21b944a0528aabca109b98e7f74d5a9690	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.4541408104733269	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.1446730242015412	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.1052057886815764	0.09482921243689708	0.05017125003944828	2.7755575615628914e-17	0.008112259398611509	0.011518753662826287	0.0022709961761431764	0.1052057886815764	0.23362811973854777	0.05722587849858711	0.36936967708150653	0.01979973238030628	0.08717410714285712	-0.04079884259259259	1	1	0	0.0	0.0554100048176921	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A05M_B3_P7	A05M	METRIC_AXIS	B3	P7	1fba64b043c6f888205f43aa4a5c0137df7e206941e3db5974d39766cdcf12e5	58dce3086de87ccee6daa1581e35212aa11f046bfbe042323fea5a3c5ef9433f	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	c9e8d3e2d92229db391f848da0fd3b0243d8a72c9d3fdd240b93ccd3a274415e	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.71685448225268	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.1461453267350211	4	NUMERIC_CLASSIFIED	3	NUMERIC_CLASSIFIED	0.1318330482649466	0.10070041153531623	0.06243169364883612	2.0816681711721685e-17	0.010420547840688256	0.02032373483626701	0.006602124663719145	0.1318330482649466	0.18742687948572795	0.09131053103150846	0.39888284608501073	0.01922326969084389	0.05583333333333334	-0.04931481481481481	1	1	0	0.0	0.035997723823683964	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B0_P0	A06P	METRIC_AXIS	B0	P0	60e3a419d04cd615c7256541afb290a369d02cb3f6db661800bd0e84a95f8010	08c56f75eefd7a4635fb0e4c6953df767e36256adaff7cbaa05eb53c996d5256	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	00398260fb7ebae5173d26c4edac729fe7a63833133ebd139042701025ffbfbc	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.04395680182407878	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.06010953752973246	0.04562819477739871	0.05075835162906876	1.0408340855860843e-17	-0.0018029353096084954	-0.03396228029406877	-0.029712342865984717	0.04955129406231042	0.016666666666666666	0.1	0.11666666666666667	0.016666666666666666	0.11666666666666667	0.0	1	1	1	0.11116666666666666	0.07415620043541528	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B0_P4	A06P	METRIC_AXIS	B0	P4	46dfcb09cf46cdc8a552449f68d3c4991ef35bfedfdb5a12efb0697fe9fd36c9	e9f2971bfbd62e56c6c6b71cd79c2508f161bc0f6a797fa35b2069df1cd25266	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	4279318a30ca6159c5e1583b4389738a2231e7ef8abd4014e971582735308622	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.052969708427606434	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.060001941834919185	0.04686100294865823	0.051171384100335206	2.0816681711721685e-17	-0.0021964406488574704	-0.036409891235369064	-0.031081746600685505	0.05002218955173278	0.0177744708994709	0.13086970899470898	0.12414021164021163	0.009049823633156966	0.12414021164021162	0.0	1	1	1	0.14240432098765432	0.07890656928416921	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B1_P1	A06P	METRIC_AXIS	B1	P1	94ea11a5da26a81ff5455ab184a293fd49ce4aea32f74d659521ea5732196251	2a686c21d97b7d1186b7675ea59eb63058f22965ee0295a948a6aadd7bcbcaa9	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	00505e9ef5f35b6dc887bfde159f03501f3a98f88802467f1bed96bf7563db05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342253	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.07942955025719332	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.07531966029068604	0.07038115398899171	0.05204321492631719	1.0408340855860843e-17	-0.001959734188190549	-0.032234466528963196	-0.026211980334562193	0.07531966029068604	0.004027777777777778	0.12694444444444444	0.03611111111111111	0.025324074074074082	0.036111111111111115	0.0	1	1	1	0.12918148148148148	0.022953109658580915	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B1_P5	A06P	METRIC_AXIS	B1	P5	d9bc8688d4a632dff1da3051a564e0af0776c1a50de6dbfbeda4c78a2e437c2e	70c9d84098bf77aa8d496b2b7e7f80c102f768caf12cdb530cd0e90abb573fb5	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	0567c2ce31e0da4502b4a315fd95d3de47922b11660503196f3dd4731bda3c00	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.06632481195142864	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.06968931042106793	0.06756178110388479	0.05195766967714701	1.3877787807814457e-17	-0.0026383712031825914	-0.03303894181526385	-0.02629587251543452	0.06968931042106793	0.06319444444444446	0.1423611111111111	0.062268518518518515	0.01805555555555556	0.062268518518518515	0.0	1	1	1	0.14724305555555556	0.039579400629219656	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B2_P2	A06P	METRIC_AXIS	B2	P2	2abcc0243e63acdf9a25c5dc6fabbc94b8f872413a38a4a3ee1377eaa674b0a1	112b4494921297a89da01d428b92c891dbd82dcc7c3f29d957e35e882e86203d	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	26621aaa8d302d6921625a8cc54f2eda19a25b514ddaf47471da08e91d36202b	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342253	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.05528131847223322	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.04966857995408634	0.045605509876907493	0.025751640699551503	1.0408340855860843e-17	0.002893952130905613	0.005047724164787102	0.00027849462698534516	0.041964792998321086	0.06936507936507937	0.1493452380952381	0.017394179894179893	0.12186507936507937	0.017394179894179896	0.0	1	1	1	0.15265436507936508	0.07746043929835385	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B2_P6	A06P	METRIC_AXIS	B2	P6	1027e5a6fa0aaf23e1f5631cffa3602d1b6a698804540a118a0a46017e92735e	f10b3dd5e7269d930435e928bf9a4035e0a6ba27ae4eb95a487d483de7e96a37	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	9f78cee3de5981dc7b28cab987b19b09b83da034659fc92f83fde35e6c9b0c3e	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.05076026488031414	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.0586790619842162	0.05224706206734293	0.029670803025482556	1.3010426069826053e-17	0.00431015550382191	0.01119195733776111	0.00343051449369048	0.04450653691219772	0.024999999999999998	0.1909722222222222	0.006944444444444444	0.0837962962962963	-0.006944444444444444	0.0	1	1	1	0.19494907407407405	0.05326298523337367	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B3_P3	A06P	METRIC_AXIS	B3	P3	b05100f37069d46236652dfd87f245ed8d5c7ab74fc654687fbed2e47788a8a5	3a1cfd20aa1396332c70f09df07b7949b0362ea215cde4bb1b9c018f1e45f7b6	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	0e3ef05082ec7b4591b00a3fd040859943a696845bd186f4b8d323a534c7bc1b	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.1078110962681984	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.10043294409674036	0.11318775727014899	0.07293691387904547	3.122502256758253e-17	0.007752496406495897	-0.03586543913402363	-0.047496021120831816	0.10043294409674033	0.04339285714285714	0.14020833333333335	0.05172619047619048	0.1604761904761905	-0.05172619047619048	0.0	1	1	1	0.13844464285714286	0.10200261039483653	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06P_B3_P7	A06P	METRIC_AXIS	B3	P7	9e2f119ec987c714cb1ae2a9db65ebb9b28265cd8dd5e5ed85c875e0ff40ae0e	b0c1c35c140d6e76053abcfa324d3717fcf114b97227cac5ae5ad7fd35800bc0	ac335f35da29702418f5d8cf71dd82a02d637b793c3f7cbcab1e4cc1bbed6d89	55bee631295f1de5a352fddc03eb4dfb94ec94329256f73e07feafdfede7d3ac	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	4.440892098500626e-16	10	NUMERIC_CLASSIFIED	-0.10515720302284019	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.08847989401716927	0.09899553243685838	0.07433458532939353	6.938893903907228e-18	0.005517205407300159	-0.044241407999842594	-0.05158980636524742	0.08847989401716927	0.0675925925925926	0.14166666666666664	0.08796296296296297	0.09722222222222222	-0.08796296296296297	0.0	1	1	1	0.1456944444444444	0.061796833696179394	0.125	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B0_P0	A06M	METRIC_AXIS	B0	P0	d73399fb380e37ef3682930ab78045278389636476313cc5702f283e5b354094	59ee2be007749805ce3f1b88f30f5e03be52da82f43fdb5aa59f4ae8f6a46b4d	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	00398260fb7ebae5173d26c4edac729fe7a63833133ebd139042701025ffbfbc	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.01715349490841208	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.07533959920130363	0.06766306795133793	0.04898648000767112	6.938893903907228e-18	0.003168734477268712	-0.012437643107531506	-0.01867703126621134	0.0482446907643114	0.016666666666666666	0.1	0.11666666666666667	0.016666666666666666	-0.11666666666666667	0.0	1	1	1	0.11116666666666666	0.07415620043541528	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B0_P4	A06M	METRIC_AXIS	B0	P4	4baa40f513c187d36e1e3778d23f4e42a34c386f0c458a8caea81b3e33fee9c2	83b4ebfc0ab72cf47bb10c888d125cd07e937694012f73ccb8074dd880c242c2	527b82953b39c16712bbe090e5ef96084c4fc4a68dffaba71cac8efea50ac945	ed121fa15dfdb3c003bc08acee83680ba6675c6e8f944e0bc2d55b589a52ce4b	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.02616640151193973	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.0847868264701111	0.07441865012047791	0.04917243911156557	1.3877787807814457e-17	0.005128205325314126	-0.004990197895861059	-0.0150183816904612	0.04777379527488903	0.0177744708994709	0.13086970899470898	0.12414021164021163	0.009049823633156966	-0.12414021164021162	0.0	1	1	1	0.14240432098765432	0.07890656928416921	-0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B1_P1	A06M	METRIC_AXIS	B1	P1	08a1fddd8f3817e13de65064909fbf6c8bf47bbc0d4b0acbf9d5a98933bdde72	503e2b6ed4de6e131385b2d67b99af9fa7e279ae645fafc7147455d74ba286ad	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	00505e9ef5f35b6dc887bfde159f03501f3a98f88802467f1bed96bf7563db05	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.4622845894342253	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.09618976506743204	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.056666003168999585	0.08325325544541008	0.05177209984978352	1.734723475976807e-17	-0.002027167278078493	-0.03544761633818275	-0.028309124814116567	0.056666003168999585	0.004027777777777778	0.12694444444444444	0.03611111111111111	0.025324074074074082	-0.036111111111111115	0.0	1	1	1	0.12918148148148148	0.022953109658580915	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B1_P5	A06M	METRIC_AXIS	B1	P5	80bed44384b8b9b0cedb6b5321b8acd49cd1eb8400d259226291f0aca4b52230	31a204447e3471effc8faae485bc4647ce608b0b62d654b3cdbf8612f953d42f	28dfda44cf903e60c76839d44e49e280426e9e9f9c40f719d00f92a62ae4d998	b17066fd35b66ade6c6f4c7bb229c1ed398ad2a328fe57fd357d49955d6ea8b0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.10929450337319672	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.06229635303861767	0.08477201436291805	0.052031403352876746	5.204170427930421e-18	-0.00063769931754898	-0.03258256205993071	-0.027325400602301486	0.06229635303861767	0.06319444444444446	0.1423611111111111	0.062268518518518515	0.01805555555555556	-0.062268518518518515	0.0	1	1	1	0.14724305555555556	0.039579400629219656	0.0	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B2_P2	A06M	METRIC_AXIS	B2	P2	c526b2debb6796a6445809e69cd9b40e18fefd3b32e0faad49f2d90b9a3054a7	ae604096cda94a74c1d770fe6acfae8e7d347db318d38ec2b14f6470070a0653	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	d3998fdde3ef86ec6ad87c93cf10d019967452dae27a48855faf732ad9c660d7	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.005961528972523243	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.056122551819584254	0.04760738249865776	0.02716708300353004	1.3877787807814457e-17	0.0035226802347988664	0.010583120924698259	0.0035496070643306747	0.04284707993247536	0.06936507936507937	0.1493452380952381	0.017394179894179893	0.12186507936507937	-0.017394179894179896	0.0	1	1	1	0.15265436507936508	0.07746043929835385	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
A06M_B2_P6	A06M	METRIC_AXIS	B2	P6	a254f65f03126ff97dac12689c8c394efbeba13a37abfa5bf8d2f2672bcedb72	12bc98392a7d485dd70bc071489eadc65b9808b3cca65a5ea643968ff6db316f	46f491a8f59ba536515f87502a4e3a4bac051a35b7d80a81f3a0845f7359914c	65a41aa33f7a308d5249047b6d2d0e64ed2beccac59a57576e3f8df2b5275eaf	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.4622845894342253	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.010482582564442382	4	NUMERIC_CLASSIFIED	5	NUMERIC_CLASSIFIED	0.046886424839152716	0.05742358801549547	0.024485975062752303	1.8214596497756474e-17	0.003676438456522921	0.011123809102064477	0.0038075603680920544	0.04042027868724835	0.024999999999999998	0.1909722222222222	0.006944444444444444	0.0837962962962963	0.006944444444444444	0.0	1	1	1	0.19494907407407405	0.05326298523337367	0.25	0.0	0.0	0.0	0.0	0.0	10	11	YES	NOT_EVALUATED
