configuration_id	time_active	depth_active	angular2_active	angular3_active	mixed_shift_values_active	screen_offdiagonal_active	shear_rank	twist_rank	mixed_curvature_active	dynamical_interpretation
H09_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H09_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H10_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H11_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H12_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H13_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H14_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H15_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H16_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H17_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H18_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H19_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H20_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H21_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H22_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H23_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H24_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H25_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H26_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H27_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H28_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H29_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H30_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
H31_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S00_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S01_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S02_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S03_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B0_P0	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B0_P4	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B1_P1	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B1_P5	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B2_P2	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B2_P6	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B3_P3	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
S04_B3_P7	YES	YES	YES	YES	YES	YES	2	1	YES	NONE_CONFIGURATION_ONLY
