configuration_id	slot_value_rank	slot_value_status	complete_metric_rank	complete_metric_status	combined_rank	combined_status	phi_to_metric_feedback_max_abs	metric_to_phi_feedback_max_abs	difference_step	rank_threshold	interpretation
A06P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A06M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A07M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A08M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
A09M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00P_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
B00M_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H00_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H01_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H02_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B0_P4	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B1_P1	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B1_P5	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B2_P2	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B2_P6	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B3_P3	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H03_B3_P7	10	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
H04_B0_P0	0	NUMERIC_CLASSIFIED	10	NUMERIC_CLASSIFIED	11	NUMERIC_CLASSIFIED	0.0	0.0	1e-06	1e-09	COMPLETE_TWO_JET_PARAMETER_TANGENT_NOT_GLOBAL_GENERICITY
