chain_id	A	B	C	rank_AB	rank_BC	rank_AC	transition_composes	Gram_increments_add	reciprocal_character_composes	delta_beta_telescopes	nontrivial_directed_loop
C003_033_099	S003	S033	S099	2	2	2	1	1	1	1	0
C003_037_037	S003	S037	S037	2	0	2	1	1	1	1	0
C003_037_042	S003	S037	S042	2	1	2	1	1	1	1	0
C003_037_047	S003	S037	S047	2	1	2	1	1	1	1	0
C003_037_062	S003	S037	S062	2	1	2	1	1	1	1	0
C003_037_066	S003	S037	S066	2	2	2	1	1	1	1	0
C003_037_067	S003	S037	S067	2	2	2	1	1	1	1	0
C003_037_068	S003	S037	S068	2	2	2	1	1	1	1	0
C003_037_070	S003	S037	S070	2	2	2	1	1	1	1	0
C003_037_071	S003	S037	S071	2	2	2	1	1	1	1	0
C003_037_072	S003	S037	S072	2	2	2	1	1	1	1	0
C003_037_073	S003	S037	S073	2	2	2	1	1	1	1	0
C003_037_074	S003	S037	S074	2	2	2	1	1	1	1	0
C003_037_087	S003	S037	S087	2	1	2	1	1	1	1	0
C003_037_090	S003	S037	S090	2	2	2	1	1	1	1	0
C003_037_091	S003	S037	S091	2	2	2	1	1	1	1	0
C003_037_092	S003	S037	S092	2	2	2	1	1	1	1	0
C003_037_093	S003	S037	S093	2	2	2	1	1	1	1	0
C003_037_094	S003	S037	S094	2	2	2	1	1	1	1	0
C003_037_095	S003	S037	S095	2	2	2	1	1	1	1	0
C003_037_096	S003	S037	S096	2	2	2	1	1	1	1	0
C003_037_097	S003	S037	S097	2	2	2	1	1	1	1	0
C003_037_098	S003	S037	S098	2	2	2	1	1	1	1	0
C003_037_099	S003	S037	S099	2	2	2	1	1	1	1	0
C003_038_038	S003	S038	S038	2	0	2	1	1	1	1	0
C003_038_043	S003	S038	S043	2	1	2	1	1	1	1	0
C003_038_048	S003	S038	S048	2	1	2	1	1	1	1	0
C003_038_063	S003	S038	S063	2	1	2	1	1	1	1	0
C003_038_067	S003	S038	S067	2	2	2	1	1	1	1	0
C003_038_068	S003	S038	S068	2	2	2	1	1	1	1	0
C003_038_069	S003	S038	S069	2	2	2	1	1	1	1	0
C003_038_071	S003	S038	S071	2	2	2	1	1	1	1	0
C003_038_072	S003	S038	S072	2	2	2	1	1	1	1	0
C003_038_073	S003	S038	S073	2	2	2	1	1	1	1	0
C003_038_074	S003	S038	S074	2	2	2	1	1	1	1	0
C003_038_088	S003	S038	S088	2	1	2	1	1	1	1	0
C003_038_090	S003	S038	S090	2	2	2	1	1	1	1	0
C003_038_091	S003	S038	S091	2	2	2	1	1	1	1	0
C003_038_092	S003	S038	S092	2	2	2	1	1	1	1	0
C003_038_093	S003	S038	S093	2	2	2	1	1	1	1	0
C003_038_094	S003	S038	S094	2	2	2	1	1	1	1	0
C003_038_095	S003	S038	S095	2	2	2	1	1	1	1	0
C003_038_096	S003	S038	S096	2	2	2	1	1	1	1	0
C003_038_097	S003	S038	S097	2	2	2	1	1	1	1	0
C003_038_098	S003	S038	S098	2	2	2	1	1	1	1	0
C003_038_099	S003	S038	S099	2	2	2	1	1	1	1	0
C003_039_039	S003	S039	S039	2	0	2	1	1	1	1	0
C003_039_044	S003	S039	S044	2	1	2	1	1	1	1	0
C003_039_049	S003	S039	S049	2	1	2	1	1	1	1	0
C003_039_064	S003	S039	S064	2	1	2	1	1	1	1	0
C003_039_068	S003	S039	S068	2	2	2	1	1	1	1	0
C003_039_069	S003	S039	S069	2	2	2	1	1	1	1	0
C003_039_072	S003	S039	S072	2	2	2	1	1	1	1	0
C003_039_073	S003	S039	S073	2	2	2	1	1	1	1	0
C003_039_074	S003	S039	S074	2	2	2	1	1	1	1	0
C003_039_089	S003	S039	S089	2	1	2	1	1	1	1	0
C003_039_090	S003	S039	S090	2	2	2	1	1	1	1	0
C003_039_091	S003	S039	S091	2	2	2	1	1	1	1	0
C003_039_092	S003	S039	S092	2	2	2	1	1	1	1	0
C003_039_093	S003	S039	S093	2	2	2	1	1	1	1	0
C003_039_094	S003	S039	S094	2	2	2	1	1	1	1	0
C003_039_095	S003	S039	S095	2	2	2	1	1	1	1	0
C003_039_096	S003	S039	S096	2	2	2	1	1	1	1	0
C003_039_097	S003	S039	S097	2	2	2	1	1	1	1	0
C003_039_098	S003	S039	S098	2	2	2	1	1	1	1	0
C003_039_099	S003	S039	S099	2	2	2	1	1	1	1	0
C003_042_042	S003	S042	S042	2	0	2	1	1	1	1	0
C003_042_047	S003	S042	S047	2	1	2	1	1	1	1	0
C003_042_067	S003	S042	S067	2	1	2	1	1	1	1	0
C003_042_070	S003	S042	S070	2	2	2	1	1	1	1	0
C003_042_071	S003	S042	S071	2	2	2	1	1	1	1	0
C003_042_072	S003	S042	S072	2	2	2	1	1	1	1	0
C003_042_073	S003	S042	S073	2	2	2	1	1	1	1	0
C003_042_074	S003	S042	S074	2	2	2	1	1	1	1	0
C003_042_092	S003	S042	S092	2	1	2	1	1	1	1	0
C003_042_095	S003	S042	S095	2	2	2	1	1	1	1	0
C003_042_096	S003	S042	S096	2	2	2	1	1	1	1	0
C003_042_097	S003	S042	S097	2	2	2	1	1	1	1	0
C003_042_098	S003	S042	S098	2	2	2	1	1	1	1	0
C003_042_099	S003	S042	S099	2	2	2	1	1	1	1	0
C003_043_043	S003	S043	S043	2	0	2	1	1	1	1	0
C003_043_048	S003	S043	S048	2	1	2	1	1	1	1	0
C003_043_068	S003	S043	S068	2	1	2	1	1	1	1	0
C003_043_071	S003	S043	S071	2	2	2	1	1	1	1	0
C003_043_072	S003	S043	S072	2	2	2	1	1	1	1	0
C003_043_073	S003	S043	S073	2	2	2	1	1	1	1	0
C003_043_074	S003	S043	S074	2	2	2	1	1	1	1	0
C003_043_093	S003	S043	S093	2	1	2	1	1	1	1	0
C003_043_095	S003	S043	S095	2	2	2	1	1	1	1	0
C003_043_096	S003	S043	S096	2	2	2	1	1	1	1	0
C003_043_097	S003	S043	S097	2	2	2	1	1	1	1	0
C003_043_098	S003	S043	S098	2	2	2	1	1	1	1	0
C003_043_099	S003	S043	S099	2	2	2	1	1	1	1	0
C003_044_044	S003	S044	S044	2	0	2	1	1	1	1	0
C003_044_049	S003	S044	S049	2	1	2	1	1	1	1	0
C003_044_069	S003	S044	S069	2	1	2	1	1	1	1	0
C003_044_072	S003	S044	S072	2	2	2	1	1	1	1	0
C003_044_073	S003	S044	S073	2	2	2	1	1	1	1	0
C003_044_074	S003	S044	S074	2	2	2	1	1	1	1	0
C003_044_094	S003	S044	S094	2	1	2	1	1	1	1	0
C003_044_095	S003	S044	S095	2	2	2	1	1	1	1	0
C003_044_096	S003	S044	S096	2	2	2	1	1	1	1	0
C003_044_097	S003	S044	S097	2	2	2	1	1	1	1	0
C003_044_098	S003	S044	S098	2	2	2	1	1	1	1	0
C003_044_099	S003	S044	S099	2	2	2	1	1	1	1	0
C003_046_046	S003	S046	S046	2	0	2	1	1	1	1	0
C003_046_071	S003	S046	S071	2	1	2	1	1	1	1	0
C003_046_096	S003	S046	S096	2	1	2	1	1	1	1	0
C003_047_047	S003	S047	S047	2	0	2	1	1	1	1	0
C003_047_072	S003	S047	S072	2	1	2	1	1	1	1	0
C003_047_097	S003	S047	S097	2	1	2	1	1	1	1	0
C003_048_048	S003	S048	S048	2	0	2	1	1	1	1	0
C003_048_073	S003	S048	S073	2	1	2	1	1	1	1	0
C003_048_098	S003	S048	S098	2	1	2	1	1	1	1	0
C003_049_049	S003	S049	S049	2	0	2	1	1	1	1	0
C003_049_074	S003	S049	S074	2	1	2	1	1	1	1	0
C003_049_099	S003	S049	S099	2	1	2	1	1	1	1	0
C003_053_053	S003	S053	S053	1	0	1	1	1	1	1	0
C003_053_058	S003	S053	S058	1	1	2	1	1	1	1	0
C003_053_063	S003	S053	S063	1	1	2	1	1	1	1	0
C003_053_068	S003	S053	S068	1	1	2	1	1	1	1	0
C003_053_073	S003	S053	S073	1	1	2	1	1	1	1	0
C003_053_078	S003	S053	S078	1	1	1	1	1	1	1	0
C003_053_080	S003	S053	S080	1	1	2	1	1	1	1	0
C003_053_081	S003	S053	S081	1	2	2	1	1	1	1	0
C003_053_082	S003	S053	S082	1	2	2	1	1	1	1	0
C003_053_083	S003	S053	S083	1	2	2	1	1	1	1	0
C003_053_084	S003	S053	S084	1	2	2	1	1	1	1	0
C003_053_085	S003	S053	S085	1	2	2	1	1	1	1	0
C003_053_086	S003	S053	S086	1	2	2	1	1	1	1	0
C003_053_087	S003	S053	S087	1	2	2	1	1	1	1	0
C003_053_088	S003	S053	S088	1	2	2	1	1	1	1	0
C003_053_089	S003	S053	S089	1	2	2	1	1	1	1	0
C003_053_090	S003	S053	S090	1	2	2	1	1	1	1	0
C003_053_091	S003	S053	S091	1	2	2	1	1	1	1	0
C003_053_092	S003	S053	S092	1	2	2	1	1	1	1	0
C003_053_093	S003	S053	S093	1	2	2	1	1	1	1	0
C003_053_094	S003	S053	S094	1	2	2	1	1	1	1	0
C003_053_095	S003	S053	S095	1	2	2	1	1	1	1	0
C003_053_096	S003	S053	S096	1	2	2	1	1	1	1	0
C003_053_097	S003	S053	S097	1	2	2	1	1	1	1	0
C003_053_098	S003	S053	S098	1	2	2	1	1	1	1	0
C003_053_099	S003	S053	S099	1	2	2	1	1	1	1	0
C003_057_057	S003	S057	S057	2	0	2	1	1	1	1	0
C003_057_062	S003	S057	S062	2	1	2	1	1	1	1	0
C003_057_067	S003	S057	S067	2	1	2	1	1	1	1	0
C003_057_072	S003	S057	S072	2	1	2	1	1	1	1	0
C003_057_082	S003	S057	S082	2	1	2	1	1	1	1	0
C003_057_085	S003	S057	S085	2	2	2	1	1	1	1	0
C003_057_086	S003	S057	S086	2	2	2	1	1	1	1	0
C003_057_087	S003	S057	S087	2	2	2	1	1	1	1	0
C003_057_088	S003	S057	S088	2	2	2	1	1	1	1	0
C003_057_089	S003	S057	S089	2	2	2	1	1	1	1	0
C003_057_090	S003	S057	S090	2	2	2	1	1	1	1	0
C003_057_091	S003	S057	S091	2	2	2	1	1	1	1	0
C003_057_092	S003	S057	S092	2	2	2	1	1	1	1	0
C003_057_093	S003	S057	S093	2	2	2	1	1	1	1	0
C003_057_094	S003	S057	S094	2	2	2	1	1	1	1	0
C003_057_095	S003	S057	S095	2	2	2	1	1	1	1	0
C003_057_096	S003	S057	S096	2	2	2	1	1	1	1	0
C003_057_097	S003	S057	S097	2	2	2	1	1	1	1	0
C003_057_098	S003	S057	S098	2	2	2	1	1	1	1	0
C003_057_099	S003	S057	S099	2	2	2	1	1	1	1	0
C003_058_058	S003	S058	S058	2	0	2	1	1	1	1	0
C003_058_063	S003	S058	S063	2	1	2	1	1	1	1	0
C003_058_068	S003	S058	S068	2	1	2	1	1	1	1	0
C003_058_073	S003	S058	S073	2	1	2	1	1	1	1	0
C003_058_083	S003	S058	S083	2	1	2	1	1	1	1	0
C003_058_085	S003	S058	S085	2	2	2	1	1	1	1	0
C003_058_086	S003	S058	S086	2	2	2	1	1	1	1	0
C003_058_087	S003	S058	S087	2	2	2	1	1	1	1	0
C003_058_088	S003	S058	S088	2	2	2	1	1	1	1	0
C003_058_089	S003	S058	S089	2	2	2	1	1	1	1	0
C003_058_090	S003	S058	S090	2	2	2	1	1	1	1	0
C003_058_091	S003	S058	S091	2	2	2	1	1	1	1	0
C003_058_092	S003	S058	S092	2	2	2	1	1	1	1	0
C003_058_093	S003	S058	S093	2	2	2	1	1	1	1	0
C003_058_094	S003	S058	S094	2	2	2	1	1	1	1	0
C003_058_095	S003	S058	S095	2	2	2	1	1	1	1	0
C003_058_096	S003	S058	S096	2	2	2	1	1	1	1	0
C003_058_097	S003	S058	S097	2	2	2	1	1	1	1	0
C003_058_098	S003	S058	S098	2	2	2	1	1	1	1	0
C003_058_099	S003	S058	S099	2	2	2	1	1	1	1	0
C003_059_059	S003	S059	S059	2	0	2	1	1	1	1	0
C003_059_064	S003	S059	S064	2	1	2	1	1	1	1	0
C003_059_069	S003	S059	S069	2	1	2	1	1	1	1	0
C003_059_074	S003	S059	S074	2	1	2	1	1	1	1	0
C003_059_084	S003	S059	S084	2	1	2	1	1	1	1	0
C003_059_086	S003	S059	S086	2	2	2	1	1	1	1	0
C003_059_087	S003	S059	S087	2	2	2	1	1	1	1	0
C003_059_088	S003	S059	S088	2	2	2	1	1	1	1	0
C003_059_089	S003	S059	S089	2	2	2	1	1	1	1	0
C003_059_090	S003	S059	S090	2	2	2	1	1	1	1	0
C003_059_091	S003	S059	S091	2	2	2	1	1	1	1	0
C003_059_092	S003	S059	S092	2	2	2	1	1	1	1	0
C003_059_093	S003	S059	S093	2	2	2	1	1	1	1	0
C003_059_094	S003	S059	S094	2	2	2	1	1	1	1	0
C003_059_095	S003	S059	S095	2	2	2	1	1	1	1	0
C003_059_096	S003	S059	S096	2	2	2	1	1	1	1	0
C003_059_097	S003	S059	S097	2	2	2	1	1	1	1	0
C003_059_098	S003	S059	S098	2	2	2	1	1	1	1	0
C003_059_099	S003	S059	S099	2	2	2	1	1	1	1	0
C003_061_061	S003	S061	S061	2	0	2	1	1	1	1	0
C003_061_066	S003	S061	S066	2	1	2	1	1	1	1	0
C003_061_071	S003	S061	S071	2	1	2	1	1	1	1	0
C003_061_086	S003	S061	S086	2	1	2	1	1	1	1	0
C003_061_090	S003	S061	S090	2	2	2	1	1	1	1	0
C003_061_091	S003	S061	S091	2	2	2	1	1	1	1	0
C003_061_092	S003	S061	S092	2	2	2	1	1	1	1	0
C003_061_093	S003	S061	S093	2	2	2	1	1	1	1	0
C003_061_094	S003	S061	S094	2	2	2	1	1	1	1	0
C003_061_095	S003	S061	S095	2	2	2	1	1	1	1	0
C003_061_096	S003	S061	S096	2	2	2	1	1	1	1	0
C003_061_097	S003	S061	S097	2	2	2	1	1	1	1	0
C003_061_098	S003	S061	S098	2	2	2	1	1	1	1	0
C003_061_099	S003	S061	S099	2	2	2	1	1	1	1	0
C003_062_062	S003	S062	S062	2	0	2	1	1	1	1	0
C003_062_067	S003	S062	S067	2	1	2	1	1	1	1	0
C003_062_072	S003	S062	S072	2	1	2	1	1	1	1	0
C003_062_087	S003	S062	S087	2	1	2	1	1	1	1	0
C003_062_090	S003	S062	S090	2	2	2	1	1	1	1	0
C003_062_091	S003	S062	S091	2	2	2	1	1	1	1	0
C003_062_092	S003	S062	S092	2	2	2	1	1	1	1	0
C003_062_093	S003	S062	S093	2	2	2	1	1	1	1	0
C003_062_094	S003	S062	S094	2	2	2	1	1	1	1	0
C003_062_095	S003	S062	S095	2	2	2	1	1	1	1	0
C003_062_096	S003	S062	S096	2	2	2	1	1	1	1	0
C003_062_097	S003	S062	S097	2	2	2	1	1	1	1	0
C003_062_098	S003	S062	S098	2	2	2	1	1	1	1	0
C003_062_099	S003	S062	S099	2	2	2	1	1	1	1	0
C003_063_063	S003	S063	S063	2	0	2	1	1	1	1	0
C003_063_068	S003	S063	S068	2	1	2	1	1	1	1	0
C003_063_073	S003	S063	S073	2	1	2	1	1	1	1	0
C003_063_088	S003	S063	S088	2	1	2	1	1	1	1	0
C003_063_090	S003	S063	S090	2	2	2	1	1	1	1	0
C003_063_091	S003	S063	S091	2	2	2	1	1	1	1	0
C003_063_092	S003	S063	S092	2	2	2	1	1	1	1	0
C003_063_093	S003	S063	S093	2	2	2	1	1	1	1	0
C003_063_094	S003	S063	S094	2	2	2	1	1	1	1	0
C003_063_095	S003	S063	S095	2	2	2	1	1	1	1	0
C003_063_096	S003	S063	S096	2	2	2	1	1	1	1	0
C003_063_097	S003	S063	S097	2	2	2	1	1	1	1	0
C003_063_098	S003	S063	S098	2	2	2	1	1	1	1	0
C003_063_099	S003	S063	S099	2	2	2	1	1	1	1	0
C003_064_064	S003	S064	S064	2	0	2	1	1	1	1	0
C003_064_069	S003	S064	S069	2	1	2	1	1	1	1	0
C003_064_074	S003	S064	S074	2	1	2	1	1	1	1	0
C003_064_089	S003	S064	S089	2	1	2	1	1	1	1	0
C003_064_090	S003	S064	S090	2	2	2	1	1	1	1	0
C003_064_091	S003	S064	S091	2	2	2	1	1	1	1	0
C003_064_092	S003	S064	S092	2	2	2	1	1	1	1	0
C003_064_093	S003	S064	S093	2	2	2	1	1	1	1	0
C003_064_094	S003	S064	S094	2	2	2	1	1	1	1	0
C003_064_095	S003	S064	S095	2	2	2	1	1	1	1	0
C003_064_096	S003	S064	S096	2	2	2	1	1	1	1	0
C003_064_097	S003	S064	S097	2	2	2	1	1	1	1	0
C003_064_098	S003	S064	S098	2	2	2	1	1	1	1	0
C003_064_099	S003	S064	S099	2	2	2	1	1	1	1	0
C003_065_065	S003	S065	S065	2	0	2	1	1	1	1	0
C003_065_070	S003	S065	S070	2	1	2	1	1	1	1	0
C003_065_090	S003	S065	S090	2	1	2	1	1	1	1	0
C003_065_095	S003	S065	S095	2	2	2	1	1	1	1	0
C003_065_096	S003	S065	S096	2	2	2	1	1	1	1	0
C003_065_097	S003	S065	S097	2	2	2	1	1	1	1	0
C003_065_098	S003	S065	S098	2	2	2	1	1	1	1	0
C003_065_099	S003	S065	S099	2	2	2	1	1	1	1	0
C003_066_066	S003	S066	S066	2	0	2	1	1	1	1	0
C003_066_071	S003	S066	S071	2	1	2	1	1	1	1	0
C003_066_091	S003	S066	S091	2	1	2	1	1	1	1	0
C003_066_095	S003	S066	S095	2	2	2	1	1	1	1	0
C003_066_096	S003	S066	S096	2	2	2	1	1	1	1	0
C003_066_097	S003	S066	S097	2	2	2	1	1	1	1	0
C003_066_098	S003	S066	S098	2	2	2	1	1	1	1	0
C003_066_099	S003	S066	S099	2	2	2	1	1	1	1	0
C003_067_067	S003	S067	S067	2	0	2	1	1	1	1	0
C003_067_072	S003	S067	S072	2	1	2	1	1	1	1	0
C003_067_092	S003	S067	S092	2	1	2	1	1	1	1	0
C003_067_095	S003	S067	S095	2	2	2	1	1	1	1	0
C003_067_096	S003	S067	S096	2	2	2	1	1	1	1	0
C003_067_097	S003	S067	S097	2	2	2	1	1	1	1	0
C003_067_098	S003	S067	S098	2	2	2	1	1	1	1	0
C003_067_099	S003	S067	S099	2	2	2	1	1	1	1	0
C003_068_068	S003	S068	S068	2	0	2	1	1	1	1	0
C003_068_073	S003	S068	S073	2	1	2	1	1	1	1	0
C003_068_093	S003	S068	S093	2	1	2	1	1	1	1	0
C003_068_095	S003	S068	S095	2	2	2	1	1	1	1	0
C003_068_096	S003	S068	S096	2	2	2	1	1	1	1	0
C003_068_097	S003	S068	S097	2	2	2	1	1	1	1	0
C003_068_098	S003	S068	S098	2	2	2	1	1	1	1	0
C003_068_099	S003	S068	S099	2	2	2	1	1	1	1	0
C003_069_069	S003	S069	S069	2	0	2	1	1	1	1	0
C003_069_074	S003	S069	S074	2	1	2	1	1	1	1	0
C003_069_094	S003	S069	S094	2	1	2	1	1	1	1	0
C003_069_095	S003	S069	S095	2	2	2	1	1	1	1	0
C003_069_096	S003	S069	S096	2	2	2	1	1	1	1	0
C003_069_097	S003	S069	S097	2	2	2	1	1	1	1	0
C003_069_098	S003	S069	S098	2	2	2	1	1	1	1	0
C003_069_099	S003	S069	S099	2	2	2	1	1	1	1	0
C003_070_070	S003	S070	S070	2	0	2	1	1	1	1	0
C003_070_095	S003	S070	S095	2	1	2	1	1	1	1	0
C003_071_071	S003	S071	S071	2	0	2	1	1	1	1	0
C003_071_096	S003	S071	S096	2	1	2	1	1	1	1	0
C003_072_072	S003	S072	S072	2	0	2	1	1	1	1	0
C003_072_097	S003	S072	S097	2	1	2	1	1	1	1	0
C003_073_073	S003	S073	S073	2	0	2	1	1	1	1	0
C003_073_098	S003	S073	S098	2	1	2	1	1	1	1	0
C003_074_074	S003	S074	S074	2	0	2	1	1	1	1	0
C003_074_099	S003	S074	S099	2	1	2	1	1	1	1	0
C003_078_078	S003	S078	S078	1	0	1	1	1	1	1	0
C003_078_083	S003	S078	S083	1	1	2	1	1	1	1	0
C003_078_088	S003	S078	S088	1	1	2	1	1	1	1	0
C003_078_093	S003	S078	S093	1	1	2	1	1	1	1	0
C003_078_098	S003	S078	S098	1	1	2	1	1	1	1	0
C003_080_080	S003	S080	S080	2	0	2	1	1	1	1	0
C003_080_085	S003	S080	S085	2	1	2	1	1	1	1	0
C003_080_090	S003	S080	S090	2	1	2	1	1	1	1	0
C003_080_095	S003	S080	S095	2	1	2	1	1	1	1	0
C003_081_081	S003	S081	S081	2	0	2	1	1	1	1	0
C003_081_086	S003	S081	S086	2	1	2	1	1	1	1	0
C003_081_091	S003	S081	S091	2	1	2	1	1	1	1	0
C003_081_096	S003	S081	S096	2	1	2	1	1	1	1	0
C003_082_082	S003	S082	S082	2	0	2	1	1	1	1	0
C003_082_087	S003	S082	S087	2	1	2	1	1	1	1	0
C003_082_092	S003	S082	S092	2	1	2	1	1	1	1	0
C003_082_097	S003	S082	S097	2	1	2	1	1	1	1	0
C003_083_083	S003	S083	S083	2	0	2	1	1	1	1	0
C003_083_088	S003	S083	S088	2	1	2	1	1	1	1	0
C003_083_093	S003	S083	S093	2	1	2	1	1	1	1	0
C003_083_098	S003	S083	S098	2	1	2	1	1	1	1	0
C003_084_084	S003	S084	S084	2	0	2	1	1	1	1	0
C003_084_089	S003	S084	S089	2	1	2	1	1	1	1	0
C003_084_094	S003	S084	S094	2	1	2	1	1	1	1	0
C003_084_099	S003	S084	S099	2	1	2	1	1	1	1	0
C003_085_085	S003	S085	S085	2	0	2	1	1	1	1	0
C003_085_090	S003	S085	S090	2	1	2	1	1	1	1	0
C003_085_095	S003	S085	S095	2	1	2	1	1	1	1	0
C003_086_086	S003	S086	S086	2	0	2	1	1	1	1	0
C003_086_091	S003	S086	S091	2	1	2	1	1	1	1	0
C003_086_096	S003	S086	S096	2	1	2	1	1	1	1	0
C003_087_087	S003	S087	S087	2	0	2	1	1	1	1	0
C003_087_092	S003	S087	S092	2	1	2	1	1	1	1	0
C003_087_097	S003	S087	S097	2	1	2	1	1	1	1	0
C003_088_088	S003	S088	S088	2	0	2	1	1	1	1	0
C003_088_093	S003	S088	S093	2	1	2	1	1	1	1	0
C003_088_098	S003	S088	S098	2	1	2	1	1	1	1	0
C003_089_089	S003	S089	S089	2	0	2	1	1	1	1	0
C003_089_094	S003	S089	S094	2	1	2	1	1	1	1	0
C003_089_099	S003	S089	S099	2	1	2	1	1	1	1	0
C003_090_090	S003	S090	S090	2	0	2	1	1	1	1	0
C003_090_095	S003	S090	S095	2	1	2	1	1	1	1	0
C003_091_091	S003	S091	S091	2	0	2	1	1	1	1	0
C003_091_096	S003	S091	S096	2	1	2	1	1	1	1	0
C003_092_092	S003	S092	S092	2	0	2	1	1	1	1	0
C003_092_097	S003	S092	S097	2	1	2	1	1	1	1	0
C003_093_093	S003	S093	S093	2	0	2	1	1	1	1	0
C003_093_098	S003	S093	S098	2	1	2	1	1	1	1	0
C003_094_094	S003	S094	S094	2	0	2	1	1	1	1	0
C003_094_099	S003	S094	S099	2	1	2	1	1	1	1	0
C003_095_095	S003	S095	S095	2	0	2	1	1	1	1	0
C003_096_096	S003	S096	S096	2	0	2	1	1	1	1	0
C003_097_097	S003	S097	S097	2	0	2	1	1	1	1	0
C003_098_098	S003	S098	S098	2	0	2	1	1	1	1	0
C003_099_099	S003	S099	S099	2	0	2	1	1	1	1	0
C004_004_004	S004	S004	S004	0	0	0	1	1	1	1	0
C004_004_009	S004	S004	S009	0	1	1	1	1	1	1	0
C004_004_014	S004	S004	S014	0	1	1	1	1	1	1	0
C004_004_019	S004	S004	S019	0	1	1	1	1	1	1	0
C004_004_024	S004	S004	S024	0	1	1	1	1	1	1	0
C004_004_029	S004	S004	S029	0	1	1	1	1	1	1	0
C004_004_034	S004	S004	S034	0	2	2	1	1	1	1	0
C004_004_038	S004	S004	S038	0	2	2	1	1	1	1	0
C004_004_039	S004	S004	S039	0	2	2	1	1	1	1	0
C004_004_043	S004	S004	S043	0	2	2	1	1	1	1	0
C004_004_044	S004	S004	S044	0	2	2	1	1	1	1	0
C004_004_047	S004	S004	S047	0	2	2	1	1	1	1	0
C004_004_048	S004	S004	S048	0	2	2	1	1	1	1	0
C004_004_049	S004	S004	S049	0	2	2	1	1	1	1	0
C004_004_054	S004	S004	S054	0	1	1	1	1	1	1	0
C004_004_058	S004	S004	S058	0	2	2	1	1	1	1	0
C004_004_059	S004	S004	S059	0	2	2	1	1	1	1	0
C004_004_062	S004	S004	S062	0	2	2	1	1	1	1	0
C004_004_063	S004	S004	S063	0	2	2	1	1	1	1	0
C004_004_064	S004	S004	S064	0	2	2	1	1	1	1	0
C004_004_066	S004	S004	S066	0	2	2	1	1	1	1	0
C004_004_067	S004	S004	S067	0	2	2	1	1	1	1	0
C004_004_068	S004	S004	S068	0	2	2	1	1	1	1	0
C004_004_069	S004	S004	S069	0	2	2	1	1	1	1	0
C004_004_070	S004	S004	S070	0	2	2	1	1	1	1	0
C004_004_071	S004	S004	S071	0	2	2	1	1	1	1	0
C004_004_072	S004	S004	S072	0	2	2	1	1	1	1	0
C004_004_073	S004	S004	S073	0	2	2	1	1	1	1	0
C004_004_074	S004	S004	S074	0	2	2	1	1	1	1	0
C004_004_079	S004	S004	S079	0	1	1	1	1	1	1	0
C004_004_081	S004	S004	S081	0	2	2	1	1	1	1	0
C004_004_082	S004	S004	S082	0	2	2	1	1	1	1	0
C004_004_083	S004	S004	S083	0	2	2	1	1	1	1	0
C004_004_084	S004	S004	S084	0	2	2	1	1	1	1	0
C004_004_085	S004	S004	S085	0	2	2	1	1	1	1	0
C004_004_086	S004	S004	S086	0	2	2	1	1	1	1	0
C004_004_087	S004	S004	S087	0	2	2	1	1	1	1	0
C004_004_088	S004	S004	S088	0	2	2	1	1	1	1	0
C004_004_089	S004	S004	S089	0	2	2	1	1	1	1	0
C004_004_090	S004	S004	S090	0	2	2	1	1	1	1	0
C004_004_091	S004	S004	S091	0	2	2	1	1	1	1	0
C004_004_092	S004	S004	S092	0	2	2	1	1	1	1	0
C004_004_093	S004	S004	S093	0	2	2	1	1	1	1	0
C004_004_094	S004	S004	S094	0	2	2	1	1	1	1	0
C004_004_095	S004	S004	S095	0	2	2	1	1	1	1	0
C004_004_096	S004	S004	S096	0	2	2	1	1	1	1	0
C004_004_097	S004	S004	S097	0	2	2	1	1	1	1	0
C004_004_098	S004	S004	S098	0	2	2	1	1	1	1	0
C004_004_099	S004	S004	S099	0	2	2	1	1	1	1	0
C004_009_009	S004	S009	S009	1	0	1	1	1	1	1	0
C004_009_014	S004	S009	S014	1	1	1	1	1	1	1	0
C004_009_019	S004	S009	S019	1	1	1	1	1	1	1	0
C004_009_024	S004	S009	S024	1	1	1	1	1	1	1	0
C004_009_034	S004	S009	S034	1	1	2	1	1	1	1	0
C004_009_039	S004	S009	S039	1	2	2	1	1	1	1	0
C004_009_043	S004	S009	S043	1	2	2	1	1	1	1	0
C004_009_044	S004	S009	S044	1	2	2	1	1	1	1	0
C004_009_047	S004	S009	S047	1	2	2	1	1	1	1	0
C004_009_048	S004	S009	S048	1	2	2	1	1	1	1	0
C004_009_049	S004	S009	S049	1	2	2	1	1	1	1	0
C004_009_059	S004	S009	S059	1	1	2	1	1	1	1	0
C004_009_063	S004	S009	S063	1	2	2	1	1	1	1	0
C004_009_064	S004	S009	S064	1	2	2	1	1	1	1	0
C004_009_066	S004	S009	S066	1	1	2	1	1	1	1	0
C004_009_067	S004	S009	S067	1	2	2	1	1	1	1	0
C004_009_068	S004	S009	S068	1	2	2	1	1	1	1	0
C004_009_069	S004	S009	S069	1	2	2	1	1	1	1	0
C004_009_071	S004	S009	S071	1	2	2	1	1	1	1	0
C004_009_072	S004	S009	S072	1	2	2	1	1	1	1	0
C004_009_073	S004	S009	S073	1	2	2	1	1	1	1	0
C004_009_074	S004	S009	S074	1	2	2	1	1	1	1	0
C004_009_084	S004	S009	S084	1	1	2	1	1	1	1	0
