pair_id	source	target	T_source	L_source	beta_source	T_target	L_target	beta_target	gram_class	reverse_gram_class	R11	R12	R22	area_ratio	reciprocal_ratio	delta_beta
P022_072	S022	S072	4	5	0	2	5	0	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P022_073	S022	S073	4	5	0	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/5	1	1/2	1/2	1/2
P022_074	S022	S074	4	5	0	2	5	1	INCOMPARABLE	INCOMPARABLE	1/2	2/5	1	1/2	1/2	1
P022_075	S022	S075	4	5	0	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	1/5	1/20	5/4	-1
P022_076	S022	S076	4	5	0	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	1/5	1/20	5/4	-1/2
P022_077	S022	S077	4	5	0	1	1	0	INCOMPARABLE	INCOMPARABLE	1/4	0	1/5	1/20	5/4	0
P022_078	S022	S078	4	5	0	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/4	1/10	1/5	1/20	5/4	1/2
P022_079	S022	S079	4	5	0	1	1	1	INCOMPARABLE	INCOMPARABLE	1/4	1/5	1/5	1/20	5/4	1
P022_080	S022	S080	4	5	0	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	2/5	1/10	5/8	-1
P022_081	S022	S081	4	5	0	1	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	2/5	1/10	5/8	-1/2
P022_082	S022	S082	4	5	0	1	2	0	INCOMPARABLE	INCOMPARABLE	1/4	0	2/5	1/10	5/8	0
P022_083	S022	S083	4	5	0	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/4	1/10	2/5	1/10	5/8	1/2
P022_084	S022	S084	4	5	0	1	2	1	INCOMPARABLE	INCOMPARABLE	1/4	1/5	2/5	1/10	5/8	1
P022_085	S022	S085	4	5	0	1	3	-1	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	3/5	3/20	5/12	-1
P022_086	S022	S086	4	5	0	1	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	3/5	3/20	5/12	-1/2
P022_087	S022	S087	4	5	0	1	3	0	INCOMPARABLE	INCOMPARABLE	1/4	0	3/5	3/20	5/12	0
P022_088	S022	S088	4	5	0	1	3	1/2	INCOMPARABLE	INCOMPARABLE	1/4	1/10	3/5	3/20	5/12	1/2
P022_089	S022	S089	4	5	0	1	3	1	INCOMPARABLE	INCOMPARABLE	1/4	1/5	3/5	3/20	5/12	1
P022_090	S022	S090	4	5	0	1	4	-1	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	4/5	1/5	5/16	-1
P022_091	S022	S091	4	5	0	1	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	4/5	1/5	5/16	-1/2
P022_092	S022	S092	4	5	0	1	4	0	INCOMPARABLE	INCOMPARABLE	1/4	0	4/5	1/5	5/16	0
P022_093	S022	S093	4	5	0	1	4	1/2	INCOMPARABLE	INCOMPARABLE	1/4	1/10	4/5	1/5	5/16	1/2
P022_094	S022	S094	4	5	0	1	4	1	INCOMPARABLE	INCOMPARABLE	1/4	1/5	4/5	1/5	5/16	1
P022_095	S022	S095	4	5	0	1	5	-1	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	1	1/4	1/4	-1
P022_096	S022	S096	4	5	0	1	5	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	1	1/4	1/4	-1/2
P022_097	S022	S097	4	5	0	1	5	0	PSD_RANK_1	INCOMPARABLE	1/4	0	1	1/4	1/4	0
P022_098	S022	S098	4	5	0	1	5	1/2	INCOMPARABLE	INCOMPARABLE	1/4	1/10	1	1/4	1/4	1/2
P022_099	S022	S099	4	5	0	1	5	1	INCOMPARABLE	INCOMPARABLE	1/4	1/5	1	1/4	1/4	1
P023_000	S023	S000	4	5	1/2	4	1	-1	INCOMPARABLE	INCOMPARABLE	1	-6/5	1/5	1/5	5	-3/2
P023_001	S023	S001	4	5	1/2	4	1	-1/2	INCOMPARABLE	INCOMPARABLE	1	-4/5	1/5	1/5	5	-1
P023_002	S023	S002	4	5	1/2	4	1	0	INCOMPARABLE	INCOMPARABLE	1	-2/5	1/5	1/5	5	-1/2
P023_003	S023	S003	4	5	1/2	4	1	1/2	INCOMPARABLE	PSD_RANK_1	1	0	1/5	1/5	5	0
P023_004	S023	S004	4	5	1/2	4	1	1	INCOMPARABLE	INCOMPARABLE	1	2/5	1/5	1/5	5	1/2
P023_005	S023	S005	4	5	1/2	4	2	-1	INCOMPARABLE	INCOMPARABLE	1	-6/5	2/5	2/5	5/2	-3/2
P023_006	S023	S006	4	5	1/2	4	2	-1/2	INCOMPARABLE	INCOMPARABLE	1	-4/5	2/5	2/5	5/2	-1
P023_007	S023	S007	4	5	1/2	4	2	0	INCOMPARABLE	INCOMPARABLE	1	-2/5	2/5	2/5	5/2	-1/2
P023_008	S023	S008	4	5	1/2	4	2	1/2	INCOMPARABLE	PSD_RANK_1	1	0	2/5	2/5	5/2	0
P023_009	S023	S009	4	5	1/2	4	2	1	INCOMPARABLE	INCOMPARABLE	1	2/5	2/5	2/5	5/2	1/2
P023_010	S023	S010	4	5	1/2	4	3	-1	INCOMPARABLE	INCOMPARABLE	1	-6/5	3/5	3/5	5/3	-3/2
P023_011	S023	S011	4	5	1/2	4	3	-1/2	INCOMPARABLE	INCOMPARABLE	1	-4/5	3/5	3/5	5/3	-1
P023_012	S023	S012	4	5	1/2	4	3	0	INCOMPARABLE	INCOMPARABLE	1	-2/5	3/5	3/5	5/3	-1/2
P023_013	S023	S013	4	5	1/2	4	3	1/2	INCOMPARABLE	PSD_RANK_1	1	0	3/5	3/5	5/3	0
P023_014	S023	S014	4	5	1/2	4	3	1	INCOMPARABLE	INCOMPARABLE	1	2/5	3/5	3/5	5/3	1/2
P023_015	S023	S015	4	5	1/2	4	4	-1	INCOMPARABLE	INCOMPARABLE	1	-6/5	4/5	4/5	5/4	-3/2
P023_016	S023	S016	4	5	1/2	4	4	-1/2	INCOMPARABLE	INCOMPARABLE	1	-4/5	4/5	4/5	5/4	-1
P023_017	S023	S017	4	5	1/2	4	4	0	INCOMPARABLE	INCOMPARABLE	1	-2/5	4/5	4/5	5/4	-1/2
P023_018	S023	S018	4	5	1/2	4	4	1/2	INCOMPARABLE	PSD_RANK_1	1	0	4/5	4/5	5/4	0
P023_019	S023	S019	4	5	1/2	4	4	1	INCOMPARABLE	INCOMPARABLE	1	2/5	4/5	4/5	5/4	1/2
P023_020	S023	S020	4	5	1/2	4	5	-1	INCOMPARABLE	INCOMPARABLE	1	-6/5	1	1	1	-3/2
P023_021	S023	S021	4	5	1/2	4	5	-1/2	INCOMPARABLE	INCOMPARABLE	1	-4/5	1	1	1	-1
P023_022	S023	S022	4	5	1/2	4	5	0	INCOMPARABLE	INCOMPARABLE	1	-2/5	1	1	1	-1/2
P023_023	S023	S023	4	5	1/2	4	5	1/2	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P023_024	S023	S024	4	5	1/2	4	5	1	INCOMPARABLE	INCOMPARABLE	1	2/5	1	1	1	1/2
P023_025	S023	S025	4	5	1/2	3	1	-1	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	1/5	3/20	15/4	-3/2
P023_026	S023	S026	4	5	1/2	3	1	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	1/5	3/20	15/4	-1
P023_027	S023	S027	4	5	1/2	3	1	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	1/5	3/20	15/4	-1/2
P023_028	S023	S028	4	5	1/2	3	1	1/2	INCOMPARABLE	INCOMPARABLE	3/4	0	1/5	3/20	15/4	0
P023_029	S023	S029	4	5	1/2	3	1	1	INCOMPARABLE	INCOMPARABLE	3/4	3/10	1/5	3/20	15/4	1/2
P023_030	S023	S030	4	5	1/2	3	2	-1	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	2/5	3/10	15/8	-3/2
P023_031	S023	S031	4	5	1/2	3	2	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	2/5	3/10	15/8	-1
P023_032	S023	S032	4	5	1/2	3	2	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	2/5	3/10	15/8	-1/2
P023_033	S023	S033	4	5	1/2	3	2	1/2	INCOMPARABLE	INCOMPARABLE	3/4	0	2/5	3/10	15/8	0
P023_034	S023	S034	4	5	1/2	3	2	1	INCOMPARABLE	INCOMPARABLE	3/4	3/10	2/5	3/10	15/8	1/2
P023_035	S023	S035	4	5	1/2	3	3	-1	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	3/5	9/20	5/4	-3/2
P023_036	S023	S036	4	5	1/2	3	3	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	3/5	9/20	5/4	-1
P023_037	S023	S037	4	5	1/2	3	3	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	3/5	9/20	5/4	-1/2
P023_038	S023	S038	4	5	1/2	3	3	1/2	INCOMPARABLE	INCOMPARABLE	3/4	0	3/5	9/20	5/4	0
P023_039	S023	S039	4	5	1/2	3	3	1	INCOMPARABLE	INCOMPARABLE	3/4	3/10	3/5	9/20	5/4	1/2
P023_040	S023	S040	4	5	1/2	3	4	-1	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	4/5	3/5	15/16	-3/2
P023_041	S023	S041	4	5	1/2	3	4	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	4/5	3/5	15/16	-1
P023_042	S023	S042	4	5	1/2	3	4	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	4/5	3/5	15/16	-1/2
P023_043	S023	S043	4	5	1/2	3	4	1/2	INCOMPARABLE	INCOMPARABLE	3/4	0	4/5	3/5	15/16	0
P023_044	S023	S044	4	5	1/2	3	4	1	INCOMPARABLE	INCOMPARABLE	3/4	3/10	4/5	3/5	15/16	1/2
P023_045	S023	S045	4	5	1/2	3	5	-1	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	1	3/4	3/4	-3/2
P023_046	S023	S046	4	5	1/2	3	5	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	1	3/4	3/4	-1
P023_047	S023	S047	4	5	1/2	3	5	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	1	3/4	3/4	-1/2
P023_048	S023	S048	4	5	1/2	3	5	1/2	PSD_RANK_1	INCOMPARABLE	3/4	0	1	3/4	3/4	0
P023_049	S023	S049	4	5	1/2	3	5	1	INCOMPARABLE	INCOMPARABLE	3/4	3/10	1	3/4	3/4	1/2
P023_050	S023	S050	4	5	1/2	2	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	1/5	1/10	5/2	-3/2
P023_051	S023	S051	4	5	1/2	2	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	1/5	1/10	5/2	-1
P023_052	S023	S052	4	5	1/2	2	1	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	1/5	1/10	5/2	-1/2
P023_053	S023	S053	4	5	1/2	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	0	1/5	1/10	5/2	0
P023_054	S023	S054	4	5	1/2	2	1	1	INCOMPARABLE	INCOMPARABLE	1/2	1/5	1/5	1/10	5/2	1/2
P023_055	S023	S055	4	5	1/2	2	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	2/5	1/5	5/4	-3/2
P023_056	S023	S056	4	5	1/2	2	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	2/5	1/5	5/4	-1
P023_057	S023	S057	4	5	1/2	2	2	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	2/5	1/5	5/4	-1/2
P023_058	S023	S058	4	5	1/2	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	0	2/5	1/5	5/4	0
P023_059	S023	S059	4	5	1/2	2	2	1	INCOMPARABLE	INCOMPARABLE	1/2	1/5	2/5	1/5	5/4	1/2
P023_060	S023	S060	4	5	1/2	2	3	-1	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	3/5	3/10	5/6	-3/2
P023_061	S023	S061	4	5	1/2	2	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	3/5	3/10	5/6	-1
P023_062	S023	S062	4	5	1/2	2	3	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	3/5	3/10	5/6	-1/2
P023_063	S023	S063	4	5	1/2	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1/2	0	3/5	3/10	5/6	0
P023_064	S023	S064	4	5	1/2	2	3	1	INCOMPARABLE	INCOMPARABLE	1/2	1/5	3/5	3/10	5/6	1/2
P023_065	S023	S065	4	5	1/2	2	4	-1	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	4/5	2/5	5/8	-3/2
P023_066	S023	S066	4	5	1/2	2	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	4/5	2/5	5/8	-1
P023_067	S023	S067	4	5	1/2	2	4	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	4/5	2/5	5/8	-1/2
P023_068	S023	S068	4	5	1/2	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1/2	0	4/5	2/5	5/8	0
P023_069	S023	S069	4	5	1/2	2	4	1	INCOMPARABLE	INCOMPARABLE	1/2	1/5	4/5	2/5	5/8	1/2
P023_070	S023	S070	4	5	1/2	2	5	-1	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	1	1/2	1/2	-3/2
P023_071	S023	S071	4	5	1/2	2	5	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	1	1/2	1/2	-1
P023_072	S023	S072	4	5	1/2	2	5	0	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	1	1/2	1/2	-1/2
P023_073	S023	S073	4	5	1/2	2	5	1/2	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P023_074	S023	S074	4	5	1/2	2	5	1	INCOMPARABLE	INCOMPARABLE	1/2	1/5	1	1/2	1/2	1/2
P023_075	S023	S075	4	5	1/2	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	1/5	1/20	5/4	-3/2
P023_076	S023	S076	4	5	1/2	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	1/5	1/20	5/4	-1
P023_077	S023	S077	4	5	1/2	1	1	0	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	1/5	1/20	5/4	-1/2
P023_078	S023	S078	4	5	1/2	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/4	0	1/5	1/20	5/4	0
P023_079	S023	S079	4	5	1/2	1	1	1	INCOMPARABLE	INCOMPARABLE	1/4	1/10	1/5	1/20	5/4	1/2
P023_080	S023	S080	4	5	1/2	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	2/5	1/10	5/8	-3/2
P023_081	S023	S081	4	5	1/2	1	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	2/5	1/10	5/8	-1
P023_082	S023	S082	4	5	1/2	1	2	0	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	2/5	1/10	5/8	-1/2
P023_083	S023	S083	4	5	1/2	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/4	0	2/5	1/10	5/8	0
P023_084	S023	S084	4	5	1/2	1	2	1	INCOMPARABLE	INCOMPARABLE	1/4	1/10	2/5	1/10	5/8	1/2
P023_085	S023	S085	4	5	1/2	1	3	-1	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	3/5	3/20	5/12	-3/2
P023_086	S023	S086	4	5	1/2	1	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	3/5	3/20	5/12	-1
P023_087	S023	S087	4	5	1/2	1	3	0	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	3/5	3/20	5/12	-1/2
P023_088	S023	S088	4	5	1/2	1	3	1/2	INCOMPARABLE	INCOMPARABLE	1/4	0	3/5	3/20	5/12	0
P023_089	S023	S089	4	5	1/2	1	3	1	INCOMPARABLE	INCOMPARABLE	1/4	1/10	3/5	3/20	5/12	1/2
P023_090	S023	S090	4	5	1/2	1	4	-1	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	4/5	1/5	5/16	-3/2
P023_091	S023	S091	4	5	1/2	1	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	4/5	1/5	5/16	-1
P023_092	S023	S092	4	5	1/2	1	4	0	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	4/5	1/5	5/16	-1/2
P023_093	S023	S093	4	5	1/2	1	4	1/2	INCOMPARABLE	INCOMPARABLE	1/4	0	4/5	1/5	5/16	0
P023_094	S023	S094	4	5	1/2	1	4	1	INCOMPARABLE	INCOMPARABLE	1/4	1/10	4/5	1/5	5/16	1/2
P023_095	S023	S095	4	5	1/2	1	5	-1	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	1	1/4	1/4	-3/2
P023_096	S023	S096	4	5	1/2	1	5	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-1/5	1	1/4	1/4	-1
P023_097	S023	S097	4	5	1/2	1	5	0	INCOMPARABLE	INCOMPARABLE	1/4	-1/10	1	1/4	1/4	-1/2
P023_098	S023	S098	4	5	1/2	1	5	1/2	PSD_RANK_1	INCOMPARABLE	1/4	0	1	1/4	1/4	0
P023_099	S023	S099	4	5	1/2	1	5	1	INCOMPARABLE	INCOMPARABLE	1/4	1/10	1	1/4	1/4	1/2
P024_000	S024	S000	4	5	1	4	1	-1	INCOMPARABLE	INCOMPARABLE	1	-8/5	1/5	1/5	5	-2
P024_001	S024	S001	4	5	1	4	1	-1/2	INCOMPARABLE	INCOMPARABLE	1	-6/5	1/5	1/5	5	-3/2
P024_002	S024	S002	4	5	1	4	1	0	INCOMPARABLE	INCOMPARABLE	1	-4/5	1/5	1/5	5	-1
P024_003	S024	S003	4	5	1	4	1	1/2	INCOMPARABLE	INCOMPARABLE	1	-2/5	1/5	1/5	5	-1/2
P024_004	S024	S004	4	5	1	4	1	1	INCOMPARABLE	PSD_RANK_1	1	0	1/5	1/5	5	0
P024_005	S024	S005	4	5	1	4	2	-1	INCOMPARABLE	INCOMPARABLE	1	-8/5	2/5	2/5	5/2	-2
P024_006	S024	S006	4	5	1	4	2	-1/2	INCOMPARABLE	INCOMPARABLE	1	-6/5	2/5	2/5	5/2	-3/2
P024_007	S024	S007	4	5	1	4	2	0	INCOMPARABLE	INCOMPARABLE	1	-4/5	2/5	2/5	5/2	-1
P024_008	S024	S008	4	5	1	4	2	1/2	INCOMPARABLE	INCOMPARABLE	1	-2/5	2/5	2/5	5/2	-1/2
P024_009	S024	S009	4	5	1	4	2	1	INCOMPARABLE	PSD_RANK_1	1	0	2/5	2/5	5/2	0
P024_010	S024	S010	4	5	1	4	3	-1	INCOMPARABLE	INCOMPARABLE	1	-8/5	3/5	3/5	5/3	-2
P024_011	S024	S011	4	5	1	4	3	-1/2	INCOMPARABLE	INCOMPARABLE	1	-6/5	3/5	3/5	5/3	-3/2
P024_012	S024	S012	4	5	1	4	3	0	INCOMPARABLE	INCOMPARABLE	1	-4/5	3/5	3/5	5/3	-1
P024_013	S024	S013	4	5	1	4	3	1/2	INCOMPARABLE	INCOMPARABLE	1	-2/5	3/5	3/5	5/3	-1/2
P024_014	S024	S014	4	5	1	4	3	1	INCOMPARABLE	PSD_RANK_1	1	0	3/5	3/5	5/3	0
P024_015	S024	S015	4	5	1	4	4	-1	INCOMPARABLE	INCOMPARABLE	1	-8/5	4/5	4/5	5/4	-2
P024_016	S024	S016	4	5	1	4	4	-1/2	INCOMPARABLE	INCOMPARABLE	1	-6/5	4/5	4/5	5/4	-3/2
P024_017	S024	S017	4	5	1	4	4	0	INCOMPARABLE	INCOMPARABLE	1	-4/5	4/5	4/5	5/4	-1
P024_018	S024	S018	4	5	1	4	4	1/2	INCOMPARABLE	INCOMPARABLE	1	-2/5	4/5	4/5	5/4	-1/2
P024_019	S024	S019	4	5	1	4	4	1	INCOMPARABLE	PSD_RANK_1	1	0	4/5	4/5	5/4	0
P024_020	S024	S020	4	5	1	4	5	-1	INCOMPARABLE	INCOMPARABLE	1	-8/5	1	1	1	-2
P024_021	S024	S021	4	5	1	4	5	-1/2	INCOMPARABLE	INCOMPARABLE	1	-6/5	1	1	1	-3/2
P024_022	S024	S022	4	5	1	4	5	0	INCOMPARABLE	INCOMPARABLE	1	-4/5	1	1	1	-1
P024_023	S024	S023	4	5	1	4	5	1/2	INCOMPARABLE	INCOMPARABLE	1	-2/5	1	1	1	-1/2
P024_024	S024	S024	4	5	1	4	5	1	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P024_025	S024	S025	4	5	1	3	1	-1	INCOMPARABLE	INCOMPARABLE	3/4	-6/5	1/5	3/20	15/4	-2
P024_026	S024	S026	4	5	1	3	1	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	1/5	3/20	15/4	-3/2
P024_027	S024	S027	4	5	1	3	1	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	1/5	3/20	15/4	-1
P024_028	S024	S028	4	5	1	3	1	1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	1/5	3/20	15/4	-1/2
P024_029	S024	S029	4	5	1	3	1	1	INCOMPARABLE	INCOMPARABLE	3/4	0	1/5	3/20	15/4	0
P024_030	S024	S030	4	5	1	3	2	-1	INCOMPARABLE	INCOMPARABLE	3/4	-6/5	2/5	3/10	15/8	-2
P024_031	S024	S031	4	5	1	3	2	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	2/5	3/10	15/8	-3/2
P024_032	S024	S032	4	5	1	3	2	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	2/5	3/10	15/8	-1
P024_033	S024	S033	4	5	1	3	2	1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	2/5	3/10	15/8	-1/2
P024_034	S024	S034	4	5	1	3	2	1	INCOMPARABLE	INCOMPARABLE	3/4	0	2/5	3/10	15/8	0
P024_035	S024	S035	4	5	1	3	3	-1	INCOMPARABLE	INCOMPARABLE	3/4	-6/5	3/5	9/20	5/4	-2
P024_036	S024	S036	4	5	1	3	3	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	3/5	9/20	5/4	-3/2
P024_037	S024	S037	4	5	1	3	3	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	3/5	9/20	5/4	-1
P024_038	S024	S038	4	5	1	3	3	1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	3/5	9/20	5/4	-1/2
P024_039	S024	S039	4	5	1	3	3	1	INCOMPARABLE	INCOMPARABLE	3/4	0	3/5	9/20	5/4	0
P024_040	S024	S040	4	5	1	3	4	-1	INCOMPARABLE	INCOMPARABLE	3/4	-6/5	4/5	3/5	15/16	-2
P024_041	S024	S041	4	5	1	3	4	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	4/5	3/5	15/16	-3/2
P024_042	S024	S042	4	5	1	3	4	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	4/5	3/5	15/16	-1
P024_043	S024	S043	4	5	1	3	4	1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	4/5	3/5	15/16	-1/2
P024_044	S024	S044	4	5	1	3	4	1	INCOMPARABLE	INCOMPARABLE	3/4	0	4/5	3/5	15/16	0
P024_045	S024	S045	4	5	1	3	5	-1	INCOMPARABLE	INCOMPARABLE	3/4	-6/5	1	3/4	3/4	-2
P024_046	S024	S046	4	5	1	3	5	-1/2	INCOMPARABLE	INCOMPARABLE	3/4	-9/10	1	3/4	3/4	-3/2
P024_047	S024	S047	4	5	1	3	5	0	INCOMPARABLE	INCOMPARABLE	3/4	-3/5	1	3/4	3/4	-1
P024_048	S024	S048	4	5	1	3	5	1/2	INCOMPARABLE	INCOMPARABLE	3/4	-3/10	1	3/4	3/4	-1/2
P024_049	S024	S049	4	5	1	3	5	1	PSD_RANK_1	INCOMPARABLE	3/4	0	1	3/4	3/4	0
P024_050	S024	S050	4	5	1	2	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	-4/5	1/5	1/10	5/2	-2
P024_051	S024	S051	4	5	1	2	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	1/5	1/10	5/2	-3/2
P024_052	S024	S052	4	5	1	2	1	0	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	1/5	1/10	5/2	-1
P024_053	S024	S053	4	5	1	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	1/5	1/10	5/2	-1/2
P024_054	S024	S054	4	5	1	2	1	1	INCOMPARABLE	INCOMPARABLE	1/2	0	1/5	1/10	5/2	0
P024_055	S024	S055	4	5	1	2	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	-4/5	2/5	1/5	5/4	-2
P024_056	S024	S056	4	5	1	2	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	2/5	1/5	5/4	-3/2
P024_057	S024	S057	4	5	1	2	2	0	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	2/5	1/5	5/4	-1
P024_058	S024	S058	4	5	1	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	2/5	1/5	5/4	-1/2
P024_059	S024	S059	4	5	1	2	2	1	INCOMPARABLE	INCOMPARABLE	1/2	0	2/5	1/5	5/4	0
P024_060	S024	S060	4	5	1	2	3	-1	INCOMPARABLE	INCOMPARABLE	1/2	-4/5	3/5	3/10	5/6	-2
P024_061	S024	S061	4	5	1	2	3	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	3/5	3/10	5/6	-3/2
P024_062	S024	S062	4	5	1	2	3	0	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	3/5	3/10	5/6	-1
P024_063	S024	S063	4	5	1	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	3/5	3/10	5/6	-1/2
P024_064	S024	S064	4	5	1	2	3	1	INCOMPARABLE	INCOMPARABLE	1/2	0	3/5	3/10	5/6	0
P024_065	S024	S065	4	5	1	2	4	-1	INCOMPARABLE	INCOMPARABLE	1/2	-4/5	4/5	2/5	5/8	-2
P024_066	S024	S066	4	5	1	2	4	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	4/5	2/5	5/8	-3/2
P024_067	S024	S067	4	5	1	2	4	0	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	4/5	2/5	5/8	-1
P024_068	S024	S068	4	5	1	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	4/5	2/5	5/8	-1/2
P024_069	S024	S069	4	5	1	2	4	1	INCOMPARABLE	INCOMPARABLE	1/2	0	4/5	2/5	5/8	0
P024_070	S024	S070	4	5	1	2	5	-1	INCOMPARABLE	INCOMPARABLE	1/2	-4/5	1	1/2	1/2	-2
P024_071	S024	S071	4	5	1	2	5	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-3/5	1	1/2	1/2	-3/2
P024_072	S024	S072	4	5	1	2	5	0	INCOMPARABLE	INCOMPARABLE	1/2	-2/5	1	1/2	1/2	-1
P024_073	S024	S073	4	5	1	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/5	1	1/2	1/2	-1/2
P024_074	S024	S074	4	5	1	2	5	1	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P024_075	S024	S075	4	5	1	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/4	-2/5	1/5	1/20	5/4	-2
P024_076	S024	S076	4	5	1	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/4	-3/10	1/5	1/20	5/4	-3/2
