path	group	buckets	bucket_count	qualifying_group
c2_open_path_checkpoint_continuation_2026-07-20/EXTENDED_PATH_CENSUS.tsv	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/EXTENDED_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/LAY_DECISION_TREE.md	c2_open_path_checkpoint_continuation_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_open_path_checkpoint_continuation_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_open_path_checkpoint_continuation_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
c2_open_path_checkpoint_continuation_2026-07-20/OFFICIAL_EXTENDED_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/PATH_STATUS_LEDGER.tsv	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/PREREGISTRATION.md	c2_open_path_checkpoint_continuation_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_open_path_checkpoint_continuation_2026-07-20/PRESOLVE_IMPLEMENTATION_NOTE.md	c2_open_path_checkpoint_continuation_2026-07-20	B5_JOINT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/RAW_EXTENDED_PATHS.json	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/REPOSITORY_GATES.json	c2_open_path_checkpoint_continuation_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_open_path_checkpoint_continuation_2026-07-20/STATUS_LEDGER.tsv	c2_open_path_checkpoint_continuation_2026-07-20	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
c2_open_path_checkpoint_continuation_2026-07-20/SUMMARY_RESULT.json	c2_open_path_checkpoint_continuation_2026-07-20	B5_JOINT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/TEST_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	B5_JOINT	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/VERIFIER_CORRECTION_NOTE.md	c2_open_path_checkpoint_continuation_2026-07-20	B4_GLOBAL	1	YES
c2_open_path_checkpoint_continuation_2026-07-20/continue_open_checkpoints.py	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT;B5_JOINT	2	YES
c2_open_path_checkpoint_continuation_2026-07-20/summarize_extended.py	c2_open_path_checkpoint_continuation_2026-07-20	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
c2_open_path_checkpoint_continuation_2026-07-20/verify_extended.py	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT;B5_JOINT	2	YES
c2_open_path_checkpoint_continuation_2026-07-20/verify_repository_gates.py	c2_open_path_checkpoint_continuation_2026-07-20	B3_LIFT;B5_JOINT	2	YES
c2_reciprocal_transverse_twist_jacobi_2026-07-20/AUDIT_REPORT.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/COMMANDS.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B5_JOINT	2	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/COMPLETENESS_MAP.tsv	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/DERIVATION_RESULT.json	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING	1	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/LAY_DECISION_TREE.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/PACKAGE_VERIFICATION.json	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B5_JOINT	2	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/PREREGISTRATION.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/REPOSITORY_GATES.json	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/SHA256SUMS.txt	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B5_JOINT	1	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/SOURCE_LINEAGE.tsv	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/STATUS_LEDGER.tsv	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/VERIFICATION_PROFILE_REGISTRATION.md	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B5_JOINT	1	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/VERIFICATION_RESULT.json	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING	1	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/derive_twist_jacobi.py	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING	1	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/verify_package.py	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B5_JOINT	2	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/verify_repository_gates.py	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_reciprocal_transverse_twist_jacobi_2026-07-20/verify_twist_jacobi.py	c2_reciprocal_transverse_twist_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/AUDIT_REPORT.md	c2_rigidity_three_route_zoomout_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/CATCH_PROOFS.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/COMPLETENESS_SCOPE.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/COUNTERMODEL_LEDGER.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_rigidity_three_route_zoomout_2026-07-20/DEPENDENCY_EDGES.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/DERIVATION_RESULT.json	c2_rigidity_three_route_zoomout_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/DERIVATION_TRANSCRIPT.txt	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/EXECUTION_LEDGER.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/EXECUTION_RESULT.json	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/ISOLATED_VERIFICATION_TRANSCRIPT.txt	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/LAY_DECISION_TREE.md	c2_rigidity_three_route_zoomout_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_rigidity_three_route_zoomout_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/PREREGISTRATION.md	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/REPOSITORY_GATES.json	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_rigidity_three_route_zoomout_2026-07-20/ROUTE_COMPARISON.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_rigidity_three_route_zoomout_2026-07-20/SCALE_HOMOGENEITY.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B3_LIFT;B5_JOINT	2	NO
c2_rigidity_three_route_zoomout_2026-07-20/SHA256SUMS.txt	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/SOURCE_ADJUDICATION.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/SOURCE_CENSUS.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_rigidity_three_route_zoomout_2026-07-20/STATUS_LEDGER.tsv	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/TEST_TRANSCRIPT.txt	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/VERIFICATION_RESULT.json	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/VERIFICATION_TRANSCRIPT.txt	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/build_source_adjudication.py	c2_rigidity_three_route_zoomout_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_rigidity_three_route_zoomout_2026-07-20/build_source_census.py	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/derive_three_route_zoomout.py	c2_rigidity_three_route_zoomout_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
c2_rigidity_three_route_zoomout_2026-07-20/run_audit_replays.py	c2_rigidity_three_route_zoomout_2026-07-20	B5_JOINT	1	NO
c2_rigidity_three_route_zoomout_2026-07-20/verify_repository_gates.py	c2_rigidity_three_route_zoomout_2026-07-20	B3_LIFT;B5_JOINT	2	NO
c2_rigidity_three_route_zoomout_2026-07-20/verify_three_route_zoomout.py	c2_rigidity_three_route_zoomout_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_time_fiber_shift_jacobi_2026-07-20/AUDIT_REPORT.md	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/CANDIDATE_BRANCHES.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/CATCH_PROOFS.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/COMPLETENESS_SCOPE.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/DERIVATION_RESULT.json	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/EQUATION_LEDGER.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/EXECUTION_LEDGER.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/EXECUTION_RESULT.json	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/LAY_DECISION_TREE.md	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/PREREGISTRATION.md	c2_time_fiber_shift_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_time_fiber_shift_jacobi_2026-07-20/REPOSITORY_GATES.json	c2_time_fiber_shift_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_time_fiber_shift_jacobi_2026-07-20/SHA256SUMS.txt	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/SOURCE_ADJUDICATION.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_time_fiber_shift_jacobi_2026-07-20/SOURCE_CENSUS.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_time_fiber_shift_jacobi_2026-07-20/STATUS_LEDGER.tsv	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/TEST_TRANSCRIPT.txt	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/VERIFICATION_RESULT.json	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/build_source_adjudication.py	c2_time_fiber_shift_jacobi_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_time_fiber_shift_jacobi_2026-07-20/build_source_census.py	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/derive_c2_time_fiber_shift.py	c2_time_fiber_shift_jacobi_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
c2_time_fiber_shift_jacobi_2026-07-20/run_audit_replays.py	c2_time_fiber_shift_jacobi_2026-07-20	B5_JOINT	1	NO
c2_time_fiber_shift_jacobi_2026-07-20/verify_c2_time_fiber_shift.py	c2_time_fiber_shift_jacobi_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_time_fiber_shift_jacobi_2026-07-20/verify_repository_gates.py	c2_time_fiber_shift_jacobi_2026-07-20	B3_LIFT;B5_JOINT	2	NO
c2_transverse_coframe_closure_2026-07-20/ANGULAR_INTEGRATION_WEIGHT_CORRECTION.md	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/AUDIT_REPORT.md	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_transverse_coframe_closure_2026-07-20/BACKGROUND_CLOSURE.json	c2_transverse_coframe_closure_2026-07-20	B2_DEPTH;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/CLOSURE_ANALYSIS.json	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/COMMANDS.md	c2_transverse_coframe_closure_2026-07-20	B5_JOINT	1	YES
c2_transverse_coframe_closure_2026-07-20/COMPLETENESS_MAP.tsv	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
c2_transverse_coframe_closure_2026-07-20/GAUGE_STRUCTURE.json	c2_transverse_coframe_closure_2026-07-20	B3_LIFT;B4_GLOBAL	2	YES
c2_transverse_coframe_closure_2026-07-20/GENERAL_TWIST_TIMEOUT.md	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/LAY_DECISION_TREE.md	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
c2_transverse_coframe_closure_2026-07-20/PACKAGE_VERIFICATION.json	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/PREREGISTRATION.md	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_transverse_coframe_closure_2026-07-20/RADIAL_SHEAR_VARIATION_DOMAIN_CORRECTION.md	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/REPOSITORY_GATES.json	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_transverse_coframe_closure_2026-07-20/SHA256SUMS.txt	c2_transverse_coframe_closure_2026-07-20	B5_JOINT	1	YES
c2_transverse_coframe_closure_2026-07-20/SOURCE_LINEAGE.tsv	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
c2_transverse_coframe_closure_2026-07-20/STATUS_LEDGER.tsv	c2_transverse_coframe_closure_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
c2_transverse_coframe_closure_2026-07-20/analyze_closure.py	c2_transverse_coframe_closure_2026-07-20	B4_GLOBAL;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/derive_gauge_structure.py	c2_transverse_coframe_closure_2026-07-20	B3_LIFT;B4_GLOBAL	2	YES
c2_transverse_coframe_closure_2026-07-20/derive_transverse_background.py	c2_transverse_coframe_closure_2026-07-20	B2_DEPTH;B5_JOINT	2	YES
c2_transverse_coframe_closure_2026-07-20/derive_transverse_twist.py	c2_transverse_coframe_closure_2026-07-20	B5_JOINT	1	YES
c2_transverse_coframe_closure_2026-07-20/verify_package.py	c2_transverse_coframe_closure_2026-07-20	B2_DEPTH;B4_GLOBAL;B5_JOINT	3	YES
c2_transverse_coframe_closure_2026-07-20/verify_repository_gates.py	c2_transverse_coframe_closure_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
c2_transverse_coframe_closure_2026-07-20/verify_transverse_coframe.py	c2_transverse_coframe_closure_2026-07-20	B3_LIFT;B5_JOINT	2	YES
c2_variable_lapse_selector_2026-07-20/AUDIT_REPORT.md	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/CANDIDATE_BRANCHES.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/DERIVATION_RESULT.json	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/EQUATION_LEDGER.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/EXECUTION_LEDGER.tsv	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/EXECUTION_RESULT.json	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/LAY_DECISION_TREE.md	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_variable_lapse_selector_2026-07-20	B4_GLOBAL;B5_JOINT	2	NO
c2_variable_lapse_selector_2026-07-20/PREREGISTRATION.md	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/REPOSITORY_GATES.json	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/SHA256SUMS.txt	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/SOURCE_CENSUS.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/STATUS_LEDGER.tsv	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/TEST_TRANSCRIPT.txt	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/build_source_adjudication.py	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/build_source_census.py	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
c2_variable_lapse_selector_2026-07-20/derive_c2_variable_lapse.py	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/run_audit_replays.py	c2_variable_lapse_selector_2026-07-20	B5_JOINT	1	NO
c2_variable_lapse_selector_2026-07-20/verify_c2_variable_lapse.py	c2_variable_lapse_selector_2026-07-20	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
c2_variable_lapse_selector_2026-07-20/verify_repository_gates.py	c2_variable_lapse_selector_2026-07-20	B3_LIFT;B5_JOINT	2	NO
cascade_bv10_E3_bottom.py	ROOT::cascade_bv10_E3_bottom.py	B3_LIFT	1	NO
cascade_bv10_assembly.py	ROOT::cascade_bv10_assembly.py	B3_LIFT;B5_JOINT	2	NO
cascade_bv10_cas.py	ROOT::cascade_bv10_cas.py	B5_JOINT	1	NO
cascade_bv11_lib.py	ROOT::cascade_bv11_lib.py	B3_LIFT;B4_GLOBAL	2	NO
cascade_bv11_v1_root.py	ROOT::cascade_bv11_v1_root.py	B4_GLOBAL	1	NO
cascade_bv11_v3_cap.py	ROOT::cascade_bv11_v3_cap.py	B4_GLOBAL	1	NO
cascade_bv11_v4_cas.py	ROOT::cascade_bv11_v4_cas.py	B3_LIFT;B5_JOINT	2	NO
cascade_bv13_backgrounds.py	ROOT::cascade_bv13_backgrounds.py	B3_LIFT	1	NO
cascade_bv13_matrices.py	ROOT::cascade_bv13_matrices.py	B5_JOINT	1	NO
cascade_bv13_matrices2.py	ROOT::cascade_bv13_matrices2.py	B3_LIFT	1	NO
cascade_bv13_vhat_probe.py	ROOT::cascade_bv13_vhat_probe.py	B5_JOINT	1	NO
cascade_bv13_w1_classes.py	ROOT::cascade_bv13_w1_classes.py	B5_JOINT	1	NO
cascade_bv13_w1_machinery.py	ROOT::cascade_bv13_w1_machinery.py	B5_JOINT	1	NO
cascade_bv13_w2_w3cas.py	ROOT::cascade_bv13_w2_w3cas.py	B5_JOINT	1	NO
cascade_bv13_w5_homothety.py	ROOT::cascade_bv13_w5_homothety.py	B3_LIFT	1	NO
cascade_bv14_lib.py	ROOT::cascade_bv14_lib.py	B3_LIFT	1	NO
cascade_bv14_shoot.py	ROOT::cascade_bv14_shoot.py	B3_LIFT;B4_GLOBAL	2	NO
cascade_bv14_spare_a_sens.py	ROOT::cascade_bv14_spare_a_sens.py	B3_LIFT	1	NO
cascade_bv14_summary.py	ROOT::cascade_bv14_summary.py	B3_LIFT;B4_GLOBAL	2	NO
cascade_bv14_validate.py	ROOT::cascade_bv14_validate.py	B3_LIFT;B4_GLOBAL	2	NO
cascade_bv15_bg.py	ROOT::cascade_bv15_bg.py	B3_LIFT	1	NO
cascade_bv15_x1_ladder.py	ROOT::cascade_bv15_x1_ladder.py	B3_LIFT	1	NO
cascade_bv15_x2_anatomy.py	ROOT::cascade_bv15_x2_anatomy.py	B3_LIFT;B5_JOINT	2	NO
cascade_bv15_x3_c2.py	ROOT::cascade_bv15_x3_c2.py	B3_LIFT	1	NO
cascade_bv15_x3_ray.py	ROOT::cascade_bv15_x3_ray.py	B3_LIFT	1	NO
cascade_bv16_cas.py	ROOT::cascade_bv16_cas.py	B3_LIFT	1	NO
cascade_bv16_rungs.py	ROOT::cascade_bv16_rungs.py	B5_JOINT	1	NO
cascade_bv5_c1_scan.py	ROOT::cascade_bv5_c1_scan.py	B3_LIFT	1	NO
cascade_bv5_c1c2c3_roots.py	ROOT::cascade_bv5_c1c2c3_roots.py	B3_LIFT	1	NO
cascade_bv5_c4_bigN.py	ROOT::cascade_bv5_c4_bigN.py	B3_LIFT	1	NO
cascade_bv5_c4_refine.py	ROOT::cascade_bv5_c4_refine.py	B3_LIFT	1	NO
cascade_bv5_common.py	ROOT::cascade_bv5_common.py	B3_LIFT	1	NO
cascade_bv6_lib.py	ROOT::cascade_bv6_lib.py	B4_GLOBAL	1	NO
cascade_bv7_core.py	ROOT::cascade_bv7_core.py	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
cascade_bv7_validate.py	ROOT::cascade_bv7_validate.py	B3_LIFT;B4_GLOBAL	2	NO
cascade_bv8_falsifiers.py	ROOT::cascade_bv8_falsifiers.py	B3_LIFT	1	NO
cascade_bv9_cas.py	ROOT::cascade_bv9_cas.py	B3_LIFT;B5_JOINT	2	NO
cascade_bv9_fluxlaw_char.py	ROOT::cascade_bv9_fluxlaw_char.py	B3_LIFT	1	NO
cascade_bv9_reshoot.py	ROOT::cascade_bv9_reshoot.py	B3_LIFT	1	NO
cascade_bv9_reshoot_Z1.py	ROOT::cascade_bv9_reshoot_Z1.py	B3_LIFT	1	NO
cascade_bv9_tables.py	ROOT::cascade_bv9_tables.py	B3_LIFT;B5_JOINT	2	NO
cascade_characterization_miniMAP.md	ROOT::cascade_characterization_miniMAP.md	B4_GLOBAL;B5_JOINT	2	NO
cascade_lemD_bessel.py	ROOT::cascade_lemD_bessel.py	B3_LIFT;B5_JOINT	2	NO
