source_id	path	group	affirmative_terms	conditional_terms	open_terms	joint_terms	review_scope
S0354	c2_open_path_checkpoint_continuation_2026-07-20/EXECUTION_LEDGER.tsv	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0355	c2_open_path_checkpoint_continuation_2026-07-20/EXTENDED_PATH_CENSUS.tsv	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0356	c2_open_path_checkpoint_continuation_2026-07-20/EXTENDED_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0357	c2_open_path_checkpoint_continuation_2026-07-20/LAY_DECISION_TREE.md	c2_open_path_checkpoint_continuation_2026-07-20	2	1	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0358	c2_open_path_checkpoint_continuation_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_open_path_checkpoint_continuation_2026-07-20	4	3	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0359	c2_open_path_checkpoint_continuation_2026-07-20/OFFICIAL_EXTENDED_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0360	c2_open_path_checkpoint_continuation_2026-07-20/PATH_STATUS_LEDGER.tsv	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0361	c2_open_path_checkpoint_continuation_2026-07-20/PREREGISTRATION.md	c2_open_path_checkpoint_continuation_2026-07-20	0	4	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0362	c2_open_path_checkpoint_continuation_2026-07-20/PRESOLVE_IMPLEMENTATION_NOTE.md	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0363	c2_open_path_checkpoint_continuation_2026-07-20/RAW_EXTENDED_PATHS.json	c2_open_path_checkpoint_continuation_2026-07-20	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0364	c2_open_path_checkpoint_continuation_2026-07-20/REPOSITORY_GATES.json	c2_open_path_checkpoint_continuation_2026-07-20	0	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0365	c2_open_path_checkpoint_continuation_2026-07-20/SOURCE_LINEAGE.tsv	c2_open_path_checkpoint_continuation_2026-07-20	0	2	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0366	c2_open_path_checkpoint_continuation_2026-07-20/STATUS_LEDGER.tsv	c2_open_path_checkpoint_continuation_2026-07-20	0	0	6	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0367	c2_open_path_checkpoint_continuation_2026-07-20/SUMMARY_RESULT.json	c2_open_path_checkpoint_continuation_2026-07-20	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0368	c2_open_path_checkpoint_continuation_2026-07-20/TEST_TRANSCRIPT.txt	c2_open_path_checkpoint_continuation_2026-07-20	0	10	84	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0369	c2_open_path_checkpoint_continuation_2026-07-20/VERIFIER_CORRECTION_NOTE.md	c2_open_path_checkpoint_continuation_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0370	c2_open_path_checkpoint_continuation_2026-07-20/continue_open_checkpoints.py	c2_open_path_checkpoint_continuation_2026-07-20	4	0	4	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0371	c2_open_path_checkpoint_continuation_2026-07-20/summarize_extended.py	c2_open_path_checkpoint_continuation_2026-07-20	0	0	9	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0372	c2_open_path_checkpoint_continuation_2026-07-20/verify_extended.py	c2_open_path_checkpoint_continuation_2026-07-20	2	0	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0373	c2_open_path_checkpoint_continuation_2026-07-20/verify_repository_gates.py	c2_open_path_checkpoint_continuation_2026-07-20	0	0	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0374	c2_transverse_coframe_closure_2026-07-20/ANGULAR_INTEGRATION_WEIGHT_CORRECTION.md	c2_transverse_coframe_closure_2026-07-20	2	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0375	c2_transverse_coframe_closure_2026-07-20/AUDIT_REPORT.md	c2_transverse_coframe_closure_2026-07-20	3	3	2	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0376	c2_transverse_coframe_closure_2026-07-20/BACKGROUND_CLOSURE.json	c2_transverse_coframe_closure_2026-07-20	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0377	c2_transverse_coframe_closure_2026-07-20/CLOSURE_ANALYSIS.json	c2_transverse_coframe_closure_2026-07-20	0	0	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0378	c2_transverse_coframe_closure_2026-07-20/COMMANDS.md	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0379	c2_transverse_coframe_closure_2026-07-20/COMPLETENESS_MAP.tsv	c2_transverse_coframe_closure_2026-07-20	3	0	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0380	c2_transverse_coframe_closure_2026-07-20/GAUGE_STRUCTURE.json	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0381	c2_transverse_coframe_closure_2026-07-20/GENERAL_TWIST_TIMEOUT.md	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0382	c2_transverse_coframe_closure_2026-07-20/LAY_DECISION_TREE.md	c2_transverse_coframe_closure_2026-07-20	1	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0383	c2_transverse_coframe_closure_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c2_transverse_coframe_closure_2026-07-20	2	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0384	c2_transverse_coframe_closure_2026-07-20/PACKAGE_VERIFICATION.json	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0385	c2_transverse_coframe_closure_2026-07-20/PREREGISTRATION.md	c2_transverse_coframe_closure_2026-07-20	3	5	4	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0386	c2_transverse_coframe_closure_2026-07-20/RADIAL_SHEAR_VARIATION_DOMAIN_CORRECTION.md	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0387	c2_transverse_coframe_closure_2026-07-20/REPOSITORY_GATES.json	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0388	c2_transverse_coframe_closure_2026-07-20/SHA256SUMS.txt	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0389	c2_transverse_coframe_closure_2026-07-20/SOURCE_LINEAGE.tsv	c2_transverse_coframe_closure_2026-07-20	0	0	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0390	c2_transverse_coframe_closure_2026-07-20/STATUS_LEDGER.tsv	c2_transverse_coframe_closure_2026-07-20	12	3	4	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0391	c2_transverse_coframe_closure_2026-07-20/analyze_closure.py	c2_transverse_coframe_closure_2026-07-20	0	0	1	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0392	c2_transverse_coframe_closure_2026-07-20/derive_gauge_structure.py	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0393	c2_transverse_coframe_closure_2026-07-20/derive_transverse_background.py	c2_transverse_coframe_closure_2026-07-20	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0394	c2_transverse_coframe_closure_2026-07-20/derive_transverse_twist.py	c2_transverse_coframe_closure_2026-07-20	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0395	c2_transverse_coframe_closure_2026-07-20/verify_package.py	c2_transverse_coframe_closure_2026-07-20	4	0	3	6	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0396	c2_transverse_coframe_closure_2026-07-20/verify_repository_gates.py	c2_transverse_coframe_closure_2026-07-20	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0397	c2_transverse_coframe_closure_2026-07-20/verify_transverse_coframe.py	c2_transverse_coframe_closure_2026-07-20	8	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0398	invariant_reciprocal_causal_flow_2026-07-18/ADVERSARIAL_AUDIT.md	invariant_reciprocal_causal_flow_2026-07-18	0	0	0	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0399	invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_REPORT.md	invariant_reciprocal_causal_flow_2026-07-18	4	5	5	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0400	invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_RESULT.json	invariant_reciprocal_causal_flow_2026-07-18	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0401	invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_TRANSCRIPT.txt	invariant_reciprocal_causal_flow_2026-07-18	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0402	invariant_reciprocal_causal_flow_2026-07-18/LAY_DECISION_TREE.md	invariant_reciprocal_causal_flow_2026-07-18	1	2	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0403	invariant_reciprocal_causal_flow_2026-07-18/POST_PREREG_SUBSTRATE_FALLBACK.md	invariant_reciprocal_causal_flow_2026-07-18	1	1	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0404	invariant_reciprocal_causal_flow_2026-07-18/PREMISE_LEDGER.tsv	invariant_reciprocal_causal_flow_2026-07-18	3	6	5	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0405	invariant_reciprocal_causal_flow_2026-07-18/PREREGISTRATION.md	invariant_reciprocal_causal_flow_2026-07-18	4	4	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0406	invariant_reciprocal_causal_flow_2026-07-18/REVIEW_BOUNDARY_SUBSTRATE.md	invariant_reciprocal_causal_flow_2026-07-18	1	0	3	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0407	invariant_reciprocal_causal_flow_2026-07-18/REVIEW_INVARIANT_GEOMETRY.md	invariant_reciprocal_causal_flow_2026-07-18	0	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0408	invariant_reciprocal_causal_flow_2026-07-18/SHA256SUMS.txt	invariant_reciprocal_causal_flow_2026-07-18	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0409	invariant_reciprocal_causal_flow_2026-07-18/STATUS_LEDGER.tsv	invariant_reciprocal_causal_flow_2026-07-18	1	1	10	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0410	invariant_reciprocal_causal_flow_2026-07-18/VERIFICATION_RESULT.json	invariant_reciprocal_causal_flow_2026-07-18	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0411	invariant_reciprocal_causal_flow_2026-07-18/derive_invariant_causal_flow.py	invariant_reciprocal_causal_flow_2026-07-18	0	3	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0412	invariant_reciprocal_causal_flow_2026-07-18/verify_invariant_causal_flow.py	invariant_reciprocal_causal_flow_2026-07-18	0	0	12	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0413	legacy/root_oneoffs_2026-07-01/B1_mass_charge_identities.py	legacy/root_oneoffs_2026-07-01	3	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0414	legacy/root_oneoffs_2026-07-01/B2_spectrum_native_audit.py	legacy/root_oneoffs_2026-07-01	4	0	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0415	legacy/root_oneoffs_2026-07-01/VERIF_el_radial_derive.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0416	legacy/root_oneoffs_2026-07-01/VERIF_indep_gr.py	legacy/root_oneoffs_2026-07-01	0	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0417	legacy/root_oneoffs_2026-07-01/VERIF_indep_matter.py	legacy/root_oneoffs_2026-07-01	0	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0418	legacy/root_oneoffs_2026-07-01/VERIF_radial_el_check.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0419	legacy/root_oneoffs_2026-07-01/VERIF_stress_compare.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0420	legacy/root_oneoffs_2026-07-01/a_function_both_extremes.py	legacy/root_oneoffs_2026-07-01	3	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0421	legacy/root_oneoffs_2026-07-01/a_function_carrier_robustness.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0422	legacy/root_oneoffs_2026-07-01/a_profile_absorb_and_cassini.py	legacy/root_oneoffs_2026-07-01	4	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0423	legacy/root_oneoffs_2026-07-01/angular_lag_verif_anchor.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0424	legacy/root_oneoffs_2026-07-01/angular_lag_verif_failartifact.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0425	legacy/root_oneoffs_2026-07-01/angular_lag_verif_skyrme.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0426	legacy/root_oneoffs_2026-07-01/angular_lagrangian_derive.py	legacy/root_oneoffs_2026-07-01	8	3	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0427	legacy/root_oneoffs_2026-07-01/angular_lagrangian_gpu_spotcheck.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0428	legacy/root_oneoffs_2026-07-01/audit_E_probe_2026-06-16.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0429	legacy/root_oneoffs_2026-07-01/audit_indep_checks_2026-06-16.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0430	legacy/root_oneoffs_2026-07-01/b1prime_3d_offround_validate.py	legacy/root_oneoffs_2026-07-01	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0431	legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_energy_hess.py	legacy/root_oneoffs_2026-07-01	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0432	legacy/root_oneoffs_2026-07-01/b1prime_shear_twist_hessian.py	legacy/root_oneoffs_2026-07-01	3	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0433	legacy/root_oneoffs_2026-07-01/basin_audit.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0434	legacy/root_oneoffs_2026-07-01/caveat3_offdiag_off_control.py	legacy/root_oneoffs_2026-07-01	2	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0435	legacy/root_oneoffs_2026-07-01/complete_metric_batched.py	legacy/root_oneoffs_2026-07-01	1	0	0	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0436	legacy/root_oneoffs_2026-07-01/complete_metric_sweep_stageA.py	legacy/root_oneoffs_2026-07-01	2	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0437	legacy/root_oneoffs_2026-07-01/complete_metric_sweep_stageB.py	legacy/root_oneoffs_2026-07-01	2	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0438	legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B1.py	legacy/root_oneoffs_2026-07-01	2	3	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0439	legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B2.py	legacy/root_oneoffs_2026-07-01	3	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0440	legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B3.py	legacy/root_oneoffs_2026-07-01	3	1	0	5	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0441	legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_derrick.py	legacy/root_oneoffs_2026-07-01	2	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0442	legacy/root_oneoffs_2026-07-01/coupled_tl_s2_derive.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0443	legacy/root_oneoffs_2026-07-01/coupled_tl_s2_derive2.py	legacy/root_oneoffs_2026-07-01	1	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0444	legacy/root_oneoffs_2026-07-01/coupled_tl_stage1a.py	legacy/root_oneoffs_2026-07-01	3	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0445	legacy/root_oneoffs_2026-07-01/coupled_tl_timelive.py	legacy/root_oneoffs_2026-07-01	0	1	1	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0446	legacy/root_oneoffs_2026-07-01/cross_grid_branch.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0447	legacy/root_oneoffs_2026-07-01/crux1_statistics_topology.py	legacy/root_oneoffs_2026-07-01	1	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0448	legacy/root_oneoffs_2026-07-01/crux2_coinflip.py	legacy/root_oneoffs_2026-07-01	16	0	6	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0449	legacy/root_oneoffs_2026-07-01/d1_determined_posing_check.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0450	legacy/root_oneoffs_2026-07-01/d1_equilibration_diag.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0451	legacy/root_oneoffs_2026-07-01/d1_gauge_check.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0452	legacy/root_oneoffs_2026-07-01/d1_lsfloor_test.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0453	legacy/root_oneoffs_2026-07-01/d1_residual_localize.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0454	legacy/root_oneoffs_2026-07-01/d1_smax_source.py	legacy/root_oneoffs_2026-07-01	1	1	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0455	legacy/root_oneoffs_2026-07-01/d1_smin_diagnosis.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0456	legacy/root_oneoffs_2026-07-01/d1_softmode_characterize.py	legacy/root_oneoffs_2026-07-01	5	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0457	legacy/root_oneoffs_2026-07-01/depth_selector_breather.py	legacy/root_oneoffs_2026-07-01	5	8	3	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0458	legacy/root_oneoffs_2026-07-01/depth_selector_verif_analytic.py	legacy/root_oneoffs_2026-07-01	1	0	0	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0459	legacy/root_oneoffs_2026-07-01/depth_selector_verif_box_and_tower.py	legacy/root_oneoffs_2026-07-01	0	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0460	legacy/root_oneoffs_2026-07-01/depth_selector_verif_confine.py	legacy/root_oneoffs_2026-07-01	2	2	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0461	legacy/root_oneoffs_2026-07-01/depth_selector_verif_ladder.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0462	legacy/root_oneoffs_2026-07-01/depth_selector_verif_quantize.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0463	legacy/root_oneoffs_2026-07-01/depth_selector_verif_truewell.py	legacy/root_oneoffs_2026-07-01	0	0	0	1	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0464	legacy/root_oneoffs_2026-07-01/depth_selector_verif_well.py	legacy/root_oneoffs_2026-07-01	1	2	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0465	legacy/root_oneoffs_2026-07-01/depth_selector_verif_window.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0466	legacy/root_oneoffs_2026-07-01/depth_selector_wellcheck.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0467	legacy/root_oneoffs_2026-07-01/depth_selector_wellcheck2.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0468	legacy/root_oneoffs_2026-07-01/divT_excised.py	legacy/root_oneoffs_2026-07-01	0	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0469	legacy/root_oneoffs_2026-07-01/dpf2_adversary.py	legacy/root_oneoffs_2026-07-01	3	0	0	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0470	legacy/root_oneoffs_2026-07-01/dpf2_assemble.py	legacy/root_oneoffs_2026-07-01	5	0	0	2	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0471	legacy/root_oneoffs_2026-07-01/dpf2_derive.py	legacy/root_oneoffs_2026-07-01	6	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0472	legacy/root_oneoffs_2026-07-01/dpf2_junction.py	legacy/root_oneoffs_2026-07-01	4	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0473	legacy/root_oneoffs_2026-07-01/dpf_adversary.py	legacy/root_oneoffs_2026-07-01	22	0	2	3	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0474	legacy/root_oneoffs_2026-07-01/dpf_derive.py	legacy/root_oneoffs_2026-07-01	7	0	0	4	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0475	legacy/root_oneoffs_2026-07-01/dpf_verify_indep.py	legacy/root_oneoffs_2026-07-01	11	4	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0476	legacy/root_oneoffs_2026-07-01/dyn1_cell_catalog.py	legacy/root_oneoffs_2026-07-01	0	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0477	legacy/root_oneoffs_2026-07-01/dyn1_evolve.py	legacy/root_oneoffs_2026-07-01	0	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0478	legacy/root_oneoffs_2026-07-01/dyn1_evolve2.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0479	legacy/root_oneoffs_2026-07-01/dyn1_evolve3.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0480	legacy/root_oneoffs_2026-07-01/dyn1_evolve_implicit.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0481	legacy/root_oneoffs_2026-07-01/dyn1_final_stability.py	legacy/root_oneoffs_2026-07-01	0	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0482	legacy/root_oneoffs_2026-07-01/dyn1_nodal_bvp.py	legacy/root_oneoffs_2026-07-01	0	1	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0483	legacy/root_oneoffs_2026-07-01/dyn1_nodal_profiles.py	legacy/root_oneoffs_2026-07-01	0	0	1	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0484	legacy/root_oneoffs_2026-07-01/dyn1_regular_seal.py	legacy/root_oneoffs_2026-07-01	0	0	2	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0485	legacy/root_oneoffs_2026-07-01/dyn1_verify.py	legacy/root_oneoffs_2026-07-01	1	0	1	5	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0486	legacy/root_oneoffs_2026-07-01/em_forcing.py	legacy/root_oneoffs_2026-07-01	4	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
S0487	legacy/root_oneoffs_2026-07-01/em_forcing2.py	legacy/root_oneoffs_2026-07-01	3	0	0	0	FIXED_BASE_BLOB_MECHANICAL_PROPOSITION_CENSUS
