source_id	path	git_blob	size_bytes	sha256	group	hit_buckets
S0227	archive/native_catalog_pi2_results.md	4cd2f299bb23b36cb7d1808825977dc7de188254	19349	4ec777c12a459322e12d374f31dd7eed698cb42c346211ae24be26c8d9c2716f	archive	B4_GLOBAL;B5_JOINT
S0228	archive/native_matter_step_results.md	2e2eebfbf556a26d08ef131631c6606e2404f51b	24187	c8f1dcd30e0476aa38552252270aa7723ecfed2dac5d12b8e9f0af8f3db721b0	archive	B4_GLOBAL;B5_JOINT
S0229	archive/native_offround_twist_shear_results.md	7afbf1f9a52ede9f747b4f12e66766243565339a	8674	852c9cea972b407a86a5958521324835812c7debab8c5834b7559563a76b1360	archive	B4_GLOBAL;B5_JOINT
S0230	archive/native_s2_object_derived_operator_results.md	14ae25b0c31f6d10182014ad006e714a99d70175	5950	6e9defd8fdd0058721625c7b5706437a92611bf42912230da64090eeaf0672d0	archive	B4_GLOBAL;B5_JOINT
S0231	archive/native_s2_twist_freed_derived_operator_results.md	4506c89f8a1192a6cf5f042c24efc9e10aa8000b	15530	39c23dffb20fc8a69a36b533d271aab70966982facc3d32865b07ee8f5b3df6f	archive	B4_GLOBAL;B5_JOINT
S0232	archive/neg_sweep_results.md	6d3d1014b1a83d65594b9c8482590bfe174a411b	16200	aca448e4e22dcfa59ad2e319b9ddf620a2152c2616c8b3c9f09a1a6be9407014	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0233	archive/nonlinear_gapcloser_results.md	cb8ec699a3b09cd51ae13f86be4a06b682fe3107	21633	a1cd83ff370681aac0f75477814335396832ab29b636282d00ee1b0f6fdb34ac	archive	B4_GLOBAL;B5_JOINT
S0234	archive/off_round_solver_results.md	ebf06cc5f6dbc2556d89a6510dc84099ce7588d0	6920	707e97098ff26c8eda0581057791e0b0a88f4e6df8d1f1e119dc82bb28ac6986	archive	B5_JOINT
S0235	archive/offdiagIII_results.md	192a3d9f977f17235b4509b9e3cafdc1f89f3229	15029	965d7c2237cf8703b80e9e667e2573396ae33c37ac2957199f12726689c9c0f8	archive	B4_GLOBAL;B5_JOINT
S0236	archive/offdiagIII_verifier_results.md	b54b73723ed319f96806c3a812ec977bacfa464c	11164	4369dc9822a52aaa8d1aa1ea05c8522468f3fd702848e18deb5d64d4eeb4eb22	archive	B4_GLOBAL;B5_JOINT
S0237	archive/offdiagII_results.md	81f89a959cc30b6050f3266183ac0c37a1cea1d2	12571	c4eed68f4e39b221cbb3a3362c64184ac6ec68bf65e61d7f747b5c6bf3cf9d88	archive	B5_JOINT
S0238	archive/offdiagII_verifier_results.md	4f9cd1b2a1ff00615f2ba36fc64af511f88b366b	12184	c5e411ab9395148c92733148bd5f3d990aba9325fcd1dedf4fa681e1d39e72e4	archive	B4_GLOBAL;B5_JOINT
S0239	archive/offdiag_scan_results.md	a4450ee18c05ae9f5301711799dbdb0f7af8a058	16921	3a63a08a58497f1662ca0f7c65bb02f522643625ed18afa2bb0a3448e6dc3d12	archive	B3_LIFT;B5_JOINT
S0240	archive/offdiag_scan_verifier_results.md	53f1d0a359ccb673e24cb3cf01aed78cfac87e63	11267	459f0681d0ae0266a6165a0b3c104cb4fb3664504a3dfea33d9c4576512f5e58	archive	B5_JOINT
S0241	archive/offround_classical_VERIFIER.md	6f3ed15eaf4afc4b7c5231b714f523ee9ae49241	8256	9289e07c400de961452800db7ec8d7ea65202816ec431e6409e211161f97a5ff	archive	B4_GLOBAL;B5_JOINT
S0242	archive/offround_classical_discreteness_results.md	4e93628bde09757218c2714b2576ef8f75e665f1	13173	5c302622ded908d3a71b069c0f9a7d5de8b6e22abd25873af0cecac40faae2f5	archive	B1_FOUNDING;B3_LIFT;B5_JOINT
S0243	archive/p5a_VERIFIER.md	0a9d6993189df846e17da23262bbc76594b292f9	6221	b5fc88c75762406d8a67cb74698859049e48ebfc5698b5b9486fd4ddbefaff11	archive	B5_JOINT
S0244	archive/p5a_jfnk_precond_results.md	c8ff27b65346ac30ad73f3270739e7e552b3fbc2	12316	e4165a5eb70067730fc489165f39b42b8c7cf5de307680e21f5a95f7a939f91d	archive	B4_GLOBAL;B5_JOINT
S0245	archive/p5a_prime_VERIFIER.md	e44e2b54d571a66e75cff8489171c5a461fffe7e	11200	bdf53c92dd7ab5303b32642ab4a002673cf417a79e1dcdbe5f2a3e64468f06a8	archive	B5_JOINT
S0246	archive/p5a_prime_repose_results.md	640003d535f67179b9306ac7cac75ec40e443110	19849	97deed82cce041c8a73d89e0b7eefbc98e770b4eb304beaa0c0afebf5b71abe8	archive	B4_GLOBAL;B5_JOINT
S0247	archive/p5b_pc_floor_results.md	3747952f0cd8ee610655ff0054ecf271feaae4d8	16643	0f147a9ff512d842d96d46daf600c0a37e829c0a5f2c3ca9d8c5231c1ff0e987	archive	B4_GLOBAL;B5_JOINT
S0248	archive/p5c_VERIFIER.md	fe26e3ffff25ce72db9d5a6a137dc173a682e4d1	10752	a81a0d5073ef494cddffff7bca96446cd38d26f3e4e2db54046747381b07f454	archive	B4_GLOBAL;B5_JOINT
S0249	archive/p5c_barriers_VERIFIER.md	e76d8df530f630a83f5c6b6bd535db72c6266a87	9600	da722417f9387457acf2305d47c4e774a889b534017696b894510f20044d4830	archive	B4_GLOBAL;B5_JOINT
S0250	archive/p5c_barriers_results.md	c8c7682928c44de0c1321b9db95bca5c14708030	15448	9c95ce4027643fedce596edd6034228a9f67899776332c7d259d9c830a3e4422	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0251	archive/p5c_basins_VERIFIER.md	11e75e54836928ea5eb447df6a590b5ce90b95f8	6621	3fee6320f27c8cf449585fe24653eac4f28b45b401d6a317c87702a7194c4611	archive	B5_JOINT
S0252	archive/p5c_basins_results.md	c091f160186f926be56383a5ca4e71423b52ec7b	20872	e8c1ae794db9453bb0c059aba462a75da91fbfec15a11e43adfe34c7396c0109	archive	B4_GLOBAL;B5_JOINT
S0253	archive/p5c_stability_VERIFIER.md	0e9b5cf0c52ea64281151a8aaee58e68fbb352fd	9404	c5e5fea6f2e1f65df07aa3ff752ef4216b4a105b697c9c4ed2c88a5d559e5040	archive	B4_GLOBAL;B5_JOINT
S0254	archive/p5c_stability_results.md	fc660ae8090640cc92901af30166cfef227dd51b	14837	1c89c79bb87d8d341764fe70e36f57b0ee0ff9b157794ab5bed11dae77d88aaa	archive	B4_GLOBAL;B5_JOINT
S0255	archive/p5c_uniqueness_results.md	dae95d0fc7d9f6b72eb1d59122eff194c59eaf3c	15625	2074095d1437a8d9c301696de6f0fa09dbb0390d6a98ed7f389ea6c8bf4dafe5	archive	B4_GLOBAL;B5_JOINT
S0256	archive/p5d_independent_VERIFIER.md	f7923180dda2a50c350924c2602dbb015b3e4a7c	7170	917c424dc8a42a0f8c6e91a4324eae201597cbb6b29f0d5988056317e7db32cd	archive	B1_FOUNDING
S0257	archive/p5d_timelive_results.md	058704bacf2227bf26e3d1d209030d12259f8f41	16597	0100c7023bd5c3e8a0e1759e1c7cfc44515c09e4369fea368d9ffe0bc465d13a	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0258	archive/particles_types_results.md	f41f5ea1433ccc99e4eee76ef6d5c7a75e2210de	9141	40ad08e9488ac6c6994b60cd57f5b5a9f3b28b628efb82e43bf7c6263da6e775	archive	B3_LIFT;B5_JOINT
S0259	archive/phase0_time_live_results.md	496e3f4e6bf95b59a74ffb3f5dffabe9341c8d93	17886	27cc3e0b14338f7607feb3d799e0b810f33751c266b06a84606c816528b987ed	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0260	archive/pre_2026-07-01/F1F3_closure_results.md	28fb534bb51d54b0eac3f0642a6f0ae8eeac1a7b	29212	f622623ca39958335584a61eb5b81a92fbb4e8527a36b899c60b7dacc8b8cd1a	archive/pre_2026-07-01	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0261	archive/pre_2026-07-01/P1P5_reaudit_vs_derived_operator_results.md	6e79b87dc5619c2f082678f91063f578a8e51ec7	20441	118219cfe882a9dff689108e6cda5360933509301191af8557486ba4e9939293	archive/pre_2026-07-01	B4_GLOBAL;B5_JOINT
S0262	archive/pre_2026-07-01/STEP2_timelive_matter_MAP.md	abb120ced95b40a14cc69c13ad804d1743c6c23e	23459	44447c0269c1712f2afe47497c89c2b6e908ba15e1e28735463dd0254f1ab715	archive/pre_2026-07-01	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0263	archive/pre_2026-07-01/STEP2_timelive_matter_results.md	836e4b7576914c3fb192c92cf23ab44f0835a73f	23022	267e394e1101f6c3a4058f1530513cc845d5625a455abe2f034ee729d7e87868	archive/pre_2026-07-01	B4_GLOBAL;B5_JOINT
S0264	archive/pre_2026-07-01/b1prime_round_gate_derived_operator_results.md	82f06950874b43bdf321a047676e1fa5e8a66b8b	14463	f05222d69d5e62f099e43d8bbfafd26db77aaea94185045d818a67719809664c	archive/pre_2026-07-01	B2_DEPTH;B5_JOINT
S0265	archive/pre_2026-07-01/lepton_ladder_test_results.md	4b34a44a3209621e0145c23355d7c201a618e274	8033	3623678f20e2aead7ff4ac8cbe7b1d37b587c9d58d47c726ffd401e7cda3f167	archive/pre_2026-07-01	B4_GLOBAL;B5_JOINT
S0266	archive/pre_2026-07-01/matter_object_identity_native_vs_import_results.md	4c264bb693c22ba13fe05a84f75de4ccc410b719	7163	52408980a863e681fef64f84eb2a36034538ef21673df69b88c44ec3d3389767	archive/pre_2026-07-01	B5_JOINT
S0267	archive/pre_2026-07-01/p1_offdiag_wiring_results.md	c20baf6642db054959a5e0ad6cbdf5d63c469a50	17634	b93e73e91ade1492147952d383e8296fb67a6c08e8933d8a0967fe9c6d4bad41	archive/pre_2026-07-01	B1_FOUNDING;B5_JOINT
S0268	archive/pre_2026-07-01/p4_VERIFIER.md	ce83fc8b16bfd972c37046c45e2f132c5bf3859f	9696	d79cf4a1f3ead7c0a8ee704179ca6191fab9fbd968374c44f4f907d4169985fb	archive/pre_2026-07-01	B4_GLOBAL;B5_JOINT
S0269	archive/pre_2026-07-01/static_soliton_rerun_derived_operator_results.md	dc331c35a70240ad9c0bddec1527d00456c4c056	18826	e327dee6f9bf41cba356f923edc84c07b348fa87a6b2a3542b8064de7ba93be7	archive/pre_2026-07-01	B5_JOINT
S0270	archive/pre_2026-07-01/weld_discriminator_results.md	636b0dc233b5cf00aa5a503a4cf04f2f5f769945	7662	935cb27fd6e15b48d6b7e04289466a9d27ab32dc623f6125c0def3cd2ce6f487	archive/pre_2026-07-01	B5_JOINT
S0271	archive/quant_stepA_VERIFIER.md	cd7d62f8229d1972cb632b9e26831d3447bf8c0c	9900	5431b73fe330f9363f416cc4c6ed1a4b320477ebf8fa202171c38c0428585edc	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0272	archive/quant_stepA_geometric_results.md	79a69e410823f67d100563519bb14ed4b47ecbee	18838	493299bfd226a7a2e922d38ba0185bffed7cdf7673f273d52518d4abdaefe710	archive	B1_FOUNDING;B3_LIFT;B5_JOINT
S0273	archive/quantized_carrier_structure_results.md	af54cf13effc083c4bc59130bb958510bce6f736	19555	a162dd94374580cdb898353be0f5d27f1b572702eb4a6d38a57f7a9fca6bc720	archive	B1_FOUNDING;B5_JOINT
S0274	archive/radial_Bfree_soliton_results.md	d0f02bf52f28da7c18ad68a8fc20b9d8dfae17b3	15525	5cc1ebdc8459f0aedd4e5476bc47d30ac45a7d7fba90be183841254c80b4264b	archive	B4_GLOBAL;B5_JOINT
S0275	archive/rho_dynamics_derivation_results.md	98a5368b3de2c861ebe6bb210c9a8535858c227e	9967	f23f50a271cc635eab47adcbe5ec703fb94ba753e00f55199a39b98df931eee0	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0276	archive/running_rate_verifier_results.md	90e13fe933676ff8d15646b3912b01d6c8122ed1	8907	0b6530738607bb1d4b08c35384fa04723354f5ec3a60dc6a9711d08637841b11	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0277	archive/s2_s3_identity_VERIFIER.md	f58aecf38e2bbba055000d4e0f67df938cdeef71	8414	ae3f0e730f5806590e080904667e372384138db49944882aab59d26292dc92fb	archive	B4_GLOBAL;B5_JOINT
S0278	archive/s2_s3_identity_results.md	d5c57b51a94ec24d2d67fc8688111b79531aa643	15491	1951366b09cfd64fa8756763ae61f13cf9ccea7acc76c3a222538931bfae3140	archive	B5_JOINT
S0279	archive/sealed_cavity_s1_results.md	88321a0e1be458bc30c334fc6779d791c34e0bd9	5773	3d12ec9319b0170c2998f40dac1fcd79f7d66af119bc0ee6a535d6927534402f	archive	B5_JOINT
S0280	archive/sealed_cavity_s2_results.md	e397eb164b89c4e7bb2e6aac7d3a3a148b3018fb	7155	7257391418637fb8348248db2a9e1959e8a8b5f94aa81067b64580d57de1ad53	archive	B4_GLOBAL;B5_JOINT
S0281	archive/sf_scan_results.md	65b24ee1ffdf2574f531046da69b2ee4846b5b75	14089	2ba4da6014b6ace5715db0b00494cf2199dd3ff7209decb539d6140199e2dc74	archive	B5_JOINT
S0282	archive/solution_space_baseline.md	c76574776672ebf0531ab179035c997c683b1c43	19411	c8b53b2fa648efca4c55fd1a3b50650dc0d4b638212faac774d770142d75ec7f	archive	B4_GLOBAL;B5_JOINT
S0283	archive/sparc_native_force_law_note.md	931612c60695e00c5655ac7579375e5a59e1157f	5811	c8f7634a43ab9f041a792c6c4c982c12336ad1ca002b668e6c790eae6f2ad2e0	archive	B4_GLOBAL;B5_JOINT
S0284	archive/spectral_catalog_solver_results.md	ae6e8e4ae5211f5eaed972dfdd8d167107bef189	33174	28e04d1fd01929bda01f9b0c4de5b19023908a859a2794b6c53d89f1a1796a6c	archive	B4_GLOBAL;B5_JOINT
S0285	archive/sphi0_derivation_panel_results.md	31a1749d516907d8d0884ffd37b69d2538b9e8ac	10855	bc98289e4426c7ba03be35f371cfde8471170245c71ea858c04653b69e9bd258	archive	B3_LIFT;B5_JOINT
S0286	archive/step0_bridge_results.md	bac0270f1201a8589e6f8902a6773b7d02a391bc	10465	6511d8532377c6f61818bea9282db384e3d60940de3b1f6095faaf0135f8a684	archive	B3_LIFT;B5_JOINT
S0287	archive/su3_field_test_results.md	f3bdff3b03f8f3bbe65e13ff35375ded3a565e8f	21215	b5035400d856d0c7533946d44578f38e95472bea03a2ed1b919d23dfe9129984	archive	B4_GLOBAL;B5_JOINT
S0288	archive/sweep_results.md	2c10d81de4c8ac8af44f4235f75433f101ae89a2	17602	1af1ee38eeb0459639fd31c976e48575c8a9cd0948b2aba17c8c739bf299d530	archive	B5_JOINT
S0289	archive/sweep_verifier_results.md	e4134521580cbb2e8532354f7c5b4651335530b8	9683	830b6aa2eb2b3f7ac65e60fb1985026c40304fcd6039266a32eebb5c85159c77	archive	B5_JOINT
S0290	archive/theta_bc_provenance_results.md	12a8cabe220c809e3b69d4a3afae37934414e414	20176	f97ae96520839510a66aad346d6958489a385897196a951785f8fe4ea646f3e4	archive	B4_GLOBAL;B5_JOINT
S0291	archive/tier_d_round2_contract.md	41dfd61197748cbe5bdeb8acdc747f017ab46abf	11831	c6512a7f599155e994898e7fe6e53ffaaf7faad31edf79d9165f4c290164b4f3	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0292	archive/tier_d_round3_contract.md	e010665773d7a538f065c0dcfdbd62c35daf40b7	3854	f0a689d2298e56dc7d47c13e8307d532c8fde266ef03227c8b65c838ffe0d2b4	archive	B5_JOINT
S0293	archive/time_live_bare_solve_DESIGN.md	91d916feb3da1285c2c2886d0f2a47d9115cbaef	32643	6dbdaedff4f80c2e62f55a5e0226af3fdfa483367fea214b50497039dd8f29db	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0294	archive/topo_results.md	f4370ce7b20e09b015983692486ad5fe356574f7	3223	0ca564b69367beb6ce15f86eedeef9b11eceeeab9854836ea5d97ef851f9e33a	archive	B4_GLOBAL;B5_JOINT
S0295	archive/udt_a_exponent_derivation_results.md	bd2801547d1d2964ea2ebef3016fa4a669221cb8	17559	04f3787cd34fc18604c5615c604536f811cc0b63123cf3f27bcdb27c574b1424	archive	B1_FOUNDING;B3_LIFT;B5_JOINT
S0296	archive/udt_a_function_both_extremes_results.md	15d61c5d1ba22af4ddfa9f8b4f523f6684a4a173	20999	ad48e5a636b7d9604e03e9f4dc48e0d0e197a7cc5d7f278280039c5866e2b877	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0297	archive/udt_a_profile_MAP_results.md	9684f2a9911f11568c9ab71bf61681fc05fd21f9	18076	56874f6d0c7b434be8019628a9fe03ba1099813e612e343dcc307c4c0fe16313	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0298	archive/udt_active_results.md	17c1fc63f6502a673ef6dc0f7c30475616f3e3ee	553215	c505d54b250fa4098b24dc152e32e536f062837803a6c1654690bb1ed6ffc596	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0299	archive/udt_field_equation_running_rate_results.md	963aa9c95280192a124c4e53e373e99747b9e5bf	11226	6056c074f00007fe7195f6924d4cfd63dbbfd4f1cc616514ac32ffc23abb69d2	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0300	archive/udt_field_equation_vacuum_structure_results.md	ccfa426b2f537f1c97c4003dd2cb69423bf6b794	10519	a0bbd9beaff994d7e45a657e62a6eac6693d4cecfaa0c3706e9df0280fd1b601	archive	B5_JOINT
S0301	archive/udt_hbar_pins_a_results.md	884a7cfb7acc43cbf21ac0c9c460769e41c9ebb7	21863	ad7618ec8d370654a684bedc864a4a486b8fec430c3c9405520b349faf9969c4	archive	B1_FOUNDING;B3_LIFT;B5_JOINT
S0302	archive/udt_matter_source_MAP_results.md	ee7b06c14871dba0fb4385d4e466f492d3485f6b	19597	e00217c655f338f81510245d1f2f20bc9a922d50884c08d6ffe7eb2d6132333e	archive	B1_FOUNDING;B3_LIFT;B5_JOINT
S0303	archive/udt_max_distance_invariance_FRAME.md	6813ce249d3c2f60d12d562971b4c4a23c10631e	9962	8825239fa2832fdf713214996889a62893684a47e4d0d243e61b80657fce9d10	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0304	archive/udt_native_phi_law_MAP_results.md	9136e2d7140d4477bd2dd81b2f2d55016b9dff79	12823	aea9ce5875610d5670abb1f658b054b52368095c3ba6d6d0ee2161d6df8d7999	archive	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT
S0305	archive/udt_validated_results.md	1f55417104161b853d2284b7f60a6b5c40dfdc2b	2711685	84c832d6cd612e3fc5af08a6a2033f45e7cfb2f7da2ff171f9ac4fed9f9c256a	archive	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT
S0306	archive/udt_xmax_boost_derivation_results.md	00dba0724f6327f68b410ac18a1c45fe31e239fe	8974	1b61891833e8334342e30a446d0c4579beefb8291570afe77a0bc4c40452d0f9	archive	B1_FOUNDING;B5_JOINT
S0307	archive/w5_arm1_results.md	64f4685a0c6a90c701823fe92812315817a35777	14749	96fab2c631a53694c9c29b114418dd7d9a3e1e09a71fcc1e6417e53246bd801b	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0308	archive/w6_flux_results.md	9b300184cef6908233250954d3859c87b15726e1	11972	00afb1985ed59f91fa4d237e56ebca569c4a78c7c4ff7b62e5bfb17f4dafd580	archive	B4_GLOBAL;B5_JOINT
S0309	archive/w8_catalog_problem.md	3336691ccb4c4825d0282ccaecc99e5010cabaec	27377	852bcbada2eb47cfd054e769df3ad9e41dda794198bc119f7684715f609ed777	archive	B3_LIFT;B4_GLOBAL;B5_JOINT
S0310	archive/w_stiffness_push_declaration.md	449682497b787c93cf2eef0984fb64b145b8c7cb	20117	45ac571dae1a69f6d26f43658b00a2b38d94d4885b61196e4e072107b7f5716f	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
S0311	archive/wcc_results.md	c8dcbe6983381aa687b5c9177d29874aaff03329	11942	f327d5f1d911516044739be67b58c2b88e89a96f8a02fa46e02b823fc5437cb0	archive	B4_GLOBAL;B5_JOINT
S0312	archive/whole_metric_bare_solve_MAP.md	f9c8957f1524270f7fafe62348f2599c2d490b5f	5958	94cd312a0419fafb744fb1c88f8cb82584ba3c0bcb4ee4cdb631bdafc7674576	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0313	archive/whole_metric_full_solve_results.md	8c97ff61cc299f7e6ea5fe100d6868d795fb18a5	25383	05859fe3571c24af98390a93633a2261b283394b096d9491baabcfc607f22bc1	archive	B4_GLOBAL;B5_JOINT
S0314	archive/whole_metric_solve_3D_results.md	fd39378abdfd1ec94872fb702b845dac5a3c04b2	24884	d19b7a690db4b026f759355e4b9b12c2b45553fe12d8e6a58303f378060595e7	archive	B1_FOUNDING;B5_JOINT
S0315	archive/whole_metric_solve_MAP.md	b434c95ffcdf32e4ce50a88c0c26c731f14b347f	11158	b0bd7949537cf0d8af84875c771ba0d51b26c071647d195929cda35bffa9e5e8	archive	B4_GLOBAL;B5_JOINT
S0316	archive/winding_platonic_phase3b_results.md	85937d50cd7ea49e8775446c3461ad7903747f12	15794	4bed7161adbe99f9da93b12d5b756f92a7f0bc28ee5706d9a8792f21162aa09d	archive	B4_GLOBAL
S0317	archive/wint_preregister.md	cb480ffbc4a3c710af90ca6db841a39c92c1657a	6791	d72dd6430ef1a74bb99e44fb3808f2e1bed1db5b33872a44c0ca1f9b0e7dbbb1	archive	B3_LIFT;B5_JOINT
S0318	archive/wint_results.md	c9fdbdf4b93d52dfa55351d921aa2a9b05c974fe	11316	091c52900af2fb282b0ebe9d1d83126c571fae591b22494441c89d906d253a30	archive	B5_JOINT
S0319	archive/wmdeep_results.md	8beb0b5bfb97e21cda86f6d734bbdfd1d91751ec	21664	947147f21c2829437b425fa346636aef31438c2a4da1000a8f0a928a4d242a63	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT
S0320	archive/wmneg_results.md	75a5917f518ba473d30b9af030cee5950995ceba	14859	903bb5c5685bd49347eb00081d91d77d6020bd9b54893fb9a08855f268563bfc	archive	B1_FOUNDING;B5_JOINT
S0321	c2_failed_basin_homotopy_2026-07-20/AUDIT_REPORT.md	f97543bcc40fdda41bc9408f5db5783a0e86a418	4228	70f469271759b7674229bb6a149d047a8ec767d9afd55f3a021e95fc6e16da9a	c2_failed_basin_homotopy_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT
S0322	c2_failed_basin_homotopy_2026-07-20/CATCH_PROOFS.tsv	4df83224d120a7979ea3cfe37e70da46d38dd800	605	9ae54bb3786a7773b321dd15bae9eba866319a6de00f60e08ef2ab2a6e6befa2	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0323	c2_failed_basin_homotopy_2026-07-20/COMPLETENESS_MAP.tsv	68170b64eae09c6f6949249fceb0b290ac5c1a2e	1297	75ebaec20ac73ff73a82c78679022816b32e2b1cab42ce1f83e85d5f6ce68fa0	c2_failed_basin_homotopy_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT
S0324	c2_failed_basin_homotopy_2026-07-20/EXECUTION_LEDGER.tsv	432bb9508f3009bde99a81cb255760c37f6eef59	2017	c0f32e075def4e44c585658c7d23a4808886062d874381911ccad2f1ee8fc1b2	c2_failed_basin_homotopy_2026-07-20	EVIDENCE_COMPANION
S0325	c2_failed_basin_homotopy_2026-07-20/FOLD_LEDGER.tsv	1a31e852bbf68f157c83e5850aa0fae59cb7ea8b	1271	56725e75dfb4c48d3d4bf7c56f87d256ef862a3640150b8dd27864c385da0b9a	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0326	c2_failed_basin_homotopy_2026-07-20/HOMOTOPY_COMPLETE_LEDGER_TRANSCRIPT.txt	c222a0ea4bbe9647c8e29c0e2f7db014cfd4f1e7	15683	defc668e5ef55919081f1e92d43a011878bcee97a5f1f2934563eb1f4a0e389f	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0327	c2_failed_basin_homotopy_2026-07-20/HOMOTOPY_INCOMPLETE_LEDGER_TRANSCRIPT.txt	c0b4bcd1b00169718e0da5823cb260aca135d9da	15686	b3bde058d0b4c1890e166f629647bb8e20b96d51d02b0dcf89d829b3895c15e4	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0328	c2_failed_basin_homotopy_2026-07-20/LAY_DECISION_TREE.md	c7ffbf9daed6d2bbd69baef678b4add8de917ae0	880	1fd1c4588bc3bfdb4edc797489a50a7032e6044ce0d78d44fdac6e21767fb0eb	c2_failed_basin_homotopy_2026-07-20	B5_JOINT
S0329	c2_failed_basin_homotopy_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	81c9afc8dfce4c7f4208fc8f59a1a6d650c4731b	1144	05f7790f4c2700959cb4ef5c0d4be355bcfb03ca4a20ab576befddecd45ca8c7	c2_failed_basin_homotopy_2026-07-20	B3_LIFT;B4_GLOBAL;B5_JOINT
S0330	c2_failed_basin_homotopy_2026-07-20/PATH_CENSUS.tsv	54b768e38db5527432edf9caad41b0a5af3864a6	670	c225fec8ea8782926c5088581c10de4d83d8a661b4ea3645297bdd9d197082ca	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0331	c2_failed_basin_homotopy_2026-07-20/PATH_STATUS_LEDGER.tsv	c08eb991837cccc7dbd432e70f978cf8c205918f	11425	480534b8c1adeb92c43c5d4b2c28e12778bf3e8e7e364b4733002b6b4a6bd765	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0332	c2_failed_basin_homotopy_2026-07-20/PREREGISTRATION.md	f9fc66bc75e2ffdc0a7433250dcac2d2be7ae20d	6624	c90d9e0c1fb2aa197892669a8421dc86bf0cf02d31ad9954f658f26586e0d548	c2_failed_basin_homotopy_2026-07-20	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT
S0333	c2_failed_basin_homotopy_2026-07-20/PRESOLVE_IMPLEMENTATION_NOTE.md	4343d78b097bd3cca0049e2c87a97ea0fcace4d3	1743	8f7932c0f9c8f08993900b781fae6bf709a0eb91a980e3d77fb45b36d693fae4	c2_failed_basin_homotopy_2026-07-20	B4_GLOBAL
S0334	c2_failed_basin_homotopy_2026-07-20/PRESOLVE_PATH_LEDGER_CORRECTION.md	b7c90396c48b1d2d92c3c9195f9ed4cac71ac2a0	1558	cde2ebe215f3715b06a004316b9939e391712ddaa0edb4959f36fb7fc3ca3c6f	c2_failed_basin_homotopy_2026-07-20	B3_LIFT;B5_JOINT
S0335	c2_failed_basin_homotopy_2026-07-20/RAW_HOMOTOPY_PATHS_COMPLETE_LEDGER.json	0f40dd57821ec3e5773ca897ed40e82c152d45f6	2442113	1a8da008545be0a65d9f25899219a9334e4afd0692d5ef1bb7b67b95a817b2e8	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0336	c2_failed_basin_homotopy_2026-07-20/RAW_HOMOTOPY_PATHS_INCOMPLETE_LEDGER.json	afc13fc1e686a1bd25ea01e457af8ec701ad792e	796894	05583c69d82ed8afb713fa17094a790b7c30146012f4616ef32ed22d5f57586c	c2_failed_basin_homotopy_2026-07-20	B3_LIFT
S0337	c2_failed_basin_homotopy_2026-07-20/REPOSITORY_GATES.json	2e8cbb63f560ca95594d8b15600b5803739c3ab5	14450	d18f8abc47285b5f908cbf4d368519734c2703630ff9b61e4d7db66e6ac9f8ba	c2_failed_basin_homotopy_2026-07-20	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT
