group	text_files	hit_files	buckets	bucket_count	qualifies	candidate_files
ROOT::d2a_switch_criterion_interior.md	1	1	B5_JOINT	1	NO	0
ROOT::d2a_switch_criterion_interior.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::d2b_closure_endcases_cas.py	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::d2b_matter_escape_cas.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::d2b_no_structure_in_G.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::d2b_reduction_flux_cas.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::d2b_routeB_mixing_cas.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::d2c_gp_composite_conditions.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::d2c_part1_mixing.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::d2c_part2_gp_conditions.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::derive_universe_einstein_d3.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::derive_universe_fold_d1.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::derive_universe_sigma_d3.py	1	1	B5_JOINT	1	NO	0
ROOT::derive_xmax_boost.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::derived_background_and_phi_coupling_DESIGN.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::dimension_ladder_null_audit.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::discreteness_preregistration.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::e2c_bv_gauge.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::e2c_bv_gauntlet.py	1	1	B3_LIFT	1	NO	0
ROOT::e2c_mms_certification.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::e2d_bv_cert.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2d_bv_checks.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2d_continuation_driver.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2d_gridhomotopy_probe.json	1	0		0	NO	0
ROOT::e2d_gridhomotopy_probe.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2d_mms_fieldaxis_certification.json	1	0		0	NO	0
ROOT::e2d_mms_fieldaxis_certification.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2e_bv_null_and_stiffness.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::e2e_mms_combinedcell_certification.json	1	1	B5_JOINT	1	NO	0
ROOT::e2e_mms_combinedcell_certification.py	1	1	B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::e2e_physinformed_seed.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::e2e_physinformed_sweep.json	1	0		0	NO	0
ROOT::e2e_physinformed_sweep.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::einstein_3d_eval.py	1	0		0	NO	0
ROOT::einstein_3d_general_eval.py	1	0		0	NO	0
ROOT::einstein_3d_general_gen.py	1	0		0	NO	0
ROOT::einstein_3d_weyl_gen.py	1	0		0	NO	0
ROOT::embedded_cell_closure_H_amb_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::embedded_cell_scan_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::embedded_classB_mini_MAP.md	1	1	B5_JOINT	1	NO	0
ROOT::embedded_run_gate_rulings.md	1	1	B5_JOINT	1	NO	0
ROOT::embedded_run_mini_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::energy_min_m2_18_out.json	1	0		0	NO	0
ROOT::explore_universe_T3_risefall_scan.py	1	0		0	NO	0
ROOT::export_for_local_llm.py	1	1	B5_JOINT	1	NO	0
ROOT::exterior_cavity_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::external.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::external_input_notes.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::f2d_virial_step0_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::f_rtheta_free_field_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::fermion_forcing2_dump.txt	1	0		0	NO	0
ROOT::flux_sealed_universe_cell_miniMAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::free_s2_matter.py	1	1	B2_DEPTH;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::full3d_newton.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::full3d_spectral.py	1	0		0	NO	0
ROOT::galerkin_basis.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::gp_switch_criterion_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::homog_alpha_test.py	1	0		0	NO	0
ROOT::homog_universe_numeric.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::homog_universe_solve.py	1	1	B3_LIFT	1	NO	0
ROOT::hopfion_GP_exterior_NEXT_CHARTER.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_GP_exterior_probe_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_GP_exterior_probe_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::hopfion_GP_switch_apply_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::hopfion_GP_switch_apply_out.json	1	1	B4_GLOBAL	1	NO	0
ROOT::hopfion_GP_switch_apply_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::hopfion_WORKSTATION_DISPATCH_GP_switch.md	1	1	B5_JOINT	1	NO	0
ROOT::hopfion_WORKSTATION_DISPATCH_phase2_metric.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::hopfion_fixedQ_collective_phase0.py	1	0		0	NO	0
ROOT::hopfion_fixedQ_collective_phase0_out.json	1	0		0	NO	0
ROOT::hopfion_fixedQ_collective_phase0_results.md	1	0		0	NO	0
ROOT::hopfion_fixedQ_isorotation_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_fixedQ_phase1_isorotation.py	1	1	B4_GLOBAL	1	NO	0
ROOT::hopfion_fixedQ_phase1_isorotation_out.json	1	0		0	NO	0
ROOT::hopfion_fixedQ_phase1_isorotation_results.md	1	1	B5_JOINT	1	NO	0
ROOT::hopfion_fixedQ_phase1b_production.py	1	0		0	NO	0
ROOT::hopfion_fixedQ_phase1b_production_out.json	1	0		0	NO	0
ROOT::hopfion_fixedQ_phase1b_production_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_mass_background_coupling_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_phase2_metric_backreaction_out.json	1	0		0	NO	0
ROOT::hopfion_phase2_metric_backreaction_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_static_mass_common.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::hopfion_static_mass_hessian.py	1	1	B3_LIFT	1	NO	0
ROOT::hopfion_static_mass_hessian_256driver.py	1	1	B3_LIFT	1	NO	0
ROOT::hopfion_static_mass_hessian_out.json	1	0		0	NO	0
ROOT::hopfion_static_mass_linear_metric.py	1	0		0	NO	0
ROOT::hopfion_static_mass_out.json	1	0		0	NO	0
ROOT::hopfion_static_mass_phaseC_redo.py	1	0		0	NO	0
ROOT::hopfion_static_mass_phaseC_redo_out.json	1	0		0	NO	0
ROOT::hopfion_static_mass_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::i_flow_hbar_clock_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::kap8_characterization_complete_solver_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::ladder_energy_orientation_results.md	1	1	B5_JOINT	1	NO	0
ROOT::ladder_lemmaD_sealing_amplitude_results.md	1	1	B5_JOINT	1	NO	0
ROOT::ladder_softmode_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::ladder_theorems_AB_C_results.md	1	1	B5_JOINT	1	NO	0
ROOT::ladder_theta0_accumulation_results.md	1	1	B5_JOINT	1	NO	0
ROOT::large_grid_gates_out.json	1	0		0	NO	0
ROOT::large_grid_solver_out.json	1	0		0	NO	0
ROOT::legacy_hadron_survivor_filter.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::lepton_ladder_falsification_contract.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::long_relax_256.py	1	1	B4_GLOBAL	1	NO	0
ROOT::lorentz_light_clue_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::luminosity_distance_n2_optics_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_Q1_source_posture.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_alpha_continuation.py	1	1	B3_LIFT	1	NO	0
ROOT::macro_alpha_continuation_CONTRACT.md	1	0		0	NO	0
ROOT::macro_alpha_continuation_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_alpha_jet_outward.py	1	1	B5_JOINT	1	NO	0
ROOT::macro_alpha_jet_outward_CONTRACT.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_alpha_jet_outward_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_bulk_completion_limit_edge_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_clean_core_derive_observe.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_clean_core_first_observe_CONTRACT.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_clean_core_first_observe_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_clean_restart_from_metric_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_edge_closure_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_edge_phi_inf_CONTRACT.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_edge_phi_inf_probe.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::macro_edge_phi_inf_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_hard_edge_asymptotics_HE1.py	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_hard_edge_asymptotics_HE1_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_matter_dilation_edge_FRAME.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_native_edge_HARD_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_native_matter_after_vacuum_MAP.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_native_matter_edge_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_no_GP_framing.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_pathB_dilated_dust_observe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::macro_pathB_dilated_dust_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_dilated_softclose.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::macro_pathB_dilated_softclose_CONTRACT.md	1	0		0	NO	0
ROOT::macro_pathB_dilated_softclose_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_pathB_dust_EL.py	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_dust_WP1_results.md	1	0		0	NO	0
ROOT::macro_pathB_dust_WP2_observe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::macro_pathB_dust_WP2_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_pathB_dust_closure_window.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::macro_pathB_dust_closure_window_CONTRACT.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_dust_closure_window_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_dust_vacuum_match.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::macro_pathB_dust_vacuum_match_CONTRACT.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_dust_vacuum_match_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_phi_ceiling.py	1	1	B4_GLOBAL	1	NO	0
ROOT::macro_pathB_phi_ceiling_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_pathB_vacuum_characterize.py	1	1	B3_LIFT	1	NO	0
ROOT::macro_pathB_vacuum_characterize_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_vacuum_continue_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_pathB_vacuum_edge_shoot_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::macro_pathB_vacuum_integrals_edge.py	1	0		0	NO	0
ROOT::macro_phase1_metric_only.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_phase2_fe_from_metric.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::macro_phase2_fe_from_metric_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_phase3_pathA_areal.py	1	0		0	NO	0
ROOT::macro_phase3_pathA_areal_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_phase3_pathB_freeDA_EH.py	1	0		0	NO	0
ROOT::macro_phase3_pathB_freeDA_EH_results.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_phi_blindness_reaudit.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_sector_MAP.md	1	1	B5_JOINT	1	NO	0
ROOT::macro_spine_provenance_2026-07-06.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_universe_clean_core_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_universe_native_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::macro_xmax_limit_FRAME.md	1	1	B5_JOINT	1	NO	0
ROOT::mass_emergence_canonical_geometry.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::matter_amplitude_native_MAP_2026-06-29.md	1	1	B5_JOINT	1	NO	0
ROOT::matter_carrier_provenance_audit_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::matter_el_3d_gen.py	1	0		0	NO	0
ROOT::matter_filled_background_closure_DESIGN.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::matter_regrade_derived_operator_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::measure_fork_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::micro_mass_shape_data.json	1	0		0	NO	0
ROOT::microphysics_D2_two_regime_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E0_ambient_tables.json	1	1	B5_JOINT	1	NO	0
ROOT::microphysics_E0_ambient_tables.md	1	1	B5_JOINT	1	NO	0
ROOT::microphysics_E0_bv_H_adversarial.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E0_bv_reshoot.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E0_extract.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E1_bv_cas1.py	1	1	B5_JOINT	1	NO	0
ROOT::microphysics_E1_bv_cas2_exotic.py	1	1	B5_JOINT	1	NO	0
ROOT::microphysics_E1_bv_probe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E1_composite_closure_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E1_composite_conditions.py	1	1	B2_DEPTH;B5_JOINT	2	NO	0
ROOT::microphysics_E1_probe_pass.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E1_probe_results.json	1	0		0	NO	0
ROOT::microphysics_E2_battle_plan.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2_bv_c1c.py	1	1	B3_LIFT	1	NO	0
ROOT::microphysics_E2_bv_mms.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::microphysics_E2_bv_mms2.py	1	1	B3_LIFT	1	NO	0
ROOT::microphysics_E2_bv_rs_soft.py	1	1	B3_LIFT	1	NO	0
ROOT::microphysics_E2_bv_runaway.py	1	1	B3_LIFT	1	NO	0
ROOT::microphysics_E2_coupled_solve_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2b_A1Z1_anatomy.json	1	0		0	NO	0
ROOT::microphysics_E2b_A1Z1_extfloor.json	1	0		0	NO	0
ROOT::microphysics_E2b_A1Z1_gridcheck.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z1_phase2.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z1_results.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z1_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2b_A1Z8_anatomy.json	1	0		0	NO	0
ROOT::microphysics_E2b_A1Z8_gridcheck.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z8_phase2.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z8_results.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A1Z8_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::microphysics_E2b_A3Z1_anatomy.json	1	0		0	NO	0
ROOT::microphysics_E2b_A3Z1_extfloor.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z1_gridcheck.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z1_phase2.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z1_results.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z1_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2b_A3Z1_wideguard_cont.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z8_anatomy.json	1	0		0	NO	0
ROOT::microphysics_E2b_A3Z8_extfloor.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z8_gridcheck.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z8_phase2.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z8_results.json	1	1	B4_GLOBAL	1	NO	0
ROOT::microphysics_E2b_A3Z8_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2c_optimizer_hardening_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2d_resweep_A1Z8_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_E2e_physinformed_seed_results.md	1	1	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::microphysics_after_concentric_failure_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_reentry_miniMAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::microphysics_reentry_omega_reframe_MAP.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::migration_convergence_guard.py	1	1	B5_JOINT	1	NO	0
ROOT::n4rev_response_TURNKEY.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_conditioning_diag.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_conditioning_diag2.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_conditioning_diag3.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_embedding_audit.py	1	0		0	NO	0
ROOT::n5d_fix1_beforeafter.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_frame_factor_cas.py	1	1	B5_JOINT	1	NO	0
ROOT::n5d_pilot.py	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_pilot_SDir.json	1	0		0	NO	0
ROOT::n5d_pilot_SJC2.json	1	0		0	NO	0
ROOT::n5d_pilot_fix3.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_pilot_report.txt	1	0		0	NO	0
ROOT::n5d_pilot_smoke.json	1	0		0	NO	0
ROOT::n5d_pilot_stage1_results.md	1	0		0	NO	0
ROOT::n5d_pullback_audit.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::n5d_shear.py	1	1	B5_JOINT	1	NO	0
ROOT::n5d_shear_forcing_audit.py	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_shear_forcing_audit2.py	1	1	B4_GLOBAL	1	NO	0
ROOT::n5d_stage1_conditioning_diagnosis.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_Lselection_audit_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_MS_boundary_selector_audit_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_classB_diagnostic.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::n5d_stage2_classB_diagnostic_results.md	1	1	B5_JOINT	1	NO	0
ROOT::n5d_stage2_collapse_audit.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::n5d_stage2_collapse_audit_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_collapse_reconcile.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_stage2_corelaxed_matter_DESIGN.md	1	1	B5_JOINT	1	NO	0
ROOT::n5d_stage2_gauge_audit.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::n5d_stage2_gauge_audit_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_pilot_preflight.py	1	1	B3_LIFT	1	NO	0
ROOT::n5d_stage2_pilot_preflight_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2_sdir_pilot.json	1	0		0	NO	0
ROOT::n5d_stage2_sdir_pilot.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::n5d_stage2_sdir_pilot_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::n5d_stage2a_cas_results.md	1	1	B5_JOINT	1	NO	0
ROOT::n5d_stage2b_gate05_report.md	1	1	B5_JOINT	1	NO	0
ROOT::n5d_stage2b_gate0_report.md	1	1	B5_JOINT	1	NO	0
ROOT::n_derivation_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::native_dilation_weight_derivation_results.md	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B5_JOINT	4	NO	0
ROOT::native_field_equations_constrained_two_player_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::native_geometric_action_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::native_hopfion_route_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::native_readout_map_depth_size_results.md	1	1	B5_JOINT	1	NO	0
ROOT::native_readout_map_selector_audit_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::native_stabilizer_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::native_stabilizer_verifier_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::negative_phi_native_geometry.md	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	1
ROOT::negatives_premise_sweep_2026-07-03.md	1	1	B5_JOINT	1	NO	0
ROOT::noNull_F_catchproof.json	1	0		0	NO	0
ROOT::noNull_F_control_N128.json	1	0		0	NO	0
ROOT::noNull_F_control_N192.json	1	0		0	NO	0
ROOT::noNull_F_control_N256.json	1	0		0	NO	0
ROOT::noNull_F_dirs.json	1	0		0	NO	0
ROOT::noNull_F_endpoint_hashes.json	1	0		0	NO	0
ROOT::noNull_F_fine_N192.json	1	0		0	NO	0
ROOT::noNull_F_fine_N256.json	1	0		0	NO	0
ROOT::noNull_F_gate.json	1	0		0	NO	0
ROOT::noNull_F_ladder_N128.json	1	0		0	NO	0
ROOT::noNull_F_postreturn_audit.json	1	0		0	NO	0
ROOT::noNull_F_verify.json	1	0		0	NO	0
ROOT::noNull_artifact_manifest.py	1	1	B4_GLOBAL	1	NO	0
ROOT::noNull_behavioral_F.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::noNull_behavioral_F_results.md	1	1	B5_JOINT	1	NO	0
ROOT::noNull_boundary_virial.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::noNull_boundary_virial_ALL.json	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::noNull_boundary_virial_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::noNull_boundary_virial_verify.json	1	0		0	NO	0
ROOT::noNull_boxscout_build.json	1	0		0	NO	0
ROOT::noNull_boxscout_build.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_boxscout_observables.json	1	0		0	NO	0
ROOT::noNull_curvature_check.py	1	0		0	NO	0
ROOT::noNull_curvature_check_out.json	1	0		0	NO	0
ROOT::noNull_downsample.py	1	0		0	NO	0
ROOT::noNull_energy.py	1	1	B5_JOINT	1	NO	0
ROOT::noNull_evidence_checker.py	1	1	B5_JOINT	1	NO	0
ROOT::noNull_evidence_checker_output.txt	1	0		0	NO	0
ROOT::noNull_evidence_seal.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::noNull_hess_256_bs8_run_log.txt	1	1	B4_GLOBAL	1	NO	0
ROOT::noNull_hess_bw2_N128_out.json	1	0		0	NO	0
ROOT::noNull_hess_bw2_N192_out.json	1	0		0	NO	0
ROOT::noNull_hess_bw2_out.json	1	0		0	NO	0
ROOT::noNull_hess_h2fit_log.txt	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::noNull_hess_refine.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_hess_refine_192_log.txt	1	0		0	NO	0
ROOT::noNull_hess_refine_256_log.txt	1	0		0	NO	0
ROOT::noNull_hess_refine_N128_out.json	1	0		0	NO	0
