source	line	category	kind	raw_target	resolved_target	status	detail
cascade_stageA_run.py	4	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageA_run.py	4	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageA_run.py	5	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageA_run.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	stageA_lib	stageA_lib	EXTERNAL_OR_STDLIB	miss_at,SHOTS,precheck,coarse_grid,scan,find_brackets,refine_root,verify_root,diagnose_root
cascade_stageA_run.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_stageA_run.py	73	FILE_PATH	FILE_PATH_CALL	OUT	OUT	DYNAMIC	open
cascade_stageA_run.py	74	FILE_PATH	FILE_PATH_CALL	results	results	DYNAMIC	json.dump
cascade_stageA_run.py	78	FILE_PATH	FILE_PATH_CALL	OUT	OUT	DYNAMIC	open
cascade_stageA_run.py	79	FILE_PATH	FILE_PATH_CALL	results	results	DYNAMIC	json.dump
cascade_stageA_sanity.py	2	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageA_sanity.py	2	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageA_sanity.py	3	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageA_sanity.py	5	PYTHON_IMPORT	PY_FROM_IMPORT	stageA_lib	stageA_lib	EXTERNAL_OR_STDLIB	miss_at,SHOTS,precheck
cascade_stageA_sanity.py	7	TEXT_REFERENCE	TEXT_REFERENCE	universe_cell_T3_closure_results.md	universe_cell_T3_closure_results.md	RESOLVED_TRACKED	-
cascade_stageB_above.py	4	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_above.py	4	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageB_above.py	4	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageB_above.py	5	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_above.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss
cascade_stageB_above.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	stageB_common	stageB_common	EXTERNAL_OR_STDLIB	characterize
cascade_stageB_above.py	71	FILE_PATH	FILE_PATH_CALL	{'rows': rows, 'brackets': br, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'shots_this_script': SHOTS}	{'rows': rows, 'brackets': br, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'shots_this_script': SHOTS}	DYNAMIC	json.dump
cascade_stageB_above.py	74	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_above.json'	f'{SCR}/stageB_above.json'	DYNAMIC	open
cascade_stageB_analysis.py	3	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_analysis.py	4	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_analysis.py	7	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_rungs.json'	f'{SCR}/stageB_rungs.json'	DYNAMIC	open
cascade_stageB_analysis.py	7	FILE_PATH	FILE_PATH_CALL	open(f'{SCR}/stageB_rungs.json')	open(f'{SCR}/stageB_rungs.json')	DYNAMIC	json.load
cascade_stageB_analysis.py	8	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_sweep.json'	f'{SCR}/stageB_sweep.json'	DYNAMIC	open
cascade_stageB_analysis.py	8	FILE_PATH	FILE_PATH_CALL	open(f'{SCR}/stageB_sweep.json')	open(f'{SCR}/stageB_sweep.json')	DYNAMIC	json.load
cascade_stageB_analysis.py	9	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_above.json'	f'{SCR}/stageB_above.json'	DYNAMIC	open
cascade_stageB_analysis.py	9	FILE_PATH	FILE_PATH_CALL	open(f'{SCR}/stageB_above.json')	open(f'{SCR}/stageB_above.json')	DYNAMIC	json.load
cascade_stageB_bisect.py	6	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_bisect.py	6	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageB_bisect.py	6	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageB_bisect.py	7	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_bisect.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss,diagnose,LN1101
cascade_stageB_bisect.py	24	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_stageB_bisect.py	25	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	rhs,PHI_C
cascade_stageB_bisect.py	91	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_sweep.json'	f'{SCR}/stageB_sweep.json'	DYNAMIC	open
cascade_stageB_bisect.py	91	FILE_PATH	FILE_PATH_CALL	open(f'{SCR}/stageB_sweep.json')	open(f'{SCR}/stageB_sweep.json')	DYNAMIC	json.load
cascade_stageB_bisect.py	134	FILE_PATH	FILE_PATH_CALL	{'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'cut_brackets': cut, 'shots_this_script': SHOTS}	{'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'cut_brackets': cut, 'shots_this_script': SHOTS}	DYNAMIC	json.dump
cascade_stageB_bisect.py	139	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_rungs.json'	f'{SCR}/stageB_rungs.json'	DYNAMIC	open
cascade_stageB_common.py	3	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_results.md	3	TEXT_REFERENCE	TEXT_REFERENCE	cascade_characterization_miniMAP.md	cascade_characterization_miniMAP.md	RESOLVED_TRACKED	-
cascade_stageB_results.md	6	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	-
cascade_stageB_results.md	6	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageB_sweep.json	cascade_stageB_sweep.json	RESOLVED_TRACKED	-
cascade_stageB_sanity.py	2	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_sanity.py	2	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageB_sanity.py	2	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageB_sanity.py	3	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_sanity.py	5	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,shoot,miss,diagnose,LN1101
cascade_stageB_sweep.py	8	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_sweep.py	8	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageB_sweep.py	8	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageB_sweep.py	9	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_sweep.py	11	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss
cascade_stageB_sweep.py	77	FILE_PATH	FILE_PATH_CALL	{'rows': all_rows, 'brackets': br2, 'shots': SHOTS, 'pass1_grid': [float(x) for x in d_grid], 'wall_s': time.time() - t0}	{'rows': all_rows, 'brackets': br2, 'shots': SHOTS, 'pass1_grid': [float(x) for x in d_grid], 'wall_s': time.time() - t0}	DYNAMIC	json.dump
cascade_stageB_sweep.py	80	FILE_PATH	FILE_PATH_CALL	/tmp/claude-1000/-home-udt-admin-udt-mass-codex/749e82df-e440-4596-af14-d52dfbde5fed/scratchpad/stageB_sweep.json	/tmp/claude-1000/-home-udt-admin-udt-mass-codex/749e82df-e440-4596-af14-d52dfbde5fed/scratchpad/stageB_sweep.json	ABSOLUTE_EXTERNAL	open
cascade_stageB_twomethod.py	4	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageB_twomethod.py	4	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageB_twomethod.py	4	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageB_twomethod.py	5	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageB_twomethod.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss,rhs,PHI_C
cascade_stageB_twomethod.py	8	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_stageB_twomethod.py	43	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_rungs.json'	f'{SCR}/stageB_rungs.json'	DYNAMIC	open
cascade_stageB_twomethod.py	43	FILE_PATH	FILE_PATH_CALL	open(f'{SCR}/stageB_rungs.json')	open(f'{SCR}/stageB_rungs.json')	DYNAMIC	json.load
cascade_stageB_twomethod.py	69	FILE_PATH	FILE_PATH_CALL	{'checks': out, 'shots_this_script': SHOTS}	{'checks': out, 'shots_this_script': SHOTS}	DYNAMIC	json.dump
cascade_stageB_twomethod.py	70	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageB_twomethod.json'	f'{SCR}/stageB_twomethod.json'	DYNAMIC	open
cascade_stageC_lib.py	5	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageC_lib.py	5	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageC_lib.py	6	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageC_lib.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_stageC_lib.py	10	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	rhs,PHI_C,LN1101,make_risefall_slice
cascade_stageC_results.md	3	TEXT_REFERENCE	TEXT_REFERENCE	cascade_characterization_miniMAP.md	cascade_characterization_miniMAP.md	RESOLVED_TRACKED	-
cascade_stageC_run.py	5	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageC_run.py	5	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageC_run.py	5	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageC_run.py	6	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageC_run.py	7	PYTHON_IMPORT	PY_IMPORT	stageC_lib	stageC_lib	EXTERNAL_OR_STDLIB	-
cascade_stageC_run.py	62	FILE_PATH	FILE_PATH_CALL	{'combo': combo, 'Z': c['Z'], 'stuck': c['stuck'], 'd0_est': c['d0_est'], 'rows': rows, 'brackets': [list(b) for b in br], 'nonseal_rows': nonseal, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'shots': L.SHOTS, 'wall_s': time.time() - t0}	{'combo': combo, 'Z': c['Z'], 'stuck': c['stuck'], 'd0_est': c['d0_est'], 'rows': rows, 'brackets': [list(b) for b in br], 'nonseal_rows': nonseal, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'shots': L.SHOTS, 'wall_s': time.time() - t0}	DYNAMIC	json.dump
cascade_stageC_run.py	70	FILE_PATH	FILE_PATH_CALL	f'{SCR}/stageC_{combo}.json'	f'{SCR}/stageC_{combo}.json'	DYNAMIC	open
cascade_stageD_prereg.md	15	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageB_results.md	cascade_stageB_results.md	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	22	TEXT_REFERENCE	TEXT_REFERENCE	ladder_theta0_accumulation_results.md	ladder_theta0_accumulation_results.md	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	23	TEXT_REFERENCE	TEXT_REFERENCE	ladder_lemmaD_sealing_amplitude_results.md	ladder_lemmaD_sealing_amplitude_results.md	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	32	TEXT_REFERENCE	TEXT_REFERENCE	stageD_frozen_forecast.md	stageD_frozen_forecast.md	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	33	TEXT_REFERENCE	TEXT_REFERENCE	stageD_frozen_forecast.json	stageD_frozen_forecast.json	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	34	TEXT_REFERENCE	TEXT_REFERENCE	stageD_forecast_gen.py	stageD_forecast_gen.py	RESOLVED_TRACKED	-
cascade_stageD_prereg.md	71	TEXT_REFERENCE	TEXT_REFERENCE	relay_claudeai_2026-07-02.md	relay_claudeai_2026-07-02.md	RESOLVED_TRACKED	-
cascade_stageD_results.md	3	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageD_prereg.md	cascade_stageD_prereg.md	RESOLVED_TRACKED	-
cascade_stageD_results.md	12	TEXT_REFERENCE	TEXT_REFERENCE	ladder_theta0_accumulation_results.md	ladder_theta0_accumulation_results.md	RESOLVED_TRACKED	-
cascade_stageD_results.md	81	TEXT_REFERENCE	TEXT_REFERENCE	stageD_compare.py	stageD_compare.py	RESOLVED_TRACKED	-
cascade_stageD_sweep_refine.py	13	TEXT_REFERENCE	TEXT_REFERENCE	stageD_refine_pass2.json	stageD_refine_pass2.json	RESOLVED_TRACKED	-
cascade_stageD_sweep_refine.py	15	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_refine.py	15	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_refine.py	15	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_refine.py	16	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_refine.py	18	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss,LN1101
cascade_stageD_sweep_refine.py	19	PYTHON_IMPORT	PY_FROM_IMPORT	cascade_stageB_common	cascade_stageB_common.py	RESOLVED_INTERNAL	characterize
cascade_stageD_sweep_refine.py	20	PYTHON_IMPORT	PY_IMPORT	cascade_bv6_lib	cascade_bv6_lib.py	RESOLVED_INTERNAL	-
cascade_stageD_sweep_refine.py	33	FILE_PATH	FILE_PATH_CALL	/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json	/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json	ABSOLUTE_EXTERNAL	open
cascade_stageD_sweep_refine.py	33	FILE_PATH	FILE_PATH_CALL	open('/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json')	open('/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json')	DYNAMIC	json.load
cascade_stageD_sweep_refine.py	33	TEXT_REFERENCE	TEXT_REFERENCE	stageD_scan_pass1.json	stageD_scan_pass1.json	RESOLVED_TRACKED	-
cascade_stageD_sweep_refine.py	161	FILE_PATH	FILE_PATH_CALL	/home/udt-admin/udt_mass_codex/stageD_refine_pass2.json	/home/udt-admin/udt_mass_codex/stageD_refine_pass2.json	ABSOLUTE_EXTERNAL	open
cascade_stageD_sweep_refine.py	161	FILE_PATH	FILE_PATH_CALL	out	out	DYNAMIC	json.dump
cascade_stageD_sweep_scan.py	7	TEXT_REFERENCE	TEXT_REFERENCE	stageD_scan_pass1.json	stageD_scan_pass1.json	RESOLVED_TRACKED	-
cascade_stageD_sweep_scan.py	9	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_scan.py	9	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_scan.py	9	PYTHON_IMPORT	PY_IMPORT	time	time	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_scan.py	10	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_stageD_sweep_scan.py	12	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	make_risefall_slice,miss
cascade_stageD_sweep_scan.py	71	FILE_PATH	FILE_PATH_CALL	{'rows': rows, 'brackets': brackets, 'fails': fails, 'dips': dips, 'grid': [float(x) for x in d_grid], 'shots': SHOTS, 'window': [D_HI, D_LO], 'npts': NPTS, 'wall_s': time.time() - t0}	{'rows': rows, 'brackets': brackets, 'fails': fails, 'dips': dips, 'grid': [float(x) for x in d_grid], 'shots': SHOTS, 'window': [D_HI, D_LO], 'npts': NPTS, 'wall_s': time.time() - t0}	DYNAMIC	json.dump
cascade_stageD_sweep_scan.py	74	FILE_PATH	FILE_PATH_CALL	/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json	/home/udt-admin/udt_mass_codex/stageD_scan_pass1.json	ABSOLUTE_EXTERNAL	open
cascade_th2_bottom_beta.py	7	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_bottom_beta.py	8	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_th2_bottom_beta.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_th2_bottom_beta.py	31	PYTHON_IMPORT	PY_IMPORT	sympy	sympy	EXTERNAL_OR_STDLIB	-
cascade_th2_bottom_system.py	7	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_bottom_system.py	8	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_th2_bottom_system.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_th2_cas_checks.py	12	PYTHON_IMPORT	PY_IMPORT	sympy	sympy	EXTERNAL_OR_STDLIB	-
cascade_th2_cas_kappa.py	10	PYTHON_IMPORT	PY_IMPORT	sympy	sympy	EXTERNAL_OR_STDLIB	-
cascade_th2_final_table.py	3	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_th2_final_table.py	3	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_th2_final_table.py	4	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_final_table.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	th2_predict_measure	th2_predict_measure	EXTERNAL_OR_STDLIB	fam_constants,make_slice,bottom,sumP_quad,XC
cascade_th2_final_table.py	9	FILE_PATH	FILE_PATH_CALL	open('th2_results.json')	open('th2_results.json')	DYNAMIC	json.load
cascade_th2_final_table.py	9	FILE_PATH	FILE_PATH_CALL	th2_results.json	th2_results.json	MISSING_OR_GENERATED	open
cascade_th2_final_table.py	36	FILE_PATH	FILE_PATH_CALL	out	out	DYNAMIC	json.dump
cascade_th2_final_table.py	36	FILE_PATH	FILE_PATH_CALL	th2_final_table.json	th2_final_table.json	MISSING_OR_GENERATED	open
cascade_th2_final_table.py	38	PYTHON_IMPORT	PY_FROM_IMPORT	th2_predict_measure	th2_predict_measure	EXTERNAL_OR_STDLIB	P_excess
cascade_th2_final_table.py	39	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_launch.py	7	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_launch.py	8	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_th2_launch.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_th2_nodewise.py	15	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_th2_nodewise.py	15	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_th2_nodewise.py	16	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_nodewise.py	17	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_th2_nodewise.py	18	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_th2_nodewise.py	20	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	rhs,PHI_C,make_risefall_slice
cascade_th2_nodewise.py	34	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	minimize_scalar
cascade_th2_nodewise.py	68	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	cumulative_trapezoid
cascade_th2_nodewise.py	113	FILE_PATH	FILE_PATH_CALL	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	ABSOLUTE_EXTERNAL	open
cascade_th2_nodewise.py	113	FILE_PATH	FILE_PATH_CALL	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	DYNAMIC	json.load
cascade_th2_nodewise.py	113	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	-
cascade_th2_predict_measure.py	8	PYTHON_IMPORT	PY_IMPORT	json	json	EXTERNAL_OR_STDLIB	-
cascade_th2_predict_measure.py	8	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_th2_predict_measure.py	9	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_th2_predict_measure.py	10	PYTHON_IMPORT	PY_IMPORT	sympy	sympy	EXTERNAL_OR_STDLIB	-
cascade_th2_predict_measure.py	11	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_th2_predict_measure.py	12	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	brentq
cascade_th2_predict_measure.py	14	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	rhs,PHI_C,make_risefall_slice
cascade_th2_predict_measure.py	15	PYTHON_IMPORT	PY_FROM_IMPORT	cascade_stageC_lib	cascade_stageC_lib.py	RESOLVED_INTERNAL	make_A2_slice,make_A3_slice
cascade_th2_predict_measure.py	59	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.optimize	scipy.optimize	EXTERNAL_OR_STDLIB	minimize_scalar
cascade_th2_predict_measure.py	102	FILE_PATH	FILE_PATH_CALL	BASE + 'cascade_stageB_rungs.json'	BASE + 'cascade_stageB_rungs.json'	DYNAMIC	open
cascade_th2_predict_measure.py	102	FILE_PATH	FILE_PATH_CALL	open(BASE + 'cascade_stageB_rungs.json')	open(BASE + 'cascade_stageB_rungs.json')	DYNAMIC	json.load
cascade_th2_predict_measure.py	102	TEXT_REFERENCE	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	-
cascade_th2_predict_measure.py	109	FILE_PATH	FILE_PATH_CALL	BASE + f'cascade_stageC_{cf}.json'	BASE + f'cascade_stageC_{cf}.json'	DYNAMIC	open
cascade_th2_predict_measure.py	109	FILE_PATH	FILE_PATH_CALL	open(BASE + f'cascade_stageC_{cf}.json')	open(BASE + f'cascade_stageC_{cf}.json')	DYNAMIC	json.load
cascade_th2_predict_measure.py	142	FILE_PATH	FILE_PATH_CALL	results	results	DYNAMIC	json.dump
cascade_th2_predict_measure.py	142	FILE_PATH	FILE_PATH_CALL	th2_results.json	th2_results.json	MISSING_OR_GENERATED	open
cascade_tw_cas.py	9	PYTHON_IMPORT	PY_IMPORT	sympy	sympy	EXTERNAL_OR_STDLIB	-
cascade_tw_confirm.py	3	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
cascade_tw_confirm.py	4	PYTHON_IMPORT	PY_IMPORT	numpy	numpy	EXTERNAL_OR_STDLIB	-
cascade_tw_confirm.py	5	PYTHON_IMPORT	PY_FROM_IMPORT	scipy.integrate	scipy.integrate	EXTERNAL_OR_STDLIB	solve_ivp
cascade_tw_confirm.py	7	PYTHON_IMPORT	PY_FROM_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	RESOLVED_INTERNAL	rhs,PHI_C,make_risefall_slice,miss
cascade_tw_confirm.py	9	PYTHON_IMPORT	PY_FROM_IMPORT	cascade_stageB_common	cascade_stageB_common.py	RESOLVED_INTERNAL	graded_count
cascade_tw_n1twin.py	3	PYTHON_IMPORT	PY_IMPORT	sys	sys	EXTERNAL_OR_STDLIB	-
